Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Port Melbourne,16 Nelson St,3,h,1520000,PI,Marshall,25/02/2017,3.8,3207,3,2,1,0,160,2016,Melbourne City Council,-37.8363,144.9336,Southern Metropolitan,8648
Port Melbourne,405/2 Rouse St,1,u,600000,S,Marshall,25/02/2017,3.8,3207,1,1,1,6866,63,2010,Melbourne City Council,-37.8443,144.9437,Southern Metropolitan,8648
Port Melbourne,1001/107 Beach St,3,u,2460000,S,Marshall,27/11/2016,3.8,3207,3,2,2,5042,102,1995,Melbourne City Council,-37.8405,144.9319,Southern Metropolitan,8648
Port Melbourne,126 Heath St,3,h,3705000,S,Greg,27/11/2016,3.8,3207,3,2,2,214,241,2014,Melbourne City Council,-37.8341,144.9458,Southern Metropolitan,8648
Port Melbourne,137 Ingles St,3,t,950000,PI,Frank,27/11/2016,3.8,3207,3,2,2,0,134,2012,Melbourne City Council,-37.8317,144.9446,Southern Metropolitan,8648
Port Melbourne,215 Princes St,3,h,1350000,S,hockingstuart,27/11/2016,3.8,3207,3,1,1,114,138,1990,Melbourne City Council,-37.8371,144.939,Southern Metropolitan,8648
Port Melbourne,3/1 Seisman Pl,2,u,735000,S,Chisholm,27/11/2016,3.8,3207,2,1,1,0,100,2000,Melbourne City Council,-37.8424,144.9449,Southern Metropolitan,8648
Port Melbourne,14/200 Bay St,1,u,400000,VB,Greg,28/05/2016,3.8,3207,1,1,1,0,64,2000,Melbourne City Council,-37.8392,144.9421,Southern Metropolitan,8648
Port Melbourne,56/15 Beach St,2,u,900000,S,Marshall,28/05/2016,3.8,3207,2,1,2,0,94,1997,Melbourne City Council,-37.8426,144.9398,Southern Metropolitan,8648
Port Melbourne,213 Stokes St,3,h,1380000,S,Marshall,28/05/2016,3.8,3207,3,1,0,0,134,1890,Melbourne City Council,-37.8373,144.9397,Southern Metropolitan,8648
Port Melbourne,176 Dow St,3,h,1080000,S,Biggin,30/07/2016,3.8,3207,3,1,2,116,95,1910,Melbourne City Council,-37.8401,144.94299999999998,Southern Metropolitan,8648
Prahran,13/37 Greville St,1,u,342000,S,hockingstuart,3/09/2016,4.5,3181,1,1,1,0,34,1960,Stonnington City Council,-37.8486,144.9872,Southern Metropolitan,7717
Prahran,20a Percy St,2,h,950000,PI,hockingstuart,3/09/2016,4.5,3181,2,1,1,88,121,2000,Stonnington City Council,-37.8503,144.9913,Southern Metropolitan,7717
Prahran,3/122 Williams Rd,2,u,781000,S,Wilson,3/09/2016,4.5,3181,2,1,1,0,73,1930,Stonnington City Council,-37.8511,145.0029,Southern Metropolitan,7717
Prahran,907/15 Clifton St,1,u,549800,S,hockingstuart,3/12/2016,4.5,3181,1,1,1,0,51,2012,Stonnington City Council,-37.8519,144.9948,Southern Metropolitan,7717
Prahran,20/67 High St,1,u,492000,S,hockingstuart,4/03/2017,4.5,3181,1,1,1,1768,45,1888,Stonnington City Council,-37.851,144.988,Southern Metropolitan,7717
Prahran,10/4 Rae Ct,1,u,500500,S,Biggin,4/03/2017,4.5,3181,1,1,1,0,64,1945,Stonnington City Council,-37.857,145.0027,Southern Metropolitan,7717
Prahran,506/220 Commercial Rd,3,u,1400000,S,hockingstuart,4/06/2016,4.5,3181,3,2,2,0,136,1920,Stonnington City Council,-37.847,144.9936,Southern Metropolitan,7717
Prahran,76/108 Greville St,3,u,685000,PI,hockingstuart,4/06/2016,4.5,3181,2,2,1,0,92,1996,Stonnington City Council,-37.8496,144.9905,Southern Metropolitan,7717
Prahran,203/11 Hillingdon Pl,3,u,710000,S,Edward,4/06/2016,4.5,3181,2,1,1,0,114,1900,Stonnington City Council,-37.8516,144.9943,Southern Metropolitan,7717
Prahran,4/313 Dandenong Rd,1,u,330000,VB,hockingstuart,6/08/2016,4.5,3181,1,1,1,0,51,1970,Stonnington City Council,-37.8595,145.0076,Southern Metropolitan,7717
Prahran,16 Park Rd,3,t,1245000,PI,Marshall,6/08/2016,4.5,3181,2,2,1,128,134,2000,Stonnington City Council,-37.8526,145.0071,Southern Metropolitan,7717
Prahran,76 Pridham St,2,h,1182500,S,Marshall,7/05/2016,4.5,3181,2,1,0,141,72,1900,Stonnington City Council,-37.852,145.0061,Southern Metropolitan,7717
Prahran,48 Wrights Tce,2,h,1303000,S,Beller,7/05/2016,4.5,3181,2,1,0,288,160,1900,Stonnington City Council,-37.8512,145.0053,Southern Metropolitan,7717
Prahran,2/36 Clarke St,1,u,482500,SP,Sotheby's,8/10/2016,4.5,3181,2,1,1,443,50,1970,Stonnington City Council,-37.8493,145.0006,Southern Metropolitan,7717
Prahran,4/10 Williams Rd,2,u,585000,PI,Biggin,10/09/2016,4.5,3181,2,1,1,0,87,1960,Stonnington City Council,-37.8581,145.0017,Southern Metropolitan,7717
Prahran,14 Aberdeen Rd,2,h,1106000,S,Biggin,10/12/2016,4.5,3181,2,1,1,0,135,2005,Stonnington City Council,-37.8526,145.0033,Southern Metropolitan,7717
Prahran,57 Clarke St,2,h,1590000,S,Marshall,10/12/2016,4.5,3181,2,1,2,308,107,1930,Stonnington City Council,-37.8492,145.0019,Southern Metropolitan,7717
Prahran,19 Packington Pl,2,h,1055000,S,Biggin,10/12/2016,4.5,3181,2,1,0,203,85,1900,Stonnington City Council,-37.8557,145.0053,Southern Metropolitan,7717
Prahran,20a Park Rd,3,h,1100000,PI,hockingstuart,14/05/2016,4.5,3181,2,1,1,111,99,2001,Stonnington City Council,-37.8525,145.0071,Southern Metropolitan,7717
Prahran,12/67 High St,2,u,530000,VB,Jellis,16/04/2016,4.5,3181,2,1,1,0,76,1888,Stonnington City Council,-37.851,144.988,Southern Metropolitan,7717
Prahran,29 Murray St,2,h,1500000,VB,Beller,17/09/2016,4.5,3181,2,1,2,222,108,1930,Stonnington City Council,-37.8501,144.9995,Southern Metropolitan,7717
Prahran,602/220 Commercial Rd,2,u,841000,S,hockingstuart,18/03/2017,4.5,3181,2,2,1,0,101,1850,Stonnington City Council,-37.847,144.9936,Southern Metropolitan,7717
Prahran,2/261 Dandenong Rd,2,u,570000,VB,hockingstuart,18/03/2017,4.5,3181,2,1,1,0,78,2004,Stonnington City Council,-37.8588,145.0024,Southern Metropolitan,7717
Prahran,13/20 St Edmonds Rd,2,u,560000,S,Dingle,18/03/2017,4.5,3181,2,1,1,0,71,2000,Stonnington City Council,-37.8506,144.9919,Southern Metropolitan,7717
Prahran,47 Clifton St,2,h,815000,S,Beller,19/11/2016,4.5,3181,2,1,0,96,71,1880,Stonnington City Council,-37.8501,144.9953,Southern Metropolitan,7717
Prahran,1/70 Williams Rd,2,h,910000,S,Gary,19/11/2016,4.5,3181,2,1,1,183,71,1930,Stonnington City Council,-37.8543,145.0024,Southern Metropolitan,7717
Prahran,6/21 Wynnstay Rd,3,t,1450000,VB,Marshall,19/11/2016,4.5,3181,3,2,3,1958,98,1995,Stonnington City Council,-37.8526,145.0106,Southern Metropolitan,7717
Prahran,1/38 Donald St,2,t,1540000,S,Jellis,22/05/2016,4.5,3181,2,2,1,113,104,1945,Stonnington City Council,-37.8481,144.9869,Southern Metropolitan,7717
Prahran,3 Arkle St,3,h,1811000,S,Biggin,22/08/2016,4.5,3181,3,2,1,273,125,1890,Stonnington City Council,-37.8544,145.0038,Southern Metropolitan,7717
Prahran,35 Chomley St,2,h,1180000,S,Jellis,23/04/2016,4.5,3181,2,1,0,214,215,1900,Stonnington City Council,-37.8577,145.0053,Southern Metropolitan,7717
Prahran,56 Packington St,3,h,1720000,S,Marshall,25/02/2017,4.5,3181,3,2,2,183,200,1999,Stonnington City Council,-37.8562,145.0042,Southern Metropolitan,7717
Prahran,16A Perth St,3,h,1050000,S,Marshall,25/02/2017,4.5,3181,3,2,1,8216,130,1995,Stonnington City Council,-37.85,144.9876,Southern Metropolitan,7717
Prahran,5 Pickford St,2,h,1582000,S,Marshall,25/02/2017,4.5,3181,2,1,0,214,122,1915,Stonnington City Council,-37.8572,145.0066,Southern Metropolitan,7717
Prahran,5/327 Dandenong Rd,2,u,681000,S,Geoff,27/11/2016,4.5,3181,2,2,1,0,95,1995,Stonnington City Council,-37.8598,145.0097,Southern Metropolitan,7717
Prahran,84 York St,2,h,1305000,S,Jellis,27/11/2016,4.5,3181,2,1,1,131,79,1900,Stonnington City Council,-37.8479,144.9988,Southern Metropolitan,7717
Prahran,117 Charles St,3,h,1255000,S,Marshall,28/05/2016,4.5,3181,3,1,1,231,124,1910,Stonnington City Council,-37.8467,144.9894,Southern Metropolitan,7717
Prahran,93 Charles St,3,h,2180000,S,Marshall,28/05/2016,4.5,3181,2,2,2,238,153,1890,Stonnington City Council,-37.8476,144.9892,Southern Metropolitan,7717
Prahran,26 Willis St,3,h,1720000,S,Jellis,28/05/2016,4.5,3181,3,2,1,272,163,1900,Stonnington City Council,-37.8553,145.007,Southern Metropolitan,7717
Prahran,75 Pridham St,3,h,1220000,S,hockingstuart,28/08/2016,4.5,3181,3,2,1,112,100,1900,Stonnington City Council,-37.8517,145.0056,Southern Metropolitan,7717
Prahran,62 Pridham St,3,h,1612000,S,Jellis,30/07/2016,4.5,3181,3,2,0,146,139,1900,Stonnington City Council,-37.8519,145.0055,Southern Metropolitan,7717
Preston,6 Dalgety St,3,h,1250000,S,Harcourts,3/09/2016,8.8,3072,3,1,2,644,141,1980,Darebin City Council,-37.7419,145.0049,Northern Metropolitan,14577
Preston,370 Gilbert Rd,4,h,930000,S,Ray,3/09/2016,8.8,3072,4,2,2,604,180,1920,Darebin City Council,-37.7369,144.9905,Northern Metropolitan,14577
Preston,287 Plenty Rd,3,h,751000,S,hockingstuart,3/12/2016,8.8,3072,3,1,0,148,3,1950,Darebin City Council,-37.7428,145.0081,Northern Metropolitan,14577
Preston,27 Olver St,2,t,715000,S,Barry,4/03/2017,8.8,3072,2,1,1,132,121,2009,Darebin City Council,-37.7343,145.0025,Northern Metropolitan,14577
Preston,82 Raglan St,2,h,837000,S,Nelson,4/03/2017,8.8,3072,2,1,3,581,96,1950,Darebin City Council,-37.7508,145.0209,Northern Metropolitan,14577
Preston,191 Tyler St,3,h,950000,SP,Ray,4/06/2016,8.8,3072,3,1,2,563,180,1918,Darebin City Council,-37.7318,145.0192,Northern Metropolitan,14577
Preston,2/3 Burkitt Ct,3,u,496000,S,hockingstuart,6/08/2016,8.8,3072,3,1,1,266,98,1990,Darebin City Council,-37.7322,145.0318,Northern Metropolitan,14577
Preston,227 Murray Rd,2,h,850000,S,Barry,7/05/2016,8.8,3072,2,1,1,356,102,1940,Darebin City Council,-37.7384,145.0058,Northern Metropolitan,14577
Preston,131b Albert St,2,h,540000,PI,hockingstuart,7/11/2016,8.8,3072,2,1,2,250,97,2005,Darebin City Council,-37.7373,145.0237,Northern Metropolitan,14577
Preston,91 Bruce St,3,h,1150000,S,hockingstuart,7/11/2016,8.8,3072,3,1,2,566,143,1910,Darebin City Council,-37.7418,144.9934,Northern Metropolitan,14577
Preston,65 Albert St,3,h,615000,S,hockingstuart,8/10/2016,8.8,3072,3,1,2,493,87,1950,Darebin City Council,-37.7441,145.0221,Northern Metropolitan,14577
Preston,1 George St,3,h,735000,S,hockingstuart,8/10/2016,8.8,3072,3,1,2,369,94,1950,Darebin City Council,-37.7359,144.985,Northern Metropolitan,14577
Preston,35 James St,4,h,810000,S,Ray,10/09/2016,8.8,3072,4,2,2,1034,151,1950,Darebin City Council,-37.7379,144.9851,Northern Metropolitan,14577
Preston,16 Opal St,2,h,600000,S,Nelson,10/09/2016,8.8,3072,2,1,2,220,106,2005,Darebin City Council,-37.7442,145.0168,Northern Metropolitan,14577
Preston,287 Tyler St,3,h,1650000,S,hockingstuart,10/12/2016,8.8,3072,3,1,2,452,129,1890,Darebin City Council,-37.7307,145.0094,Northern Metropolitan,14577
Preston,126 Albert St,3,h,600000,VB,hockingstuart,12/06/2016,8.8,3072,3,1,3,503,101,1950,Darebin City Council,-37.739000000000004,145.0238,Northern Metropolitan,14577
Preston,13 George St,2,h,722000,S,Nelson,13/08/2016,8.8,3072,2,1,1,400,88,1955,Darebin City Council,-37.7352,144.9852,Northern Metropolitan,14577
Preston,23 Dean St,4,h,1260000,SP,Nelson,14/05/2016,8.8,3072,4,3,2,654,150,1950,Darebin City Council,-37.7365,145.0173,Northern Metropolitan,14577
Preston,4/22 Newcastle St,2,u,485000,S,Nelson,14/05/2016,8.8,3072,2,1,1,117,73,1965,Darebin City Council,-37.7514,145.0118,Northern Metropolitan,14577
Preston,7 Tiernan St,3,h,690000,S,Barry,14/05/2016,8.8,3072,3,1,1,594,92,1960,Darebin City Council,-37.7512,145.017,Northern Metropolitan,14577
Preston,14 Arthur St,2,h,1065000,S,Love,15/10/2016,8.8,3072,2,1,3,507,114,1910,Darebin City Council,-37.7437,144.9995,Northern Metropolitan,14577
Preston,22 Furzer St,3,h,1200000,S,Love,15/10/2016,8.8,3072,3,1,1,847,120,1965,Darebin City Council,-37.7279,144.9849,Northern Metropolitan,14577
Preston,4/55 Regent St,2,u,530000,S,Nelson,15/10/2016,8.8,3072,2,1,1,106,74,1970,Darebin City Council,-37.7306,144.9993,Northern Metropolitan,14577
Preston,15 Watson St,3,h,900000,SP,Love,15/10/2016,8.8,3072,3,1,1,472,147,1965,Darebin City Council,-37.745,145.0139,Northern Metropolitan,14577
Preston,13 Garnet St,2,h,700000,PI,Barry,16/04/2016,8.8,3072,2,1,1,214,85,1910,Darebin City Council,-37.7462,145.0044,Northern Metropolitan,14577
Preston,178 Raglan St,2,h,920000,SP,hockingstuart,16/04/2016,8.8,3072,2,2,2,516,97,1935,Darebin City Council,-37.7497,145.011,Northern Metropolitan,14577
Preston,3 Avondale Rd,3,h,980000,S,Harcourts,17/09/2016,8.8,3072,3,2,1,479,121,1930,Darebin City Council,-37.7425,145.014,Northern Metropolitan,14577
Preston,3 Leopold St,2,h,886000,S,Nelson,17/09/2016,8.8,3072,2,1,2,467,92,1950,Darebin City Council,-37.7345,144.9977,Northern Metropolitan,14577
Preston,78 Miller St,3,h,1080000,PI,Harcourts,17/09/2016,8.8,3072,3,1,1,487,189,1925,Darebin City Council,-37.7511,144.9907,Northern Metropolitan,14577
Preston,1 Bellarine St,4,h,1400000,VB,Jellis,18/03/2017,8.8,3072,4,2,2,559,217,1925,Darebin City Council,-37.7347,144.9966,Northern Metropolitan,14577
Preston,3/9 Cormac St,2,t,660000,S,Harcourts,18/03/2017,8.8,3072,2,1,1,113,90,2013,Darebin City Council,-37.7479,145.0153,Northern Metropolitan,14577
Preston,6/383 Gilbert Rd,2,u,436000,S,Nelson,18/03/2017,8.8,3072,2,1,1,0,65,1980,Darebin City Council,-37.7377,144.9899,Northern Metropolitan,14577
Preston,43 May St,2,h,876000,S,Nelson,18/03/2017,8.8,3072,2,1,2,479,85,1950,Darebin City Council,-37.733000000000004,144.9961,Northern Metropolitan,14577
Preston,198 Raglan St,2,h,910000,SP,Nelson,18/03/2017,8.8,3072,2,2,1,352,103,1950,Darebin City Council,-37.7495,145.0092,Northern Metropolitan,14577
Preston,4/1 Furzer St,3,t,714000,S,Nelson,18/06/2016,8.8,3072,3,2,2,185,115,2005,Darebin City Council,-37.7287,144.9869,Northern Metropolitan,14577
Preston,1c Mary St,2,h,770000,S,Jellis,18/06/2016,8.8,3072,2,2,1,76,129,2013,Darebin City Council,-37.7443,145.0015,Northern Metropolitan,14577
Preston,246 Murray Rd,3,h,810000,SP,Barry,18/06/2016,8.8,3072,2,1,1,421,97,1930,Darebin City Council,-37.738,145.0064,Northern Metropolitan,14577
Preston,26 Paywit St,3,h,1127000,S,hockingstuart,18/06/2016,8.8,3072,3,2,2,590,140,1940,Darebin City Council,-37.7336,144.9958,Northern Metropolitan,14577
Preston,44 Stokes St,2,h,780000,S,Nelson,19/11/2016,8.8,3072,2,1,1,310,72,1950,Darebin City Council,-37.7455,144.9954,Northern Metropolitan,14577
Preston,92 Gilbert Rd,2,h,986000,S,hockingstuart,22/05/2016,8.8,3072,2,1,1,472,139,1940,Darebin City Council,-37.7484,144.9886,Northern Metropolitan,14577
Preston,421 Murray Rd,4,h,760000,PI,Barry,22/05/2016,8.8,3072,9,8,7,1254,280,1928,Darebin City Council,-37.7367,144.9895,Northern Metropolitan,14577
Preston,5 Ventnor St,3,h,1123000,S,hockingstuart,22/08/2016,8.8,3072,3,1,2,504,506,1950,Darebin City Council,-37.7476,144.9842,Northern Metropolitan,14577
Preston,22/2 Arthur St,1,u,300000,PI,Nelson,24/09/2016,8.8,3072,1,1,1,0,67,2005,Darebin City Council,-37.7441,144.9999,Northern Metropolitan,14577
Preston,34 Booth St,2,h,890000,S,Nelson,24/09/2016,8.8,3072,2,1,3,493,95,1950,Darebin City Council,-37.74,144.9821,Northern Metropolitan,14577
Preston,28/122 High St,2,u,425000,SP,Jellis,25/02/2017,8.8,3072,2,2,1,1485,69,2010,Darebin City Council,-37.7476,145.0026,Northern Metropolitan,14577
Preston,1c Oak St,2,u,515000,S,Love,25/02/2017,8.8,3072,2,1,1,187,60,2005,Darebin City Council,-37.7351,145.0323,Northern Metropolitan,14577
Preston,74 Pender St,3,h,1040000,S,Barry,25/02/2017,8.8,3072,3,1,2,399,121,1940,Darebin City Council,-37.7366,145.0063,Northern Metropolitan,14577
Preston,12 Newcastle St,3,h,890000,S,Ray,26/07/2016,8.8,3072,3,1,2,495,100,1950,Darebin City Council,-37.7521,145.0114,Northern Metropolitan,14577
Preston,13 Patterson St,2,h,790000,S,Nelson,26/07/2016,8.8,3072,2,1,1,266,100,1925,Darebin City Council,-37.7423,145.0105,Northern Metropolitan,14577
Preston,2 Esther St,2,h,860000,S,Barry,27/06/2016,8.8,3072,2,2,1,415,138,1925,Darebin City Council,-37.7481,145.0017,Northern Metropolitan,14577
Preston,21 George St,2,h,630000,S,Nelson,27/06/2016,8.8,3072,2,1,1,372,82,1940,Darebin City Council,-37.7348,144.9852,Northern Metropolitan,14577
Preston,10 Pender St,4,h,875000,S,hockingstuart,27/06/2016,8.8,3072,4,1,2,400,147,1940,Darebin City Council,-37.7371,145.0111,Northern Metropolitan,14577
Preston,27 South St,3,h,923000,S,Love,27/06/2016,8.8,3072,3,1,0,333,118,1920,Darebin City Council,-37.7423,145.0097,Northern Metropolitan,14577
Preston,38 Wilcox St,4,h,920000,PI,Nelson,27/06/2016,8.8,3072,3,1,1,396,184,1920,Darebin City Council,-37.7361,145.0093,Northern Metropolitan,14577
Preston,33 Gordon Gr,4,h,871000,S,Ray,27/11/2016,8.8,3072,4,2,1,561,150,1950,Darebin City Council,-37.7369,145.0201,Northern Metropolitan,14577
Preston,194 Miller St,4,h,950000,S,Ray,27/11/2016,8.8,3072,4,2,1,243,140,2005,Darebin City Council,-37.7506,144.9847,Northern Metropolitan,14577
Preston,192 Wood St,4,h,870000,S,RW,27/11/2016,8.8,3072,4,1,2,400,117,1890,Darebin City Council,-37.7346,145.0164,Northern Metropolitan,14577
Preston,31 Belgrove St,3,h,1186000,SP,Nelson,28/05/2016,8.8,3072,2,1,1,713,83,1960,Darebin City Council,-37.7436,145.0191,Northern Metropolitan,14577
Preston,1/28 Carlisle St,2,u,610000,S,Harcourts,28/08/2016,8.8,3072,2,1,1,126,79,1970,Darebin City Council,-37.7523,145.0091,Northern Metropolitan,14577
Preston,21 Gillingham St,3,h,1162500,S,Nelson,28/08/2016,8.8,3072,3,2,2,463,123,1920,Darebin City Council,-37.7507,144.9921,Northern Metropolitan,14577
Preston,62 Leicester St,4,h,1142500,S,hockingstuart,28/08/2016,8.8,3072,3,1,2,560,160,1970,Darebin City Council,-37.743,144.9914,Northern Metropolitan,14577
Preston,140 Murray Rd,3,h,930000,SP,Love,28/08/2016,8.8,3072,3,1,2,679,143,1950,Darebin City Council,-37.7392,145.0163,Northern Metropolitan,14577
Preston,67 Regent St,3,h,875000,S,Nelson,28/08/2016,8.8,3072,3,2,1,650,119,1950,Darebin City Council,-37.7302,144.998,Northern Metropolitan,14577
Preston,4 Raymond St,4,h,840000,PI,hockingstuart,30/07/2016,8.8,3072,4,1,2,390,120,1950,Darebin City Council,-37.7395,144.9843,Northern Metropolitan,14577
Preston,13 The Mews,3,h,750000,PI,hockingstuart,30/07/2016,8.8,3072,3,3,2,0,127,2005,Darebin City Council,-37.75,144.9846,Northern Metropolitan,14577
Preston,171 Tyler St,4,h,750000,PI,Barry,30/07/2016,8.8,3072,3,2,2,500,150,1950,Darebin City Council,-37.732,145.0209,Northern Metropolitan,14577
Reservoir,1/21 Dumbarton St,3,u,475000,S,Ray,3/09/2016,11.2,3073,3,1,1,191,107,1990,Darebin City Council,-37.7019,145.0256,Northern Metropolitan,21650
Reservoir,1/147 Purinuan Rd,2,u,415000,PI,Ray,3/09/2016,11.2,3073,2,1,1,189,84,2012,Darebin City Council,-37.708,145.0181,Northern Metropolitan,21650
Reservoir,30 Ashton St,3,h,731000,S,Barry,3/12/2016,11.2,3073,3,1,2,779,138,1950,Darebin City Council,-37.7292,145.0214,Northern Metropolitan,21650
Reservoir,2/20 Crookston Rd,2,u,352000,SP,Barry,3/12/2016,11.2,3073,2,1,1,117,62,2012,Darebin City Council,-37.7101,145.0223,Northern Metropolitan,21650
Reservoir,19 Drysdale St,3,h,723000,S,Ray,3/12/2016,11.2,3073,3,1,1,535,86,1950,Darebin City Council,-37.7299,145.0242,Northern Metropolitan,21650
Reservoir,8/211 Edwardes St,2,u,336000,S,Stockdale,3/12/2016,11.2,3073,2,1,1,99,67,1970,Darebin City Council,-37.7166,144.9911,Northern Metropolitan,21650
Reservoir,53 Fordham Rd,3,h,685000,S,Nelson,3/12/2016,11.2,3073,3,1,1,1262,85,1955,Darebin City Council,-37.7139,145.0215,Northern Metropolitan,21650
Reservoir,19 Wilkinson St,3,h,1025000,S,hockingstuart,3/12/2016,11.2,3073,3,2,2,676,272,1950,Darebin City Council,-37.7262,145.0177,Northern Metropolitan,21650
Reservoir,2/16 Cheddar Rd,2,t,490000,S,Nelson,4/03/2017,11.2,3073,2,1,1,91,84,2014,Darebin City Council,-37.713,145.0108,Northern Metropolitan,21650
Reservoir,686 High St,3,h,805000,S,Barry,4/03/2017,11.2,3073,3,1,2,227,118,1930,Darebin City Council,-37.7286,145.0059,Northern Metropolitan,21650
Reservoir,31 Powell St,3,h,1005000,S,Harcourts,4/03/2017,11.2,3073,3,2,4,466,467,1930,Darebin City Council,-37.7266,145.0004,Northern Metropolitan,21650
Reservoir,17 Odowd St,2,h,535000,S,Ray,4/06/2016,11.2,3073,2,1,1,234,92,2014,Darebin City Council,-37.7182,145.0161,Northern Metropolitan,21650
Reservoir,57 Barry St,3,h,800000,S,Barry,6/08/2016,11.2,3073,3,1,5,4679,170,1975,Darebin City Council,-37.7093,145.0012,Northern Metropolitan,21650
Reservoir,29 Dredge St,3,h,510000,PI,Barry,6/08/2016,11.2,3073,3,1,2,543,135,1965,Darebin City Council,-37.6946,144.9962,Northern Metropolitan,21650
Reservoir,86 Hickford St,3,h,651000,SP,Ray,6/08/2016,11.2,3073,3,2,3,649,114,1950,Darebin City Council,-37.705,145.0216,Northern Metropolitan,21650
Reservoir,197 Albert St,2,h,365000,PI,Barry,7/05/2016,11.2,3073,2,1,1,360,83,1960,Darebin City Council,-37.7273,145.0254,Northern Metropolitan,21650
Reservoir,3/38 Barton St,2,u,405000,S,Barry,7/05/2016,11.2,3073,2,1,1,171,94,2009,Darebin City Council,-37.711,145.0027,Northern Metropolitan,21650
Reservoir,40b Drysdale St,3,t,620500,S,Nelson,7/05/2016,11.2,3073,3,2,1,158,117,2011,Darebin City Council,-37.7293,145.0216,Northern Metropolitan,21650
Reservoir,1/40 Godley St,1,h,260000,PI,hockingstuart,7/05/2016,11.2,3073,1,1,1,141,80,2000,Darebin City Council,-37.7025,144.9887,Northern Metropolitan,21650
Reservoir,1/1 Leamington St,3,h,625000,PI,Barry,7/05/2016,11.2,3073,3,2,1,267,186,2003,Darebin City Council,-37.7132,145.0075,Northern Metropolitan,21650
Reservoir,4/1 Ashley St,2,u,427500,S,Love,7/11/2016,11.2,3073,2,1,1,146,84,1980,Darebin City Council,-37.719,145.0014,Northern Metropolitan,21650
Reservoir,5 Bluebell Pl,4,h,851000,S,hockingstuart,7/11/2016,11.2,3073,4,2,2,581,244,2006,Darebin City Council,-37.6926,144.9861,Northern Metropolitan,21650
Reservoir,41 Cameron St,3,h,998000,S,Nelson,7/11/2016,11.2,3073,3,2,3,479,153,1950,Darebin City Council,-37.7271,144.9968,Northern Metropolitan,21650
Reservoir,39 Kinsale St,4,h,1030000,S,McGrath,7/11/2016,11.2,3073,4,2,3,630,190,1935,Darebin City Council,-37.721,144.9952,Northern Metropolitan,21650
Reservoir,1/40 McComas St,2,u,410000,S,Love,7/11/2016,11.2,3073,2,1,1,180,61,2004,Darebin City Council,-37.7283,145.0207,Northern Metropolitan,21650
Reservoir,13 Crawley St,4,h,1015000,S,Barry,8/10/2016,11.2,3073,4,1,1,518,135,1920,Darebin City Council,-37.726,145.0044,Northern Metropolitan,21650
