Suburb,Address,Rooms,Type,Price,Method,Real Estate Agent,Date,Distance,Postcode,Number of Bathroom,number of carpark,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size,Year,Month
Heidelberg Heights,5 Burns Ct,3,h,909000,S,William,2016-11-12,10.5,3081,2,2,585,134,1960,Banyule City Council,-37.7358,145.0546,Eastern Metropolitan,2947,35,2080,762,351,2111,0.9,1597,2.3,2016,11
Heidelberg Heights,8 Leonard St,5,h,890000,S,hockingstuart,2016-04-16,10.5,3081,2,2,596,172,1972,Banyule City Council,-37.7487,145.0522,Eastern Metropolitan,2947,35,2080,762,351,2111,0.9,1597,2.3,2016,4
Heidelberg Heights,498 Waterdale Rd,3,h,950000,S,Miles,2016-11-19,10.5,3081,1,2,800,118,1960,Banyule City Council,-37.7406,145.0483,Eastern Metropolitan,2947,35,2080,762,351,2111,0.9,1597,2.3,2016,11
Heidelberg Heights,13 Altona St,4,h,856000,S,Miles,2016-08-22,10.5,3081,1,2,722,208,1975,Banyule City Council,-37.7477,145.0565,Eastern Metropolitan,2947,35,2080,762,351,2111,0.9,1597,2.3,2016,8
Heidelberg Heights,484 Waterdale Rd,3,h,915000,S,Miles,2017-02-25,10.5,3081,1,1,748,101,1950,Banyule City Council,-37.7416,145.0481,Eastern Metropolitan,2947,35,2080,762,351,2111,0.9,1597,2.3,2017,2
Heidelberg Heights,146 Porter Rd,2,h,920000,S,Barry,2016-05-28,10.5,3081,1,3,932,97,1950,Banyule City Council,-37.7333,145.0588,Eastern Metropolitan,2947,35,2080,762,351,2111,0.9,1597,2.3,2016,5
Heidelberg West,186 Oriel Rd,3,h,800000,S,Haughton,2016-11-12,9.4,3081,1,3,633,88,1950,Banyule City Council,-37.746,145.0422,Eastern Metropolitan,2674,35,2080,762,351,2111,0.9,1597,2.3,2016,11
Bellfield,125 Oriel Rd,3,h,894000,S,Ray,2017-04-08,9.5,3081,2,3,601,101,1950,Banyule City Council,-37.7524,145.0393,Eastern Metropolitan,790,35,2080,762,351,2111,0.9,1597,2.3,2017,4
Heidelberg West,25 Mulberry Pde,3,h,855000,S,Barry,2017-04-08,9.4,3081,1,2,658,99,1960,Banyule City Council,-37.7445,145.0386,Eastern Metropolitan,2674,35,2080,762,351,2111,0.9,1597,2.3,2017,4
Heidelberg Heights,79 Bamfield Rd,3,h,885000,VB,Miles,2017-06-03,8.8,3081,1,1,592,125,1960,Banyule City Council,-37.737359999999995,145.05603,Eastern Metropolitan,2947,35,2080,762,351,2111,0.9,1597,2.3,2017,6
Heidelberg Heights,31 Collins St,3,h,800000,S,Barry,2017-05-27,8.8,3081,1,0,583,92,1945,Banyule City Council,-37.73752,145.05228,Eastern Metropolitan,2947,35,2080,762,351,2111,0.9,1597,2.3,2017,5
Bellfield,9 Sullivan St,2,h,906000,S,Miles,2017-07-22,8.8,3081,1,1,617,109,1960,Banyule City Council,-37.7528,145.04443999999995,Eastern Metropolitan,790,35,2080,762,351,2111,0.9,1597,2.3,2017,7
Bellfield,138 Liberty Pde,3,h,815000,S,Nelson,2018-02-24,8.8,3081,1,2,612,102,1950,Banyule City Council,-37.750170000000004,145.03497,Eastern Metropolitan,790,35,2080,762,351,2111,0.9,1597,2.3,2018,2
Heidelberg Heights,50 Southern Rd,3,h,858000,S,Ray,2018-02-24,8.8,3081,2,2,681,200,1955,Banyule City Council,-37.7425,145.05316000000005,Eastern Metropolitan,2947,35,2080,762,351,2111,0.9,1597,2.3,2018,2
Oakleigh,94 Burlington St,3,h,880000,PI,Barry,2016-11-07,14.0,3166,1,1,670,118,1925,Monash City Council,-37.9033,145.1006,Southern Metropolitan,3224,37,2167,870,415,2394,0.9,1980,2.5,2016,11
Oakleigh,1249 North Rd,3,h,865000,SP,Buxton,2016-09-17,14.0,3166,1,2,691,140,1950,Monash City Council,-37.9109,145.0995,Southern Metropolitan,3224,37,2167,870,415,2394,0.9,1980,2.5,2016,9
Oakleigh East,1/22 Nonna St,3,h,875000,S,Buxton,2017-07-08,12.3,3166,2,2,295,144,2006,Monash City Council,-37.90088,145.11692,Southern Metropolitan,2547,37,2167,870,415,2394,0.9,1980,2.5,2017,7
Oakleigh,3 Grant St,2,h,875000,PI,Ray,2017-08-26,12.3,3166,1,0,419,76,1920,Monash City Council,-37.89721,145.09792,Southern Metropolitan,3224,37,2167,870,415,2394,0.9,1980,2.5,2017,8
Oakleigh East,15 Daly St,3,h,997000,SP,Jellis,2017-11-11,12.3,3166,2,2,534,113,1950,Monash City Council,-37.9011,145.112,Southern Metropolitan,2547,37,2167,870,415,2394,0.9,1980,2.5,2017,11
Hughesdale,10 Bowen St,4,h,815000,S,Ray,2018-03-17,12.3,3166,2,2,455,170,1900,Monash City Council,-37.9016,145.08293999999995,Southern Metropolitan,3145,37,2167,870,415,2394,0.9,1980,2.5,2018,3
Ivanhoe,9 Cook St,3,h,981000,S,Nelson,2016-06-04,7.9,3079,3,2,626,378,2016,Banyule City Council,-37.76,145.0326,Eastern Metropolitan,5549,41,2500,1105,431,3128,0.9,2328,2.4,2016,6
Kealba,46 Bundeena Av,4,h,800000,SP,Brad,2018-03-03,14.0,3021,2,2,526,186,1990,Brimbank City Council,-37.73152,144.82612,Western Metropolitan,1202,37,1500,494,325,1343,0.9,1238,2.8,2018,3
Keilor East,16 Roberts St,4,h,900000,S,Nelson,2016-12-03,12.8,3033,2,1,289,125,2011,Brimbank City Council,-37.7506,144.8689,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2016,12
Keilor East,15 Viewbank Dr,4,h,816000,S,Barry,2017-03-04,12.8,3033,2,1,540,188,1978,Brimbank City Council,-37.7482,144.877,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2017,3
Keilor East,74 Lincoln Dr,4,h,845000,S,Brad,2016-06-04,12.8,3033,1,1,622,126,1965,Brimbank City Council,-37.7425,144.8683,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2016,6
Keilor East,15 Craig St,3,h,880000,S,Nelson,2016-12-10,12.8,3033,1,2,584,123,1980,Brimbank City Council,-37.7435,144.8798,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2016,12
Keilor East,1 Nicholas Ct,4,h,920000,SP,Brad,2016-12-10,12.8,3033,2,2,745,182,1992,Brimbank City Council,-37.7479,144.8805,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2016,12
Keilor East,117 Brees Rd,3,h,976000,S,Nelson,2016-11-12,12.8,3033,3,2,605,212,1980,Brimbank City Council,-37.7459,144.8788,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2016,11
Keilor East,21 Woorite Pl,3,h,900000,S,Nelson,2016-11-12,12.8,3033,1,1,713,127,1970,Brimbank City Council,-37.7301,144.8671,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2016,11
Keilor East,13 Pennington St,4,h,835000,S,Nelson,2016-04-16,12.8,3033,2,3,708,184,1990,Brimbank City Council,-37.7452,144.8652,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2016,4
Keilor East,23 Chappell Pl,4,h,830000,S,Moonee,2016-08-22,12.8,3033,2,2,686,198,1995,Brimbank City Council,-37.7394,144.8628,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2016,8
Keilor East,20 Keith Gr,3,h,825000,S,Nelson,2016-04-23,12.8,3033,2,1,630,126,2017,Brimbank City Council,-37.7378,144.8705,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2016,4
Keilor East,83 Milleara Rd,3,h,875000,PI,Barry,2016-07-26,12.8,3033,2,2,928,130,1970,Brimbank City Council,-37.7362,144.8643,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2016,7
Keilor East,63 Park Dr,3,h,843000,S,Nelson,2017-04-08,12.8,3033,2,4,573,176,1980,Brimbank City Council,-37.7473,144.8555,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2017,4
Keilor East,188 Rachelle Rd,3,h,835000,S,Brad,2017-04-08,12.8,3033,2,2,700,126,1980,Brimbank City Council,-37.7322,144.8722,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2017,4
Keilor East,3 Pennington St,3,h,941000,S,Harcourts,2017-05-13,12.8,3033,1,1,703,111,1965,Brimbank City Council,-37.746,144.8651,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2017,5
Keilor East,54 David Av,3,h,920000,SP,Nelson,2017-07-15,11.7,3033,2,1,313,140,1960,Brimbank City Council,-37.74214,144.86965,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2017,7
Keilor East,14 Noga Av,3,h,840000,VB,Whiting,2017-07-15,11.7,3033,1,2,575,138,1970,Brimbank City Council,-37.743159999999996,144.87894,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2017,7
Keilor East,3 Border Dr,3,h,918000,S,Nelson,2017-07-22,11.7,3033,2,2,669,166,2000,Brimbank City Council,-37.73936,144.85873999999995,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2017,7
Keilor East,15 Shelley St,4,h,986000,S,Nelson,2017-08-19,11.7,3033,1,2,615,176,1964,Brimbank City Council,-37.74127,144.86648,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2017,8
Keilor East,7 Pumice Ct,3,h,960000,PI,Barry,2017-08-26,11.7,3033,2,2,404,175,2009,Brimbank City Council,-37.73977,144.87734,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2017,8
Keilor East,15 Dinah Pde,3,h,915000,PI,Jellis,2017-10-14,11.7,3033,1,2,624,135,1970,Brimbank City Council,-37.74588,144.87044,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2017,10
Keilor East,12 Fawkner Cr,3,h,990000,S,Barry,2017-10-14,11.7,3033,2,2,310,168,2010,Brimbank City Council,-37.74804,144.87039,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2017,10
Keilor East,25 Heatherlea Cr,4,h,810000,VB,Nelson,2017-11-11,11.7,3033,2,2,534,223,1970,Brimbank City Council,-37.7475,144.8501,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2017,11
Keilor East,7 Pumice Ct,3,h,965000,SP,Barry,2017-11-11,11.7,3033,2,2,404,175,2009,Brimbank City Council,-37.7398,144.8773,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2017,11
Keilor East,70 Sterling Dr,4,h,855000,S,Charter,2017-11-18,11.7,3033,2,6,778,169,1970,Brimbank City Council,-37.741,144.8573,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2017,11
Keilor East,178 Rachelle Rd,4,h,975000,S,Moonee,2018-01-06,11.7,3033,2,2,564,180,1975,Brimbank City Council,-37.73288,144.87252,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2018,1
Keilor East,1 Brees Rd,6,h,925000,VB,Barry,2017-12-09,11.7,3033,3,2,516,268,1970,Brimbank City Council,-37.75045,144.87158,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2017,12
Keilor East,27 Park Dr,3,h,850000,S,Nelson,2017-12-09,11.7,3033,2,2,555,185,1985,Brimbank City Council,-37.74886,144.85828999999995,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2017,12
Keilor East,23 Viewbank Dr,4,h,1000000,VB,Nelson,2018-03-10,11.7,3033,2,2,545,233,1980,Brimbank City Council,-37.74794,144.87634,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2018,3
Keilor East,166 Rachelle Rd,4,h,901500,SP,Alexkarbon,2018-02-17,11.7,3033,2,2,563,186,1960,Brimbank City Council,-37.7337,144.87256000000005,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2018,2
Keilor East,92 Brees Rd,3,h,800000,VB,Nelson,2018-02-24,11.7,3033,2,1,341,134,2015,Brimbank City Council,-37.74442,144.87636,Western Metropolitan,5629,43,2167,759,406,2257,0.8,1911,2.6,2018,2
Maidstone,32 Ringtail Cct,4,h,826000,S,Rendina,2016-09-03,9.2,3012,2,2,308,185,2012,Maribyrnong City Council,-37.7833,144.8817,Western Metropolitan,3873,35,2100,976,370,2513,0.9,1987,2.4,2016,9
Maidstone,67 Norfolk St,3,h,840000,S,Nelson,2016-12-10,9.2,3012,1,1,584,81,1900,Maribyrnong City Council,-37.7885,144.8771,Western Metropolitan,3873,35,2100,976,370,2513,0.9,1987,2.4,2016,12
Maidstone,10 Thomson St,3,h,832000,SP,Sweeney,2016-11-12,9.2,3012,1,2,300,125,1950,Maribyrnong City Council,-37.7896,144.8752,Western Metropolitan,3873,35,2100,976,370,2513,0.9,1987,2.4,2016,11
Maidstone,13 Burns St,3,h,865000,SP,Jas,2016-08-28,9.2,3012,1,3,381,121,1940,Maribyrnong City Council,-37.7874,144.8763,Western Metropolitan,3873,35,2100,976,370,2513,0.9,1987,2.4,2016,8
Kingsville,4 Chirnside St,3,h,817000,S,Village,2016-08-06,7.8,3012,1,1,259,105,1940,Maribyrnong City Council,-37.8046,144.8831,Western Metropolitan,1808,35,2100,976,370,2513,0.9,1987,2.4,2016,8
Kingsville,12 Williamstown Rd,4,h,925000,S,Sweeney,2016-11-19,7.8,3012,2,1,276,4,1948,Maribyrnong City Council,-37.8039,144.8849,Western Metropolitan,1808,35,2100,976,370,2513,0.9,1987,2.4,2016,11
Kingsville,57 Wales St,3,h,925000,SP,Village,2016-09-24,7.8,3012,1,1,275,100,1920,Maribyrnong City Council,-37.8085,144.8802,Western Metropolitan,1808,35,2100,976,370,2513,0.9,1987,2.4,2016,9
West Footscray,140 Essex St,2,h,912500,S,Village,2016-12-03,8.2,3012,1,1,444,98,1940,Maribyrnong City Council,-37.7933,144.876,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2016,12
West Footscray,90 Pitt St,4,h,837000,S,Sweeney,2017-03-04,8.2,3012,2,3,390,149,1950,Maribyrnong City Council,-37.7926,144.8639,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2017,3
West Footscray,86 Ashley St,4,h,850000,S,Sweeney,2016-06-04,8.2,3012,2,2,497,179,1980,Maribyrnong City Council,-37.7903,144.8639,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2016,6
West Footscray,45 Hansen St,3,h,967000,S,Jas,2016-12-10,8.2,3012,1,2,347,113,1925,Maribyrnong City Council,-37.8067,144.8761,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2016,12
West Footscray,13 Soudan Rd,3,h,840000,S,Brad,2016-12-10,8.2,3012,1,1,442,123,1950,Maribyrnong City Council,-37.7914,144.8812,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2016,12
West Footscray,12 Stonemark Ct,3,h,910000,S,Biggin,2017-02-11,8.2,3012,1,1,412,162,1980,Maribyrnong City Council,-37.7941,144.881,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2017,2
West Footscray,11 Elphinstone St,3,h,820000,S,Sweeney,2016-11-12,8.2,3012,1,3,440,131,1950,Maribyrnong City Council,-37.7937,144.8732,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2016,11
West Footscray,20 Warleigh Rd,3,h,875000,SP,Sweeney,2016-10-15,8.2,3012,2,3,336,94,1910,Maribyrnong City Council,-37.7995,144.8794,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2016,10
West Footscray,28 Khartoum St,4,h,830000,S,Sweeney,2016-09-17,8.2,3012,1,2,426,144,1930,Maribyrnong City Council,-37.7919,144.8793,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2016,9
West Footscray,8 Dongola Rd,3,h,913000,S,hockingstuart,2016-11-19,8.2,3012,1,3,448,96,1925,Maribyrnong City Council,-37.7911,144.8821,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2016,11
West Footscray,23 Fontein St,2,h,850000,S,Sweeney,2016-05-22,8.2,3012,1,2,462,101,1960,Maribyrnong City Council,-37.8009,144.8653,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2016,5
West Footscray,31 Napoleon St,3,h,860000,S,Biggin,2016-07-26,8.2,3012,1,2,501,147,1960,Maribyrnong City Council,-37.7912,144.868,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2016,7
West Footscray,55 Elphinstone St,3,h,805000,S,Jas,2016-06-27,8.2,3012,1,3,372,96,1920,Maribyrnong City Council,-37.796,144.8728,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2016,6
West Footscray,121 Suffolk St,3,h,878000,S,Village,2016-07-30,8.2,3012,1,1,397,127,1960,Maribyrnong City Council,-37.7901,144.8682,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2016,7
Kingsville,363 Geelong Rd,3,h,860000,SP,Village,2017-04-29,7.8,3012,1,3,555,168,1940,Maribyrnong City Council,-37.8083,144.8754,Western Metropolitan,1808,35,2100,976,370,2513,0.9,1987,2.4,2017,4
Maidstone,12 Winston St,3,h,930000,SP,Biggin,2017-04-29,9.2,3012,1,2,660,88,1955,Maribyrnong City Council,-37.7851,144.8654,Western Metropolitan,3873,35,2100,976,370,2513,0.9,1987,2.4,2017,4
West Footscray,10 Neil St,4,h,970000,PI,Biggin,2017-04-08,8.2,3012,1,2,528,143,1940,Maribyrnong City Council,-37.7969,144.8647,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2017,4
West Footscray,91 Suffolk St,2,h,888000,PI,Sweeney,2017-05-20,8.2,3012,1,2,401,113,1945,Maribyrnong City Council,-37.7903,144.8703,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2017,5
West Footscray,1 Dongola Rd,3,h,935000,S,Jas,2017-04-22,8.2,3012,1,2,325,102,1925,Maribyrnong City Council,-37.7922,144.8818,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2017,4
West Footscray,15 Alberta St,3,h,845000,PI,Jas,2017-07-01,6.4,3012,1,2,422,109,1950,Maribyrnong City Council,-37.796440000000004,144.86388,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2017,7
Kingsville,182 Williamstown Rd,3,h,900000,SP,Jas,2017-08-12,6.4,3012,1,1,275,11,1936,Maribyrnong City Council,-37.81167,144.88346,Western Metropolitan,1808,35,2100,976,370,2513,0.9,1987,2.4,2017,8
Maidstone,20 Jackson St,3,h,930000,S,Jas,2017-07-15,6.4,3012,1,4,545,116,1940,Maribyrnong City Council,-37.785709999999995,144.87346000000005,Western Metropolitan,3873,35,2100,976,370,2513,0.9,1987,2.4,2017,7
West Footscray,16 Market St,3,h,850000,S,Jas,2017-07-22,6.4,3012,1,2,269,111,1910,Maribyrnong City Council,-37.79638,144.87911,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2017,7
Maidstone,19 Howard St,2,h,865000,S,Biggin,2017-09-09,6.4,3012,1,2,327,131,1950,Maribyrnong City Council,-37.78947,144.88105,Western Metropolitan,3873,35,2100,976,370,2513,0.9,1987,2.4,2017,9
Kingsville,5 Wales St,3,h,1000000,PI,Jas,2017-09-16,6.4,3012,2,2,275,282,1940,Maribyrnong City Council,-37.80592,144.8807,Western Metropolitan,1808,35,2100,976,370,2513,0.9,1987,2.4,2017,9
West Footscray,15 Alberta St,3,h,870000,SP,Jas,2017-09-16,6.4,3012,1,2,417,109,1950,Maribyrnong City Council,-37.796440000000004,144.86388,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2017,9
West Footscray,27 Busch St,4,h,990000,S,RW,2017-08-19,6.4,3012,2,2,501,129,1960,Maribyrnong City Council,-37.79591,144.87595,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2017,8
West Footscray,702 Barkly St,3,h,840000,PI,Hodges,2017-09-23,6.4,3012,1,3,336,95,1950,Maribyrnong City Council,-37.79613,144.86741999999995,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2017,9
West Footscray,201 Essex St,3,h,870000,SP,Jas,2017-10-21,6.4,3012,1,2,390,96,1940,Maribyrnong City Council,-37.792559999999995,144.86715,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2017,10
West Footscray,702 Barkly St,3,h,881000,S,Hodges,2017-10-28,6.4,3012,1,3,336,95,1950,Maribyrnong City Council,-37.79613,144.86741999999995,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2017,10
Maidstone,6 Havelock St,3,h,875000,SP,Compton,2017-11-11,6.4,3012,2,1,335,118,1940,Maribyrnong City Council,-37.7862,144.8798,Western Metropolitan,3873,35,2100,976,370,2513,0.9,1987,2.4,2017,11
Maidstone,34 Suffolk St,3,h,825000,S,Jas,2018-01-06,6.4,3012,1,2,327,463,1960,Maribyrnong City Council,-37.79034,144.87916,Western Metropolitan,3873,35,2100,976,370,2513,0.9,1987,2.4,2018,1
West Footscray,54 Wellington St,3,h,857500,S,Sweeney,2017-12-09,6.4,3012,1,3,417,115,1950,Maribyrnong City Council,-37.79139,144.86596,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2017,12
Maidstone,5 Smith St,3,h,830000,VB,Biggin,2018-03-17,6.4,3012,1,2,427,123,1960,Maribyrnong City Council,-37.77916,144.87998000000005,Western Metropolitan,3873,35,2100,976,370,2513,0.9,1987,2.4,2018,3
West Footscray,510 Barkly St,4,h,832000,S,Jas,2018-02-24,6.4,3012,1,1,219,113,1910,Maribyrnong City Council,-37.79761,144.88053,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2018,2
West Footscray,30 Gwelo St,3,h,900000,PI,Village,2018-02-24,6.4,3012,1,2,460,112,1940,Maribyrnong City Council,-37.80139000000001,144.86458000000005,Western Metropolitan,5058,35,2100,976,370,2513,0.9,1987,2.4,2018,2
Malvern East,48 The Boulevard,3,h,960000,S,Johnston,2017-02-25,11.2,3145,2,1,310,114,1970,Stonnington City Council,-37.8733,145.0883,Southern Metropolitan,8801,38,2801,1047,416,3263,0.9,2339,2.5,2017,2
Malvern East,20a Thurso St,3,h,950000,VB,Jellis,2016-08-28,11.2,3145,1,1,288,132,1999,Stonnington City Council,-37.8752,145.0817,Southern Metropolitan,8801,38,2801,1047,416,3263,0.9,2339,2.5,2016,8
Moonee Ponds,82 Argyle St,3,h,990000,PI,Hodges,2016-11-07,6.9,3039,1,2,328,107,1900,Moonee Valley City Council,-37.7658,144.9077,Western Metropolitan,6232,38,2167,1113,400,2926,0.9,2111,2.2,2016,11
Moonee Ponds,1/31 Holberg St,3,h,832000,S,Jellis,2016-09-10,6.9,3039,2,2,214,111,1997,Moonee Valley City Council,-37.7709,144.9334,Western Metropolitan,6232,38,2167,1113,400,2926,0.9,2111,2.2,2016,9
Moonee Ponds,19 Sussex St,2,h,945000,S,Nelson,2016-12-10,6.9,3039,1,0,225,97,1890,Moonee Valley City Council,-37.7639,144.9093,Western Metropolitan,6232,38,2167,1113,400,2926,0.9,2111,2.2,2016,12
Moonee Ponds,31 Bowen St,2,h,860000,S,Nelson,2017-02-11,6.9,3039,1,1,301,80,1920,Moonee Valley City Council,-37.7695,144.9092,Western Metropolitan,6232,38,2167,1113,400,2926,0.9,2111,2.2,2017,2
Moonee Ponds,4 Lennox St,3,h,840000,VB,Nelson,2016-10-15,6.9,3039,1,0,307,136,1910,Moonee Valley City Council,-37.7704,144.9083,Western Metropolitan,6232,38,2167,1113,400,2926,0.9,2111,2.2,2016,10
Moonee Ponds,3 Pattison St,2,h,849000,S,Brad,2016-11-19,6.9,3039,1,1,345,95,1930,Moonee Valley City Council,-37.773,144.9335,Western Metropolitan,6232,38,2167,1113,400,2926,0.9,2111,2.2,2016,11
Moonee Ponds,36 Scotia St,3,h,850000,S,Nelson,2016-07-26,6.9,3039,2,1,271,143,1915,Moonee Valley City Council,-37.7682,144.9058,Western Metropolitan,6232,38,2167,1113,400,2926,0.9,2111,2.2,2016,7
Moonee Ponds,11 Bowen St,3,h,930000,S,Nelson,2016-08-28,6.9,3039,3,1,325,132,1910,Moonee Valley City Council,-37.7702,144.9091,Western Metropolitan,6232,38,2167,1113,400,2926,0.9,2111,2.2,2016,8
Moonee Ponds,20 Huntly St,2,h,970000,S,Nelson,2017-05-20,6.9,3039,1,2,272,85,1900,Moonee Valley City Council,-37.7641,144.9073,Western Metropolitan,6232,38,2167,1113,400,2926,0.9,2111,2.2,2017,5
Moonee Ponds,25 George St,4,h,955000,S,Woodards,2017-04-29,6.9,3039,2,3,431,246,1910,Moonee Valley City Council,-37.7615,144.9094,Western Metropolitan,6232,38,2167,1113,400,2926,0.9,2111,2.2,2017,4
Moorabbin,19 Hamer St,3,h,1000000,S,O'Brien,2016-09-03,14.6,3189,2,2,573,150,1970,Kingston City Council,-37.9428,145.04399999999995,Southern Metropolitan,2555,39,2300,939,431,2503,0.9,2031,2.5,2016,9
Moorabbin,163 Rowans Rd,3,h,836000,S,Woodards,2016-12-03,14.6,3189,1,4,695,165,1970,Kingston City Council,-37.9364,145.0559,Southern Metropolitan,2555,39,2300,939,431,2503,0.9,2031,2.5,2016,12
Moorabbin,38 Grandview Gr,2,h,950000,SP,Buxton,2016-06-04,14.6,3189,1,3,649,75,1950,Kingston City Council,-37.9424,145.0464,Southern Metropolitan,2555,39,2300,939,431,2503,0.9,2031,2.5,2016,6
Moorabbin,38 Royena Rd,4,h,1000000,S,C21,2016-11-07,14.6,3189,3,4,581,159,1960,Kingston City Council,-37.9382,145.0577,Southern Metropolitan,2555,39,2300,939,431,2503,0.9,2031,2.5,2016,11
Moorabbin,14 Avon St,3,h,987000,S,Buxton,2016-09-10,14.6,3189,1,1,603,112,1960,Kingston City Council,-37.9404,145.0464,Southern Metropolitan,2555,39,2300,939,431,2503,0.9,2031,2.5,2016,9
Moorabbin,15 Genoa St,3,h,937000,S,Hodges,2016-09-10,14.6,3189,2,1,534,104,1960,Kingston City Council,-37.9426,145.0568,Southern Metropolitan,2555,39,2300,939,431,2503,0.9,2031,2.5,2016,9
