POA_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
POA3903,3,0,20,32,30,17,11,0,0,113,0,0,9,8,3,4,7,0,0,32,0,0,0,0,0,7,0,0,0,13,0,5,0,0,0,0,0,0,0,9,4,5,33,40,29,29,18,4,0,157,0,0,0,0,0,5,5,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,0,12,4,5,30,40,30,28,17,4,0,168,8,0,6,11,7,24,74,36,9,167,0,0,4,3,0,6,10,3,0,24,9,7,45,50,42,55,101,44,9,356,0,0,7,18,14,12,0,0,0,52,5,3,10,12,18,18,12,0,0,77,3,0,3,3,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,8,9,8,27,36,35,35,8,3,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,9
POA3904,3,8,28,43,48,57,27,3,0,215,9,0,12,8,15,38,24,7,0,115,0,0,5,3,6,12,3,4,0,29,0,0,0,7,0,0,0,0,0,7,10,16,40,58,59,104,61,18,0,368,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,7,13,16,40,58,63,110,59,18,0,376,16,4,3,7,17,60,191,101,11,409,7,4,0,9,8,10,10,8,7,53,31,17,50,75,87,177,271,124,20,844,0,0,22,25,44,29,9,0,0,128,11,5,13,34,47,65,24,3,0,210,0,4,7,0,0,13,5,0,0,31,0,0,0,3,0,0,4,0,0,15,19,12,37,62,91,114,39,7,0,384,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,12
POA3909,33,64,142,188,216,177,58,3,0,872,56,37,49,58,60,115,65,10,0,450,9,5,10,9,17,24,20,3,0,94,4,4,6,10,4,7,0,4,0,44,108,105,208,262,292,323,141,20,6,1461,0,9,10,6,15,18,0,0,0,61,7,5,3,6,0,15,0,0,0,38,7,11,14,15,14,31,0,0,0,95,114,123,219,275,307,347,144,23,6,1559,85,25,46,65,103,230,651,418,92,1710,23,13,33,41,55,58,71,52,22,372,224,165,299,385,461,639,866,494,118,3645,11,36,97,95,144,116,16,0,0,510,61,41,105,147,183,194,80,5,0,811,19,5,19,32,18,26,6,0,0,125,4,6,8,5,5,8,0,0,0,32,93,84,224,275,345,341,100,7,0,1475,0,0,5,6,5,7,0,0,0,21,4,0,8,5,12,5,0,0,0,38,6,3,10,14,12,10,0,0,0,69
POA3910,113,365,1103,1184,1135,806,137,6,0,4856,256,134,138,166,147,180,104,15,0,1141,29,23,43,32,44,58,24,3,0,255,9,5,17,20,13,11,4,0,0,70,406,528,1303,1397,1340,1057,268,19,0,6314,11,25,44,29,26,30,0,0,0,164,47,10,11,5,3,11,5,0,0,90,65,32,59,33,28,36,5,0,0,251,464,563,1356,1427,1367,1093,270,22,0,6575,270,75,80,107,129,239,707,426,133,2150,25,24,48,73,62,46,47,27,8,359,754,657,1477,1608,1557,1379,1021,477,139,9081,23,203,669,557,643,435,57,0,0,2577,284,275,490,699,629,577,125,9,0,3089,48,43,144,98,54,67,9,0,0,457,5,0,22,20,4,8,4,0,0,67,364,517,1325,1372,1326,1082,194,10,0,6189,3,15,12,13,18,5,0,0,0,67,56,11,19,18,16,22,0,0,0,136,55,29,28,27,32,30,0,0,0,199
POA3911,21,62,159,143,165,124,26,3,0,701,40,19,24,23,28,46,31,5,0,223,3,5,6,3,8,6,6,0,0,37,0,0,3,3,7,0,0,0,0,15,58,88,188,174,209,178,62,6,0,974,0,3,3,5,0,3,0,0,0,19,0,3,0,0,0,6,4,0,0,13,0,5,3,3,4,3,4,0,0,29,66,93,193,178,209,182,64,6,0,997,43,12,21,14,21,52,112,76,22,384,0,5,7,9,9,15,6,0,0,44,115,111,219,206,237,246,181,85,21,1426,7,27,85,86,88,78,3,3,0,371,39,55,82,81,103,85,26,3,0,471,0,3,19,7,9,11,5,0,0,51,0,0,3,4,4,0,3,0,0,16,46,85,185,179,207,168,39,8,0,913,4,0,0,0,0,0,0,0,0,5,14,6,4,0,0,0,0,0,0,17,16,9,3,0,0,0,0,0,0,25
POA3912,71,245,701,685,666,590,101,8,0,3079,162,117,87,87,104,151,89,18,0,819,21,12,30,28,17,34,16,0,0,156,3,7,19,11,7,3,0,0,0,53,260,378,834,808,792,785,211,34,0,4104,5,20,18,5,7,11,7,0,0,62,20,6,5,3,5,7,4,0,0,42,28,24,21,12,11,11,5,0,0,110,286,405,857,821,805,793,217,34,0,4211,193,61,63,83,92,191,543,315,118,1660,10,11,43,44,28,50,30,32,26,270,489,476,963,946,928,1030,795,381,147,6145,28,139,386,283,412,277,39,3,0,1558,197,156,354,423,415,400,115,7,0,2068,18,32,116,44,27,51,9,0,0,303,3,9,18,9,13,11,6,0,0,62,243,330,869,756,873,739,166,9,0,3987,4,3,5,7,3,9,0,0,0,36,34,5,7,10,6,9,0,0,0,75,40,11,15,15,13,20,0,0,0,113
POA3913,11,60,154,126,154,115,30,0,0,660,52,23,23,25,24,46,22,5,0,231,4,0,9,8,4,8,3,0,0,37,0,0,4,6,6,0,0,0,0,15,73,92,192,158,185,172,58,12,0,944,0,0,5,6,4,6,0,0,0,22,15,4,0,0,0,0,5,0,0,21,15,8,4,3,4,5,4,0,0,41,83,99,198,165,189,174,63,12,0,988,34,9,5,13,28,63,118,78,24,369,7,6,4,3,7,7,0,0,0,38,125,110,206,181,226,243,185,96,24,1396,10,35,80,48,98,68,9,0,0,351,48,27,81,77,98,103,28,0,0,473,5,9,8,11,17,3,5,0,0,60,0,4,4,5,0,7,0,0,0,17,62,81,181,137,213,186,46,0,0,903,4,0,0,3,0,0,0,0,0,10,9,4,5,0,0,3,0,0,0,25,11,7,4,3,3,3,0,0,0,36
POA3915,45,129,436,368,310,268,49,0,0,1607,75,56,72,48,68,70,43,7,0,448,5,0,22,15,18,27,8,7,0,101,3,3,6,12,8,10,0,3,0,41,130,191,538,439,401,374,103,17,0,2193,9,11,20,3,12,14,5,0,0,70,12,11,4,3,0,7,3,0,0,42,24,19,23,7,18,18,5,0,0,110,153,213,559,450,413,390,103,17,0,2309,123,32,69,79,101,179,449,347,121,1502,24,20,60,53,50,46,43,35,14,339,300,259,684,577,565,619,606,400,136,4146,12,77,229,177,192,131,25,0,0,832,107,99,198,228,201,183,66,8,0,1084,4,8,58,37,32,25,8,6,0,184,7,0,5,11,6,5,3,0,0,32,126,179,488,451,431,347,99,7,0,2129,0,4,9,10,7,8,0,0,0,37,22,5,7,10,7,3,5,0,0,54,17,7,12,16,13,11,5,0,0,87
POA3916,0,12,17,22,37,40,12,8,0,153,0,6,5,4,14,21,26,9,4,90,0,0,0,7,0,4,0,0,0,13,0,0,0,0,4,5,4,0,0,4,8,16,26,32,52,69,46,15,4,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,21,25,37,52,75,45,15,4,266,9,5,0,0,3,23,57,44,16,167,0,4,7,0,8,4,6,0,0,27,15,20,31,33,58,98,113,64,19,456,3,0,8,7,23,20,3,0,0,70,5,5,18,15,20,34,14,5,0,114,0,0,3,0,0,7,6,0,0,18,0,0,0,0,0,0,0,0,0,3,6,9,26,21,42,60,30,6,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,0,0,0,0,3,3,0,0,0,5
POA3918,18,57,149,154,200,158,20,6,0,759,46,25,22,22,36,55,26,0,0,227,12,0,7,4,3,14,7,3,0,49,0,4,6,8,0,4,0,0,0,17,73,89,182,185,243,218,56,5,0,1057,0,0,9,3,6,5,0,0,0,22,4,0,0,0,0,8,0,0,0,17,9,4,3,0,5,7,0,0,0,35,80,92,194,196,246,228,56,5,0,1089,61,9,15,16,25,63,212,147,24,574,4,5,4,8,11,9,12,6,0,62,139,106,213,220,282,297,280,161,28,1722,6,23,64,75,100,75,10,0,0,348,53,45,73,93,125,100,34,5,0,535,4,8,26,13,17,16,7,0,0,88,0,0,4,0,0,0,0,0,0,6,59,72,164,178,249,197,51,6,0,976,0,0,3,0,0,0,0,0,0,4,16,0,0,0,3,0,0,0,0,29,16,0,5,0,6,0,0,0,0,32
POA3919,16,34,168,115,121,97,13,0,0,572,28,22,29,27,25,39,24,8,0,201,4,3,4,9,9,7,3,0,0,40,0,0,5,4,3,0,0,0,0,11,56,60,207,157,153,144,43,9,0,829,0,9,7,0,0,4,0,0,0,24,8,0,0,0,0,3,0,0,0,13,13,9,8,0,0,9,0,0,0,39,60,66,215,163,160,148,43,9,0,862,33,15,22,23,30,61,121,70,11,383,5,9,9,8,16,10,5,5,0,65,97,87,245,192,202,220,167,88,12,1317,7,18,59,72,80,44,8,0,0,284,40,35,87,83,97,71,27,0,0,445,6,0,15,7,13,9,3,0,0,55,0,0,0,0,3,0,0,0,0,5,56,58,165,166,193,123,38,0,0,797,3,4,3,0,0,6,0,0,0,15,5,4,0,4,6,3,0,0,0,22,6,6,4,7,3,8,0,0,0,35
POA3920,141,267,140,44,30,9,0,0,0,626,31,26,7,0,0,0,0,0,0,68,3,0,0,0,0,0,0,0,0,6,3,7,3,0,0,0,0,0,0,15,180,303,154,47,24,10,0,0,0,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,303,154,47,24,10,0,0,0,722,6,4,0,0,0,0,0,0,0,10,0,0,5,8,4,0,0,0,0,15,190,308,160,56,29,10,0,0,0,753,51,67,27,22,10,0,0,0,0,172,4,4,10,11,0,0,0,0,0,30,0,0,4,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,59,72,40,31,8,4,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,5,3,0,0,0,0,0,4
POA3921,0,0,0,8,4,5,4,0,0,16,0,0,0,0,0,0,6,0,0,10,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,8,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,8,8,0,0,29,0,0,0,0,6,4,10,3,0,23,0,0,0,3,0,0,0,6,0,7,0,0,7,8,16,11,16,5,0,61,0,0,0,3,0,6,3,0,0,12,0,0,0,5,4,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,9,8,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3922,14,58,194,271,267,240,54,3,0,1115,45,42,83,73,104,148,90,17,0,606,25,8,24,23,15,27,25,6,0,154,6,4,12,8,12,11,8,0,0,56,94,116,312,375,404,424,175,26,4,1927,0,4,15,21,13,11,5,0,0,64,0,3,4,3,5,15,0,0,3,35,4,7,15,23,14,27,5,0,3,94,97,121,331,400,415,447,178,26,5,2023,95,22,48,59,96,284,647,394,99,1751,9,5,16,28,42,47,61,45,27,292,206,153,394,490,555,783,890,465,133,4068,0,34,150,144,175,165,16,0,0,691,53,50,131,205,215,285,84,9,0,1040,30,13,37,37,23,55,18,0,0,203,0,6,9,6,7,3,4,0,0,39,89,103,324,391,416,506,121,12,0,1973,0,4,6,0,5,7,0,0,0,31,0,0,4,3,4,13,0,0,0,34,6,9,14,8,11,24,0,0,0,62
POA3923,0,7,12,23,17,28,12,0,0,98,0,4,0,8,12,18,16,0,0,55,4,0,0,3,0,5,6,0,0,22,0,0,0,0,0,0,0,0,0,4,9,8,11,31,33,54,28,0,0,178,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,11,31,34,51,28,0,0,179,4,0,3,0,4,25,77,40,6,167,0,0,4,3,4,5,18,9,0,40,11,10,20,35,43,85,121,47,6,381,3,0,9,10,14,20,3,0,0,56,9,6,6,10,25,29,6,0,0,86,3,0,0,5,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,17,4,12,17,38,47,12,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3925,9,32,108,161,160,122,29,0,0,628,27,23,31,32,52,84,40,3,0,285,8,4,7,8,10,21,12,0,0,70,0,0,4,4,3,3,0,0,0,18,46,58,148,209,220,232,79,6,0,1001,0,0,4,3,6,5,0,0,0,19,5,0,0,0,4,6,0,0,0,14,0,3,3,3,9,12,0,0,0,37,50,59,154,213,226,240,79,6,0,1034,45,9,17,28,28,105,241,111,35,614,0,8,31,27,33,34,31,19,12,198,104,81,200,259,288,375,347,138,49,1840,10,13,79,71,102,64,12,0,0,344,45,37,65,126,114,124,32,6,0,551,9,4,15,16,6,20,8,0,0,84,0,0,4,3,5,0,0,0,0,14,60,58,163,223,222,211,52,7,0,992,0,0,0,0,5,0,0,0,0,8,0,4,0,0,3,0,0,0,0,11,0,4,0,0,6,8,0,0,0,20
POA3926,6,27,58,120,144,113,39,4,0,509,29,26,13,24,22,45,53,13,0,237,5,0,10,0,0,11,0,4,0,34,0,8,0,3,3,0,5,0,0,21,44,57,80,149,178,171,94,23,0,807,0,3,4,0,3,0,0,0,0,15,3,0,4,0,0,0,0,0,0,8,3,6,6,0,0,3,0,0,0,22,47,63,80,149,180,179,94,23,0,826,34,9,5,13,7,51,159,130,33,440,0,4,7,11,15,8,18,11,10,84,77,74,103,176,203,237,272,163,40,1345,9,4,31,65,87,78,12,0,0,281,24,25,30,85,95,91,36,3,0,404,8,3,14,15,13,9,6,5,0,69,0,0,0,4,7,0,0,0,0,18,46,31,81,168,204,180,54,12,0,779,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,3,0,0,0,9,0,3,3,6,6,4,0,0,0,21
POA3927,0,12,27,54,64,52,20,0,0,240,17,15,0,15,17,40,25,4,0,134,8,0,0,4,7,5,4,0,0,25,0,0,0,0,0,0,0,0,0,8,20,26,35,69,90,99,58,5,0,401,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,24,27,35,75,93,103,59,5,0,415,18,5,7,3,3,31,110,83,13,280,0,5,0,10,8,9,13,9,0,51,43,38,43,85,104,138,179,100,16,750,0,5,26,24,30,40,0,0,0,131,23,16,20,43,51,67,30,0,0,248,3,6,0,8,4,10,3,0,0,40,0,0,5,0,0,0,0,0,0,7,35,28,48,81,89,114,33,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,8
POA3928,0,0,8,19,14,14,11,0,0,70,5,9,0,0,5,8,12,0,0,45,0,0,0,0,0,4,4,0,0,5,0,0,0,0,0,0,0,0,0,3,5,8,12,15,21,31,26,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12,15,21,31,26,0,0,123,11,0,0,5,4,8,23,10,3,68,0,0,0,0,4,0,4,0,0,18,15,8,11,20,26,39,55,17,4,201,0,0,13,4,16,8,3,0,0,42,0,5,0,4,17,17,8,0,0,53,0,0,0,4,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,7,12,7,32,28,11,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3929,6,4,6,21,31,42,20,4,0,130,6,9,0,10,9,22,36,5,0,99,0,0,0,0,0,4,7,0,0,9,3,0,0,0,0,3,0,0,0,3,10,15,6,26,37,71,63,9,0,247,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,10,15,9,26,37,74,65,9,0,252,7,0,0,3,3,17,72,80,7,196,0,3,3,7,10,10,11,10,8,63,21,18,14,37,48,106,145,96,17,508,0,3,9,7,16,15,4,0,0,56,4,5,3,13,23,43,22,5,0,122,0,0,3,4,0,5,4,0,0,15,0,0,0,0,0,5,0,3,0,7,3,10,16,19,38,63,32,5,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
POA3930,49,154,301,767,1109,723,176,24,4,3310,225,164,62,89,131,181,173,41,3,1074,34,23,11,19,23,35,16,9,0,171,0,5,6,12,23,7,3,0,0,56,315,350,382,893,1279,942,369,76,11,4615,3,10,12,11,27,10,7,0,0,85,44,16,5,0,0,9,4,0,0,72,44,30,22,11,29,21,10,0,0,156,357,372,405,906,1304,962,379,82,11,4773,324,43,44,45,86,210,610,572,195,2136,13,10,16,32,48,35,23,33,24,242,694,428,462,987,1444,1210,1020,683,231,7156,11,74,176,377,605,345,71,7,0,1656,274,203,144,484,581,437,166,27,0,2312,45,32,34,67,50,48,21,9,0,306,4,5,6,12,8,7,0,0,0,43,332,316,355,938,1243,834,260,35,0,4326,3,4,5,3,12,5,3,0,0,39,38,12,6,15,21,14,5,0,0,108,42,15,15,15,39,20,9,0,0,148
POA3931,84,246,710,892,1041,749,176,9,0,3912,199,153,127,128,177,224,175,47,3,1240,30,35,23,38,62,58,29,4,0,280,5,13,17,15,25,15,6,3,0,95,320,444,885,1076,1299,1045,387,64,3,5523,9,23,25,23,26,21,3,0,0,137,53,15,8,0,12,13,6,0,0,112,62,33,35,24,40,38,14,0,0,247,378,481,917,1102,1340,1087,399,64,3,5770,298,68,89,92,152,324,1118,1134,411,3679,18,16,48,46,63,55,85,78,99,499,693,565,1050,1232,1557,1463,1603,1281,516,9954,17,144,420,456,685,413,76,4,0,2213,284,258,338,586,669,536,223,12,0,2913,50,39,84,85,84,64,22,5,0,438,6,15,18,8,17,10,5,7,0,87,353,450,854,1142,1458,1031,332,25,3,5646,8,8,11,12,14,13,0,0,0,67,36,10,10,17,16,21,12,0,0,129,45,14,20,30,30,36,10,0,0,196
POA3933,11,17,25,33,48,55,29,4,0,219,4,4,3,6,10,13,9,9,0,68,9,0,0,5,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,20,22,26,41,58,69,38,12,0,301,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,8,27,23,26,46,63,72,38,12,0,307,15,5,0,0,0,12,36,25,6,101,4,0,3,4,5,0,0,3,0,16,47,30,31,52,67,87,73,38,7,426,7,13,21,13,39,19,11,0,0,121,12,14,10,22,37,27,12,0,0,127,10,0,4,0,3,9,0,0,0,23,0,0,0,0,0,0,0,0,0,6,28,21,37,33,80,51,24,0,0,277,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,8,3,0,3,0,6,0,0,0,0,8
POA3934,80,179,376,790,1061,659,133,13,0,3298,243,140,79,100,166,191,167,43,7,1123,35,37,8,25,37,50,20,6,0,207,3,4,0,12,22,5,3,6,0,55,363,361,469,930,1288,902,320,55,5,4683,9,10,20,6,19,17,3,0,0,86,41,3,6,0,3,3,0,0,0,57,50,19,20,6,23,21,3,0,0,144,415,373,489,938,1313,923,323,55,5,4828,301,54,41,55,104,246,725,700,235,2463,31,10,17,36,58,30,43,27,18,273,747,438,549,1021,1469,1197,1093,782,262,7563,24,108,207,385,643,345,46,0,0,1753,308,207,208,550,639,449,175,12,0,2560,58,45,50,58,63,59,27,0,0,357,12,5,10,7,13,6,4,4,0,59,396,358,479,1005,1361,863,252,15,0,4733,5,12,6,7,7,9,0,0,0,51,33,5,0,20,19,9,0,0,0,86,32,16,12,23,31,13,3,0,0,132
POA3936,52,128,345,405,551,418,101,17,0,2015,95,73,74,72,109,170,125,23,3,742,24,10,15,31,31,41,18,6,0,175,4,11,6,9,14,12,3,0,3,63,174,226,436,513,711,633,251,51,4,3000,7,11,13,8,17,11,4,0,0,68,11,3,4,4,5,12,0,0,0,41,23,16,14,9,22,28,4,0,0,110,199,237,455,522,731,659,255,51,4,3111,140,41,42,63,91,217,727,584,181,2090,14,18,25,45,72,53,68,69,22,393,351,299,523,631,899,926,1055,701,215,5599,8,60,225,205,298,192,45,4,0,1039,109,122,193,262,316,341,122,14,0,1481,36,19,52,40,44,46,17,0,0,253,11,5,8,8,10,10,7,0,0,61,158,203,477,519,670,594,186,24,0,2838,0,7,3,3,17,6,0,0,0,36,15,11,3,5,12,7,4,0,0,58,17,15,9,11,23,15,9,0,0,99
POA3937,7,5,25,40,77,67,30,3,0,267,10,12,10,14,15,27,43,7,0,138,3,4,0,3,0,6,0,0,0,21,0,5,7,0,0,3,0,0,0,10,17,22,39,59,98,106,77,11,0,436,0,0,0,0,0,6,0,0,0,10,0,4,0,0,0,0,0,0,0,7,5,6,0,0,0,4,0,0,0,16,22,29,46,63,97,106,77,11,0,451,24,0,7,3,8,40,76,42,7,213,0,3,6,4,3,13,15,9,8,61,46,35,56,73,113,155,166,59,12,718,0,9,16,20,62,31,8,3,0,153,22,17,14,25,48,52,21,0,0,198,10,4,0,0,0,5,5,0,0,32,0,0,0,0,5,0,0,0,0,8,29,22,34,47,113,90,35,3,0,389,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,6
