POA_CODE_2021,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_19,F_AgriForestFish_20_29,F_AgriForestFish_30_34,F_AgriForestFish_35_39,F_AgriForestFish_40_44,F_AgriForestFish_45_49,F_AgriForestFish_50_over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_19,F_Min_20_29,F_Min_30_34,F_Min_35_39,F_Min_40_44,F_Min_45_49,F_Min_50_over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_19,F_Mnfg_20_29,F_Mnfg_30_34,F_Mnfg_35_39,F_Mnfg_40_44,F_Mnfg_45_49,F_Mnfg_50_over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_19,F_EGW_WS_20_29,F_EGW_WS_30_34,F_EGW_WS_35_39,F_EGW_WS_40_44,F_EGW_WS_45_49,F_EGW_WS_50_over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_19,F_Cnstn_20_29,F_Cnstn_30_34,F_Cnstn_35_39,F_Cnstn_40_44,F_Cnstn_45_49,F_Cnstn_50_over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_19,F_WTrade_20_29,F_WTrade_30_34,F_WTrade_35_39,F_WTrade_40_44,F_WTrade_45_49,F_WTrade_50_over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_19,F_RTrade_20_29,F_RTrade_30_34,F_RTrade_35_39,F_RTrade_40_44,F_RTrade_45_49,F_RTrade_50_over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_19,F_AccomFoodS_20_29,F_AccomFoodS_30_34,F_AccomFoodS_35_39,F_AccomFoodS_40_44,F_AccomFoodS_45_49,F_AccomFoodS_50_over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_19,F_TransPostWhse_20_29,F_TransPostWhse_30_34,F_TransPostWhse_35_39,F_TransPostWhse_40_44,F_TransPostWhse_45_49,F_TransPostWhse_50_over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_19,F_InfoMedTelecom_20_29,F_InfoMedTelecom_30_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40_44,F_InfoMedTelecom_45_49,F_InfoMedTelecom_50_over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_19,F_FinInsurS_20_29,F_FinInsurS_30_34,F_FinInsurS_35_39,F_FinInsurS_40_44,F_FinInsurS_45_49,F_FinInsurS_50_over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_19,F_RentHirREserv_20_29,F_RentHirREserv_30_34,F_RentHirREserv_35_39,F_RentHirREserv_40_44,F_RentHirREserv_45_49,F_RentHirREserv_50_over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_19,F_ProScieTechServ_20_29,F_ProScieTechServ_30_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40_44,F_ProScieTechServ_45_49,F_ProScieTechServ_50_over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_19,F_AdminSupServ_20_29,F_AdminSupServ_30_34,F_AdminSupServ_35_39,F_AdminSupServ_40_44,F_AdminSupServ_45_49,F_AdminSupServ_50_over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_19,F_PubAdmiSafety_20_29,F_PubAdmiSafety_30_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40_44,F_PubAdmiSafety_45_49,F_PubAdmiSafety_50_over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_19,F_EducTrain_20_29,F_EducTrain_30_34,F_EducTrain_35_39,F_EducTrain_40_44,F_EducTrain_45_49,F_EducTrain_50_over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_19,F_HealthCareSocA_20_29,F_HealthCareSocA_30_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40_44,F_HealthCareSocA_45_49,F_HealthCareSocA_50_over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_19,F_ArtRecServ_20_29,F_ArtRecServ_30_34,F_ArtRecServ_35_39,F_ArtRecServ_40_44,F_ArtRecServ_45_49,F_ArtRecServ_50_over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_19,F_OthServ_20_29,F_OthServ_30_34,F_OthServ_35_39,F_OthServ_40_44,F_OthServ_45_49,F_OthServ_50_over,F_OthServ_hours_NS,F_OthServ_Tot
POA3196,298,557,373,360,1483,2068,611,1023,90,6860,0,3,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,9,10,53,48,36,102,83,16,32,0,380,7,3,6,10,11,20,9,8,0,59,3,44,31,21,56,52,10,16,4,236,17,15,10,20,65,33,19,8,0,197,45,216,114,65,109,74,17,34,9,683,35,145,48,18,24,24,3,6,3,314,9,19,21,13,29,27,5,3,3,120,5,9,8,4,29,17,8,5,0,87,20,18,32,28,60,95,20,29,0,289,6,14,23,17,35,22,10,4,0,137,16,73,73,56,123,112,23,44,7,519,21,40,34,24,40,28,10,8,3,199,43,33,74,33,140,90,29,32,4,475,62,167,186,118,201,157,84,139,3,1122,94,236,298,298,296,211,51,53,10,1545,16,34,20,3,10,9,0,0,0,99,30,66,61,21,51,23,5,9,0,260
POA3197,107,302,195,143,644,942,270,572,49,3216,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,4,0,0,0,5,3,36,24,9,45,30,8,10,0,175,4,0,4,5,8,13,0,0,0,25,4,29,16,12,22,27,6,8,0,125,5,10,21,22,32,16,7,10,0,121,26,87,67,39,45,30,7,15,0,320,26,66,27,6,18,10,0,9,9,180,3,11,8,0,20,19,0,11,0,70,0,4,5,3,5,6,0,5,0,26,7,13,19,18,19,27,6,13,0,115,0,9,5,4,12,12,0,8,0,60,6,33,37,23,38,46,8,10,0,207,9,9,10,12,11,16,4,5,0,77,10,16,22,17,39,37,12,10,0,168,30,64,61,35,87,58,18,41,0,391,43,127,151,111,123,96,20,32,3,699,10,9,4,5,10,12,0,0,0,41,13,36,32,11,21,14,4,3,0,145
POA3198,179,360,248,210,987,1256,327,579,83,4229,5,3,0,0,0,0,5,0,0,23,0,0,0,0,4,0,0,0,0,3,13,17,28,18,45,54,7,10,0,200,3,4,5,0,13,9,4,3,0,37,6,23,22,12,26,40,6,12,7,150,5,8,12,9,29,23,4,8,0,100,44,125,76,42,85,51,10,18,5,457,27,89,44,14,22,18,0,5,0,212,9,9,12,6,15,27,8,4,0,91,4,4,8,4,8,6,5,0,0,34,9,5,11,6,33,29,8,8,0,109,4,8,11,9,15,21,3,3,0,72,21,28,33,34,50,56,9,20,0,254,10,31,23,18,18,18,0,4,4,125,17,10,30,24,66,61,16,18,0,248,34,76,106,70,109,86,36,61,4,592,74,151,204,157,204,138,18,39,6,987,7,13,11,4,9,5,3,3,3,58,35,39,36,10,23,17,9,7,0,166
POA3199,557,1352,888,734,2864,3810,1066,1938,204,13411,5,12,6,9,18,17,0,8,0,81,0,0,0,0,0,0,0,0,0,8,32,85,73,42,166,115,31,28,0,568,3,3,11,8,26,37,6,5,0,102,22,84,56,45,88,75,17,36,0,427,19,24,36,33,87,70,15,14,0,307,147,482,282,168,219,140,36,61,15,1542,89,378,137,51,76,45,13,16,9,820,17,29,26,15,39,45,13,16,0,207,12,15,18,10,28,31,9,6,0,130,18,19,43,26,78,75,13,23,4,289,7,16,27,14,62,38,12,14,0,198,45,118,129,86,133,133,40,55,0,745,37,142,62,32,94,43,12,18,7,441,44,66,115,91,166,139,32,49,3,700,102,290,297,186,349,240,117,229,17,1823,221,580,717,643,656,457,94,144,18,3534,36,59,47,19,30,19,0,10,0,223,77,107,76,53,80,51,17,13,0,475
POA3200,32,104,67,76,287,319,89,111,26,1117,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,7,3,26,21,0,0,0,67,0,0,0,0,0,3,0,0,0,12,0,5,5,0,9,3,0,8,0,28,0,0,0,3,10,3,5,0,0,28,15,31,23,17,25,14,0,5,0,125,12,25,6,3,6,5,4,0,3,72,0,5,6,0,5,5,0,0,0,18,0,0,0,0,0,0,0,0,0,3,4,4,0,0,9,10,0,0,0,21,0,0,0,0,4,3,0,0,0,11,0,7,4,5,5,5,0,5,0,26,3,21,14,0,4,8,0,0,0,43,3,3,4,0,8,4,3,3,0,28,5,12,5,15,19,6,3,10,0,83,18,50,54,40,52,19,5,15,8,246,0,3,0,0,0,0,0,0,0,14,10,3,4,0,5,6,0,0,0,29
POA3201,198,450,356,286,1501,1756,452,745,100,5840,0,0,3,3,10,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,15,36,34,30,127,90,18,19,0,362,3,5,4,3,12,12,0,6,4,34,14,22,25,12,60,33,14,14,0,197,6,11,24,17,68,38,3,6,0,177,52,185,151,56,168,89,13,9,3,723,31,107,62,30,40,26,5,5,7,309,4,12,26,7,30,32,9,9,7,145,3,7,10,0,9,5,3,5,0,34,8,5,19,13,47,49,11,3,0,164,6,11,9,4,34,19,4,3,0,82,13,22,29,24,70,49,12,17,0,237,12,56,24,20,39,24,5,9,0,183,25,21,36,26,70,59,9,19,0,265,51,69,98,77,142,82,20,46,5,589,75,205,277,257,325,178,23,53,20,1416,10,18,10,6,8,4,0,4,0,70,36,42,44,14,47,23,5,4,0,213
POA3202,24,69,56,31,170,211,52,109,5,739,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,8,6,0,11,5,0,0,0,34,0,0,0,0,4,3,5,0,0,5,0,0,4,4,4,3,0,5,0,22,0,0,0,4,3,3,0,4,0,17,6,30,19,4,8,4,4,5,0,88,0,16,8,0,3,8,0,5,0,44,0,0,0,3,0,0,0,0,0,12,0,0,0,4,3,0,0,0,0,4,0,3,3,5,6,10,0,0,0,33,0,0,0,0,3,6,0,0,0,13,4,7,9,5,10,7,5,8,0,50,0,9,5,0,4,3,0,0,0,23,7,3,3,8,13,5,0,3,0,42,0,13,7,12,19,8,4,12,6,78,10,33,32,20,38,36,5,8,0,186,3,6,0,0,0,0,0,0,0,15,0,0,7,0,3,0,0,0,0,21
POA3204,339,1032,629,454,1716,2530,669,1470,91,8933,0,5,4,3,5,0,0,0,0,11,0,0,3,0,0,6,0,0,0,12,13,49,33,25,58,65,25,38,0,315,0,0,0,6,18,22,0,13,0,57,5,40,31,20,36,50,8,21,5,218,7,28,30,9,58,50,15,15,0,216,70,285,160,69,135,108,23,38,6,902,57,238,93,30,51,40,3,24,14,541,7,10,21,15,22,39,7,16,0,141,11,17,14,14,26,47,11,24,0,162,31,26,47,40,110,193,38,52,4,539,8,14,22,10,36,48,16,8,3,176,41,117,146,110,218,289,74,98,4,1110,18,47,34,18,40,53,9,20,0,237,29,42,72,42,134,94,26,40,3,482,61,238,178,118,227,192,75,154,5,1247,79,301,388,290,317,290,54,77,4,1797,29,39,20,11,8,30,4,3,0,145,29,52,56,41,36,36,16,3,0,263
POA3205,120,266,231,140,601,968,280,686,45,3332,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,3,7,8,7,23,27,10,12,0,92,3,0,0,0,10,10,0,4,0,27,0,6,6,5,19,17,9,19,0,85,4,5,4,7,9,21,9,14,0,69,27,58,38,22,40,43,20,20,3,263,20,71,22,22,26,16,5,9,0,190,5,4,8,3,13,18,9,6,0,61,0,4,3,4,16,25,9,15,0,75,5,9,20,13,44,101,21,47,0,258,3,3,3,3,14,21,9,11,0,85,17,45,38,43,125,205,46,90,3,608,6,11,25,13,36,37,7,11,0,146,6,7,18,7,67,38,14,40,0,201,18,60,39,24,68,52,17,28,0,313,22,71,68,60,89,85,18,39,0,449,20,26,15,6,17,22,3,13,0,112,15,25,27,5,13,25,6,11,0,122
POA3206,98,270,174,140,292,630,204,797,24,2611,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,9,6,25,8,5,11,14,0,14,0,91,0,0,0,4,3,8,0,3,0,19,0,7,8,4,11,9,3,15,0,60,0,6,10,4,6,18,5,11,0,59,15,50,25,18,25,23,13,31,0,198,26,55,25,9,13,4,0,3,0,145,0,4,4,5,7,10,0,7,0,36,0,13,9,3,12,18,5,16,0,72,3,23,10,10,15,49,14,36,4,167,5,7,7,14,12,12,4,11,0,66,23,50,42,32,65,97,28,101,5,434,8,24,6,9,11,13,0,11,0,88,5,14,10,11,44,31,10,33,0,165,14,68,46,22,37,38,15,44,0,277,23,90,68,55,48,59,18,42,0,412,6,10,11,4,4,8,4,11,0,63,3,12,20,12,6,11,4,0,0,72
POA3207,198,385,301,221,801,1354,415,1135,52,4862,0,0,3,0,5,0,0,0,0,10,0,0,0,0,0,3,0,4,0,10,7,13,23,15,42,55,17,35,0,205,5,0,4,0,8,20,4,6,0,54,5,12,10,14,21,56,7,29,0,154,5,7,13,9,33,42,13,14,0,137,20,84,63,20,83,70,20,52,4,416,32,84,36,17,21,21,4,15,0,231,9,13,20,8,35,35,6,16,0,134,5,7,10,3,22,27,16,31,0,123,17,17,28,22,59,149,41,98,0,428,5,10,6,8,25,39,4,17,0,125,31,59,86,46,116,188,53,125,0,711,8,25,35,13,33,34,6,21,0,173,24,9,21,17,100,91,25,51,0,332,29,82,67,29,100,81,37,69,0,485,45,98,109,83,115,140,41,65,0,705,19,24,12,9,21,35,11,12,0,139,26,42,17,21,20,24,11,13,0,181
POA3211,9,25,20,19,54,92,30,69,16,335,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,7,4,7,3,0,0,0,3,25,4,9,0,3,0,0,0,0,0,19,3,7,0,0,5,3,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,4,0,3,7,0,0,0,0,14,4,0,0,0,0,0,0,0,0,6,5,0,3,0,3,9,0,0,0,21,0,4,4,0,5,9,4,0,0,23,0,10,12,10,6,9,0,0,0,45,0,0,0,0,0,0,0,0,0,8,4,0,0,3,0,0,0,0,0,5
POA3212,190,374,237,190,1035,1430,398,841,77,4773,0,12,4,3,10,8,0,4,0,38,0,0,0,0,0,3,0,0,0,3,11,24,30,10,43,36,3,14,0,175,0,0,10,4,9,11,0,0,0,34,6,23,17,4,26,27,8,8,0,118,0,13,8,11,20,9,0,11,0,76,44,134,116,69,108,52,4,17,5,549,33,157,50,27,27,7,0,9,4,320,8,13,15,15,32,25,10,10,0,134,0,3,0,4,9,3,0,3,0,26,3,8,28,23,50,39,5,9,0,165,0,8,6,8,25,10,0,3,0,56,8,40,28,31,61,50,14,11,0,248,6,44,29,7,49,19,0,5,0,160,29,34,47,25,92,87,24,27,0,365,31,93,102,49,158,80,30,62,0,600,61,169,232,198,196,113,28,34,7,1028,11,8,6,5,7,7,0,9,0,54,19,46,43,16,20,18,6,12,0,165
POA3213,52,142,85,48,266,351,94,250,34,1321,0,9,3,4,0,3,3,7,0,23,0,0,0,0,0,0,0,0,0,0,0,6,6,5,14,14,0,0,0,41,0,0,0,0,8,8,0,0,0,16,0,9,7,9,10,4,0,0,0,42,0,3,3,0,6,0,0,0,0,16,14,64,33,22,29,23,10,0,0,185,13,49,8,4,5,5,3,3,0,99,3,5,9,3,8,3,0,3,0,37,0,0,0,0,0,0,0,0,0,3,0,6,4,5,8,4,3,4,0,28,0,3,0,0,6,4,0,0,0,10,0,13,11,10,13,18,6,5,0,67,0,14,7,3,7,0,0,0,0,33,3,5,12,3,22,21,7,7,0,73,3,21,11,22,31,13,8,17,0,128,12,42,61,52,62,31,0,6,0,273,0,0,0,5,0,3,0,4,0,17,6,17,11,4,8,3,0,0,0,54
POA3214,208,487,427,307,1142,1216,287,488,145,4701,5,12,9,9,7,7,0,3,0,56,0,0,0,0,0,0,0,0,0,3,9,28,30,15,68,56,6,12,3,230,6,0,4,6,11,4,0,5,0,30,0,14,17,5,19,23,0,3,0,78,10,6,8,11,23,19,6,0,0,81,40,178,116,68,110,75,7,3,11,624,40,191,68,34,26,16,4,3,5,392,3,24,22,4,32,19,9,12,6,123,0,5,3,0,3,3,0,0,0,23,0,3,3,8,34,25,4,0,0,76,0,0,4,0,8,0,0,0,0,25,9,17,14,10,28,27,3,4,0,105,13,95,42,23,28,16,0,5,0,232,18,29,30,17,70,38,9,21,4,230,18,60,76,41,100,39,12,41,4,388,69,203,228,188,196,92,26,35,12,1065,9,10,13,3,9,5,0,0,0,45,14,38,24,7,19,11,3,6,3,127
POA3215,204,553,383,272,1147,1519,374,740,110,5299,0,5,3,0,0,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,3,36,21,7,56,27,6,11,4,172,0,0,0,0,17,17,6,0,0,52,8,21,21,13,27,28,4,0,0,128,3,8,5,10,18,19,3,0,0,73,47,187,134,60,123,68,16,16,11,670,53,170,80,26,38,16,3,10,4,398,11,15,15,7,10,16,0,3,0,82,7,0,3,6,8,10,5,4,0,40,18,8,25,19,63,43,0,10,0,191,8,8,6,7,25,13,0,6,0,72,9,34,50,19,68,51,18,16,0,267,13,54,24,20,18,20,4,0,0,153,22,36,43,37,97,73,15,25,0,344,41,112,112,72,158,80,40,62,4,691,86,211,310,254,258,194,36,56,12,1406,14,9,8,8,9,7,0,4,0,61,17,44,27,10,23,22,5,10,0,158
POA3216,614,2022,1083,783,3113,4001,1192,2208,188,15204,4,20,5,6,8,9,0,5,0,69,0,0,0,0,0,0,0,0,0,4,19,120,73,23,73,94,18,25,0,446,4,0,13,18,28,21,4,3,0,91,5,73,49,35,62,65,20,32,3,337,9,23,28,7,40,43,14,13,0,169,141,715,348,137,238,166,26,57,13,1850,130,583,222,69,85,56,16,29,9,1207,10,24,22,21,20,32,10,13,0,150,13,30,18,9,17,13,8,7,0,125,32,31,62,67,141,109,16,30,0,491,3,24,20,10,50,32,5,13,4,164,46,137,123,86,185,154,37,60,6,835,32,142,59,32,54,24,10,13,0,353,73,86,103,73,230,184,47,70,3,871,114,446,397,247,445,306,148,233,12,2337,286,773,944,738,763,528,122,147,17,4321,43,82,24,15,21,14,7,13,0,227,46,123,101,48,64,49,11,14,0,474
POA3217,203,524,400,289,1328,1650,478,847,83,5800,0,3,7,0,8,9,0,9,0,32,0,0,0,0,0,0,0,0,0,6,8,22,13,14,42,33,11,6,0,138,6,6,11,0,15,3,9,0,0,46,4,24,17,12,31,41,6,6,0,142,3,9,11,9,13,13,0,3,0,60,57,214,137,62,119,68,17,20,6,704,57,167,81,23,36,33,6,14,8,418,10,12,12,5,24,15,5,8,0,89,10,13,8,3,7,6,3,3,0,56,14,14,25,26,63,43,9,7,0,204,0,12,8,9,35,24,3,7,0,96,23,37,33,33,89,58,12,12,0,303,11,40,25,15,25,11,5,3,0,138,39,27,37,31,92,82,22,19,6,352,45,146,135,82,201,109,46,83,8,864,141,286,337,317,375,199,40,47,12,1769,8,33,10,11,10,7,3,0,3,80,29,58,63,24,32,21,6,5,6,240
POA3218,140,383,277,226,816,1132,355,679,46,4045,0,5,3,0,0,5,0,4,0,20,0,0,0,0,0,0,0,0,0,0,11,20,15,14,17,24,11,12,0,124,8,4,5,0,7,7,5,0,0,39,4,17,10,4,29,19,4,5,0,92,4,4,5,4,23,13,10,7,0,67,44,111,72,45,83,54,18,19,5,451,46,142,33,21,21,24,5,4,3,293,5,9,13,0,12,12,3,3,0,50,0,8,10,0,5,4,4,8,0,30,9,10,27,14,41,39,12,8,0,169,0,0,7,4,18,15,0,7,0,50,15,40,54,29,60,47,13,25,0,282,7,27,13,10,14,13,0,6,0,97,20,21,53,30,77,62,19,28,4,304,40,111,109,62,134,91,36,58,4,648,83,171,235,177,203,141,36,45,8,1099,5,23,14,3,9,7,0,5,0,70,17,33,33,10,22,16,6,5,3,144
POA3219,201,520,403,270,1069,1271,348,543,88,4705,0,5,3,0,4,4,0,0,0,23,0,0,5,0,0,0,0,0,0,5,6,34,24,13,38,45,9,14,0,184,5,0,0,0,11,5,0,5,0,27,4,23,17,6,24,26,9,4,0,111,12,5,13,10,20,15,0,5,0,76,40,188,136,44,105,67,20,14,7,616,33,176,68,25,35,28,5,6,4,381,0,10,23,7,13,14,4,0,0,71,0,9,8,3,9,3,0,0,0,34,0,10,13,14,44,48,10,12,0,144,0,4,7,0,17,8,0,3,0,39,15,23,28,21,71,51,13,12,0,238,13,76,37,16,24,12,0,5,0,185,21,40,33,34,88,63,13,16,0,306,25,67,77,56,106,48,25,40,6,450,89,243,300,259,279,179,39,49,9,1446,14,26,12,4,6,6,4,4,0,86,12,49,28,25,26,25,3,11,4,186
POA3220,190,593,349,244,691,1131,360,939,40,4534,0,6,5,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,4,6,33,19,11,22,18,5,3,0,122,0,0,8,4,11,3,4,7,0,34,5,26,23,19,17,21,3,9,0,126,0,6,6,0,7,17,6,0,0,47,38,181,82,36,62,54,13,28,3,501,46,184,57,19,27,23,0,17,0,384,5,9,8,5,7,8,0,3,0,44,3,6,3,3,4,3,0,3,0,32,9,8,20,19,38,27,5,18,0,142,6,12,5,11,23,10,0,4,0,72,18,64,61,31,65,64,20,37,0,369,3,33,25,6,24,8,0,6,0,105,11,23,40,23,73,54,19,25,0,275,39,128,104,61,123,89,55,74,3,680,74,195,237,251,205,201,31,89,8,1299,8,25,19,10,10,5,3,5,0,81,6,36,20,26,17,11,0,4,0,122
POA3221,9,27,9,15,28,48,22,54,6,229,3,0,5,3,3,4,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,3,0,0,0,5,0,8,0,3,3,0,0,5,0,20,0,8,3,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,4,7,5,7,0,4,6,0,0,30,4,14,12,7,8,0,0,0,0,44,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
POA3222,196,504,301,222,783,1170,346,629,74,4223,3,15,4,4,6,3,0,4,0,53,0,0,0,0,0,0,0,0,0,3,8,34,17,13,35,25,0,17,0,151,0,0,0,9,5,4,0,3,0,18,6,26,16,14,16,29,5,5,4,116,5,7,9,4,16,5,0,0,0,48,42,189,122,55,71,47,6,9,4,549,47,159,39,25,36,17,3,3,5,329,7,9,17,3,12,18,0,4,0,73,3,7,0,4,0,0,0,0,0,22,13,3,16,13,30,36,6,6,0,129,3,0,5,7,17,7,6,5,0,52,12,45,29,26,38,46,13,11,0,215,5,61,24,12,16,9,0,7,0,138,19,21,28,23,63,42,16,14,0,240,28,80,96,65,117,54,28,41,4,517,82,203,285,215,218,134,27,42,4,1202,11,19,13,3,8,3,0,10,0,59,15,48,32,24,23,15,8,5,6,173
POA3223,117,209,158,122,334,418,123,241,42,1756,0,3,0,4,3,4,0,4,6,23,0,0,0,0,0,0,0,0,0,0,8,5,7,3,8,9,0,5,0,51,0,0,0,6,3,9,0,0,0,12,0,14,15,5,8,14,0,3,0,60,4,4,3,5,6,4,0,3,0,29,9,60,41,14,23,16,5,9,4,180,32,45,26,11,11,4,4,0,0,137,3,9,7,0,5,5,0,5,0,43,0,0,0,0,0,3,0,0,0,15,4,6,9,3,10,16,0,4,0,52,7,4,3,0,3,9,0,0,0,32,15,18,18,18,18,20,3,14,0,120,3,22,8,0,9,5,0,0,3,49,17,9,21,9,20,29,6,7,4,121,10,51,31,19,44,29,9,24,0,216,33,97,76,78,75,35,8,26,5,436,0,6,6,5,4,5,0,5,0,33,13,15,20,11,7,10,0,3,0,74
POA3224,126,367,246,214,756,987,277,517,45,3540,0,8,0,0,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,29,19,9,21,21,4,8,4,121,0,4,0,0,10,0,0,5,0,20,0,29,19,6,12,21,0,4,0,94,4,8,13,5,10,8,0,3,0,61,44,165,94,37,67,44,11,16,7,475,11,128,33,14,16,13,3,5,3,230,4,7,5,3,8,10,3,4,0,44,0,3,6,0,5,5,4,0,0,25,15,4,15,11,35,32,4,6,0,120,0,6,4,3,17,13,3,4,0,46,4,28,30,8,45,24,6,9,5,162,3,33,21,8,11,10,0,0,4,101,19,15,23,15,60,45,15,11,0,207,25,93,80,59,98,41,23,35,0,455,73,165,230,204,179,122,24,48,10,1061,3,18,6,4,9,0,0,0,0,41,11,47,44,10,27,11,0,6,3,172
POA3225,60,164,98,61,154,223,67,178,23,1028,0,8,0,0,5,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,4,9,5,0,4,0,0,5,0,23,0,0,0,0,3,0,0,0,0,6,0,7,9,9,6,0,0,0,0,32,0,0,3,0,4,0,0,0,0,13,9,37,16,9,8,3,0,8,0,102,24,28,20,10,4,10,0,4,5,90,6,5,5,0,4,0,0,4,0,19,0,3,0,0,0,3,0,0,0,15,3,4,3,0,0,0,3,4,0,23,0,0,0,4,0,4,0,0,0,19,3,25,19,8,15,16,9,5,0,95,3,17,3,4,0,0,0,0,6,34,7,16,10,14,16,16,4,7,0,84,10,42,27,12,24,22,5,17,3,168,15,60,60,42,34,33,8,12,5,258,4,6,10,0,0,3,0,0,0,26,5,5,4,5,6,3,0,0,0,26
POA3226,218,443,321,257,730,1153,295,628,69,4109,0,5,3,6,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,8,47,20,9,14,16,3,14,4,134,0,3,4,3,5,0,0,0,0,18,0,35,28,13,10,18,3,9,4,118,0,4,12,6,16,7,0,6,0,58,41,147,73,36,50,41,15,21,4,430,41,160,51,14,30,15,4,14,5,330,7,4,16,11,10,10,3,3,0,68,6,6,10,5,7,0,6,5,0,44,13,13,22,16,30,33,11,9,0,143,0,17,6,3,10,17,0,4,0,61,14,56,61,37,49,59,7,34,0,317,15,44,11,3,17,6,4,0,0,105,27,38,56,40,65,54,16,20,6,323,39,139,147,69,111,91,45,88,11,736,98,208,257,194,156,129,36,42,14,1135,16,23,12,14,8,4,0,0,0,83,15,51,35,15,16,11,5,9,6,163
