POA_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
POA3173,80,88,94,62,120,38,52,53,9,588,126,116,134,198,196,90,68,96,11,1040,158,59,643,236,152,110,162,180,43,1747,11,6,13,13,26,19,19,16,0,128,23,11,33,26,35,23,24,28,3,204,16,33,17,12,10,6,12,12,0,116,16,30,16,22,28,16,21,24,55,230,1178,2702,1247,885,1279,588,533,606,194,9213
POA3174,52,63,121,105,99,34,64,81,11,630,100,101,241,363,155,109,154,192,22,1443,108,71,762,448,189,100,265,321,50,2318,5,4,28,15,25,0,21,34,0,144,29,20,35,65,33,14,41,69,3,307,10,19,26,15,12,10,27,26,0,136,16,23,30,45,34,26,40,57,69,343,768,2464,1632,1693,1256,600,1011,1303,260,10981
POA3175,82,109,170,101,116,57,108,110,11,866,152,154,308,404,217,95,164,219,31,1752,174,82,1159,520,243,166,375,388,53,3160,11,12,25,32,33,29,40,53,12,249,15,20,59,79,53,24,59,63,4,372,12,26,30,20,10,6,26,30,8,161,25,35,60,60,37,23,61,84,78,454,1070,2856,2287,1836,1540,730,1236,1482,306,13349
POA3177,11,10,30,15,24,8,23,10,4,147,28,35,56,76,45,22,51,37,5,341,36,13,278,138,56,50,94,101,23,790,0,3,9,7,0,0,5,11,0,42,7,5,11,17,3,8,14,14,0,65,0,3,12,3,5,0,4,8,0,31,5,4,20,10,5,7,21,21,24,108,166,436,501,420,268,144,291,303,73,2598
POA3178,139,212,85,108,167,61,36,48,15,880,231,204,160,282,266,121,48,67,23,1397,338,153,1247,327,341,184,186,230,56,3056,18,12,18,20,38,14,6,15,4,157,48,27,32,36,76,27,13,28,6,288,21,27,13,5,17,11,8,4,0,110,24,31,26,32,54,31,12,23,21,251,2009,3896,1882,1195,1737,790,410,530,204,12653
POA3179,23,30,25,15,26,9,9,3,0,137,38,37,32,62,41,19,4,13,3,241,58,29,200,65,56,38,45,44,6,544,0,0,4,6,8,0,5,6,0,22,4,3,6,11,8,9,3,0,0,52,0,6,0,3,0,0,0,0,0,16,4,7,4,3,7,0,6,0,7,36,320,678,330,250,281,143,87,110,31,2230
POA3180,29,39,24,25,35,13,7,10,0,168,49,34,41,68,58,23,17,12,3,295,56,32,257,79,72,37,44,55,12,654,0,3,3,4,7,0,3,0,0,32,7,10,0,13,12,9,5,8,0,64,5,6,0,5,5,0,0,4,0,16,6,5,6,3,9,4,4,5,3,44,379,880,410,310,366,153,111,143,30,2785
POA3181,100,139,45,62,62,44,14,20,4,484,125,160,91,147,116,82,13,36,11,781,150,84,325,135,115,112,22,54,8,991,11,11,0,10,14,13,3,3,0,72,20,19,7,13,36,14,0,4,5,110,20,29,0,6,5,8,0,10,3,81,19,36,11,10,11,9,0,11,40,148,2098,4901,716,779,1123,668,104,236,158,10788
POA3182,108,162,57,58,70,37,13,31,12,545,188,195,138,184,173,82,29,43,21,1053,178,128,518,203,166,95,44,91,22,1444,20,15,9,16,10,10,3,10,0,96,32,37,22,25,32,12,7,10,8,194,13,34,15,12,13,6,3,6,4,102,31,44,13,20,12,11,5,10,34,185,2160,4880,1089,1068,1230,601,207,392,220,11838
POA3183,88,127,49,37,58,34,6,15,4,433,127,151,103,126,88,52,11,37,8,703,115,100,338,133,119,72,32,51,18,967,7,11,3,8,14,3,3,8,0,54,13,25,13,22,25,15,7,10,0,131,16,23,9,3,7,10,0,6,0,67,27,38,9,11,18,3,3,10,26,143,1640,3844,734,695,880,461,147,266,142,8802
POA3184,84,116,35,48,50,30,12,6,5,385,129,123,48,121,89,64,13,22,6,608,126,57,307,87,90,53,20,49,23,812,10,6,0,10,12,13,4,4,0,59,26,22,15,13,21,19,0,4,0,116,14,24,3,3,4,7,0,0,0,56,13,34,6,12,16,13,0,5,11,113,1658,3510,582,592,735,452,92,168,120,7914
POA3185,56,103,22,36,44,29,0,3,0,300,79,92,48,72,61,32,11,8,6,409,76,47,198,92,72,39,23,38,13,604,4,4,3,7,15,6,5,4,0,49,17,14,8,16,15,10,0,0,0,83,7,14,4,7,12,4,0,4,3,44,7,22,9,8,11,11,5,4,13,91,1240,2811,433,455,644,307,78,119,98,6173
POA3186,164,131,23,39,91,51,4,6,6,522,141,117,44,57,93,62,12,8,15,542,204,49,224,76,66,65,7,26,14,733,8,4,0,10,11,7,0,0,4,42,31,20,7,17,26,27,6,4,6,145,20,32,4,11,8,8,0,0,0,80,45,47,11,8,18,15,0,3,35,187,2476,3835,413,444,881,519,57,109,185,8912
POA3187,106,108,29,39,60,36,9,8,5,396,93,96,25,53,85,49,5,8,6,421,107,48,203,64,58,48,27,30,10,589,4,3,0,4,9,5,0,0,0,29,25,20,5,16,18,19,6,4,3,97,19,20,0,0,12,9,0,0,0,61,22,25,9,5,13,5,0,6,22,99,1649,2522,374,349,663,358,59,99,110,6180
POA3188,103,143,37,43,85,28,4,10,3,460,119,117,59,71,102,51,7,9,7,549,139,49,275,90,96,69,23,50,11,796,8,6,0,9,11,3,4,6,0,46,34,32,14,19,25,24,0,9,3,152,12,17,3,5,9,3,0,0,4,57,12,25,5,6,14,7,5,6,21,104,1963,3002,516,463,801,394,67,147,111,7456
POA3189,27,41,30,25,29,12,4,7,0,164,41,30,42,52,54,22,7,15,0,269,56,36,173,33,40,16,17,37,10,415,3,0,6,8,12,3,0,3,0,29,8,4,4,13,17,4,0,8,0,50,0,8,0,3,0,3,0,3,0,20,8,3,3,9,11,0,4,3,6,48,447,911,319,231,298,129,49,110,33,2527
POA3190,64,81,39,44,50,22,7,8,0,316,102,77,49,86,94,36,12,16,7,485,89,54,297,95,92,59,35,48,13,779,0,4,4,8,9,3,0,5,0,36,13,21,10,22,19,11,5,12,4,116,3,14,8,0,0,0,0,4,0,31,8,9,7,15,9,3,0,0,9,71,1079,1849,526,435,616,264,80,126,74,5054
POA3191,81,81,15,39,50,10,0,9,0,284,71,68,30,44,44,28,0,14,5,302,92,28,164,45,53,34,16,35,6,477,0,3,5,0,4,4,5,3,0,25,19,0,10,11,17,9,0,5,0,71,8,5,3,0,4,0,0,0,0,27,11,18,3,8,18,10,0,4,8,77,1127,1705,301,272,428,228,36,87,57,4244
POA3192,128,145,71,98,115,36,8,16,6,629,163,135,112,153,182,94,30,35,19,923,199,91,645,205,188,114,70,106,23,1644,10,9,19,14,33,14,5,12,0,112,33,32,13,32,33,27,6,17,0,198,19,19,13,4,9,6,6,0,0,75,16,23,23,13,24,12,0,13,22,150,1690,3363,1124,897,1181,560,189,296,138,9440
POA3193,141,174,38,40,83,45,5,17,7,546,143,114,43,86,111,60,10,12,7,588,234,53,324,74,87,80,28,53,17,942,12,5,10,5,14,4,0,3,4,58,38,17,10,21,39,34,0,0,0,159,17,31,0,6,8,8,0,0,0,71,25,27,9,10,20,15,0,4,32,142,2071,2946,551,438,879,437,74,131,147,7665
POA3194,81,97,38,40,79,24,0,11,9,372,102,96,51,93,121,40,13,12,15,534,145,56,349,126,112,70,54,64,13,999,4,5,7,10,15,12,5,7,0,69,14,8,12,15,31,7,3,3,3,104,7,17,7,6,13,5,3,0,0,49,11,15,7,12,9,12,4,8,20,90,1002,1990,581,525,707,266,120,143,82,5412
POA3195,222,243,100,135,169,78,21,28,13,1011,276,258,165,265,282,134,35,44,15,1470,444,185,1191,339,316,172,105,181,46,2984,22,14,15,30,45,20,11,9,0,162,60,51,24,52,89,44,12,23,4,353,18,28,9,10,11,11,5,4,4,98,48,41,31,26,36,29,7,13,43,268,2840,5190,1771,1352,1797,827,277,411,195,14654
POA3196,118,141,63,102,104,37,19,29,7,628,213,201,129,240,242,90,31,48,16,1222,286,145,1149,322,280,142,134,189,44,2689,11,11,10,22,31,18,4,11,0,127,30,29,25,43,63,25,5,13,3,246,8,23,3,9,8,6,4,7,3,69,16,37,20,25,25,11,11,5,28,179,1624,3478,1571,1131,1284,491,250,376,148,10355
POA3197,63,79,29,56,65,25,8,4,10,330,90,94,42,110,77,47,7,20,8,486,236,75,571,131,150,82,70,77,28,1426,0,3,11,4,13,9,11,5,0,56,25,15,6,13,31,16,9,8,0,112,7,10,7,4,3,0,0,3,0,40,21,19,14,16,19,5,0,5,22,108,794,1280,727,474,549,253,121,155,84,4444
POA3198,54,85,54,70,65,23,14,14,6,389,107,125,94,153,140,60,25,32,15,743,172,79,825,242,177,116,115,194,33,1950,14,3,6,14,12,15,6,7,0,88,18,13,23,26,35,23,14,4,0,159,0,5,5,0,7,0,0,0,0,31,7,15,16,21,19,10,12,18,14,137,771,1571,1113,728,678,350,208,314,113,5854
POA3199,239,313,127,227,206,99,35,63,6,1318,363,401,249,579,356,187,73,128,37,2371,618,291,2335,811,594,367,348,528,101,5984,33,24,31,48,59,49,21,50,5,311,64,29,48,85,89,49,32,52,6,451,24,53,14,19,13,11,5,11,8,155,46,65,37,54,47,44,19,40,54,408,2563,5458,3121,2506,2062,1085,631,1033,289,18740
POA3200,16,11,15,10,9,4,6,5,3,69,15,19,17,54,23,13,0,10,0,154,41,14,212,99,53,28,62,94,9,609,3,0,5,9,0,8,8,14,0,45,7,0,4,4,0,0,5,5,0,34,0,0,3,0,0,0,0,7,0,14,0,4,9,9,3,5,6,8,3,52,115,165,280,232,122,70,106,152,23,1264
POA3201,57,63,58,70,78,27,22,28,12,405,125,133,102,291,188,75,49,70,18,1045,263,123,1186,404,323,182,241,312,49,3078,10,8,19,25,34,29,12,16,4,153,24,15,18,55,40,17,20,30,4,226,4,9,10,5,5,4,12,8,0,55,18,18,32,35,22,15,21,28,29,219,736,1410,1535,1122,939,442,443,569,147,7344
POA3202,20,12,8,10,11,3,0,3,0,63,20,36,18,9,19,7,5,4,0,118,26,18,70,31,17,8,9,11,4,196,0,0,0,8,9,0,0,0,0,15,12,3,9,8,9,5,0,3,0,40,4,4,0,0,0,0,0,0,0,11,3,5,0,0,0,0,0,5,5,24,219,356,127,99,129,50,25,38,19,1055
POA3204,170,203,91,100,123,65,21,39,11,822,197,200,125,213,181,96,19,36,6,1078,198,113,565,191,202,92,56,93,23,1535,8,14,12,17,33,21,3,11,0,113,34,41,27,37,60,30,5,14,5,254,13,36,16,11,11,7,7,13,3,115,27,48,19,25,28,13,15,6,46,221,2778,5789,1179,1133,1644,747,252,363,220,14109
POA3205,59,75,19,25,41,23,0,13,11,270,85,82,48,59,63,36,10,3,10,400,74,44,124,57,60,26,14,32,4,437,8,3,0,3,11,4,0,0,0,40,12,16,0,7,25,4,3,0,3,61,10,23,8,0,10,4,0,11,0,67,9,13,0,10,8,3,0,6,21,80,1208,2536,331,345,614,255,48,131,100,5571
POA3206,64,70,7,13,21,18,0,0,3,205,57,51,22,32,28,23,4,7,0,235,91,29,103,24,25,26,10,15,3,319,4,4,3,0,8,0,0,0,0,26,12,13,7,4,18,17,0,4,3,77,7,4,5,4,0,0,0,0,0,25,8,18,0,3,6,10,3,5,9,60,1201,1896,210,175,358,189,33,46,81,4188
POA3207,118,138,30,43,72,27,6,14,10,449,170,161,79,94,94,61,14,13,16,690,165,79,297,94,116,60,44,52,18,916,6,11,0,3,12,9,0,3,5,50,32,31,7,16,37,22,0,12,3,155,19,22,3,10,9,5,0,6,3,64,26,35,9,9,22,11,7,3,23,140,2023,3249,544,489,840,376,97,152,144,7909
POA3211,9,5,5,0,9,0,0,0,0,22,14,14,6,9,8,3,4,4,0,56,14,5,57,14,13,8,18,18,5,161,3,0,3,0,0,3,0,0,0,5,0,0,3,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,64,81,79,44,46,18,26,26,14,386
POA3212,52,71,48,78,58,14,22,19,3,371,96,119,89,224,133,59,34,25,5,797,193,102,859,382,256,122,227,217,45,2394,8,3,12,16,22,10,11,7,0,95,15,16,12,27,29,11,15,11,0,130,6,4,3,8,4,5,3,5,0,32,15,19,14,18,23,10,13,9,22,142,684,1530,1145,957,743,307,389,346,93,6191
POA3213,20,18,14,12,13,6,7,11,5,102,31,25,27,32,33,6,6,16,3,181,85,29,241,68,58,24,57,54,8,634,0,3,0,3,5,0,3,4,0,27,8,4,4,10,15,0,0,0,0,47,3,3,4,0,4,0,0,4,0,14,6,3,9,6,8,3,3,0,5,42,244,364,327,178,183,66,90,113,28,1600
POA3214,20,21,29,42,28,13,25,27,0,205,39,50,65,231,75,36,70,48,10,624,96,70,634,516,170,141,272,310,53,2256,6,0,15,23,15,27,22,49,0,153,9,7,10,24,10,9,20,18,3,111,4,3,11,8,0,0,11,5,0,35,3,12,26,42,11,10,19,48,32,209,293,667,871,1063,438,325,532,604,124,4913
POA3215,56,112,66,68,68,26,24,19,8,452,115,125,81,200,133,60,39,43,11,822,178,80,887,367,232,138,176,235,47,2335,7,6,9,15,22,12,9,22,0,113,20,17,14,40,34,22,12,16,0,168,9,7,9,7,6,3,3,4,7,49,12,26,20,32,18,16,14,24,23,193,799,2045,1239,1003,821,406,354,464,131,7267
POA3216,189,337,155,239,195,75,35,57,28,1303,325,332,280,582,364,157,81,122,25,2258,585,273,2156,1014,608,377,348,490,89,5939,20,12,30,31,46,37,18,42,5,261,49,23,38,80,88,47,27,41,3,389,16,49,9,15,22,7,4,15,7,135,20,46,32,51,40,22,18,38,52,321,2744,7441,3189,3007,2364,1133,793,1173,299,22152
POA3217,72,97,56,86,70,16,9,22,9,438,159,157,130,302,173,69,44,53,10,1094,248,119,961,440,276,172,144,195,48,2609,10,7,20,16,21,22,6,23,0,136,14,8,16,43,35,16,11,9,0,162,6,17,10,7,0,3,0,3,0,54,8,22,17,35,9,13,0,16,21,135,1019,2663,1389,1414,937,469,319,447,119,8773
POA3218,74,111,40,45,57,21,7,19,5,381,97,83,74,135,111,37,19,21,0,582,171,72,570,206,150,68,88,138,23,1477,3,4,12,16,10,11,3,8,0,78,23,11,11,20,11,17,9,10,0,122,6,12,5,5,6,0,0,3,6,41,13,19,11,13,13,7,0,6,17,100,964,2236,851,697,660,270,199,299,85,6260
POA3219,58,75,52,66,56,22,10,19,3,356,71,75,92,224,106,46,20,41,3,690,164,97,858,488,235,134,159,290,36,2462,11,10,11,31,13,25,23,22,0,151,20,8,15,41,20,12,12,15,0,134,6,13,6,9,8,4,0,7,0,45,12,6,18,30,17,14,20,21,17,150,581,1543,1178,1154,681,368,304,508,91,6402
POA3220,71,105,43,49,70,22,10,19,5,390,99,82,76,117,78,39,18,31,9,555,184,60,430,188,132,82,57,101,25,1246,8,4,7,11,15,16,3,12,0,82,19,8,10,15,18,13,4,3,0,90,10,20,3,6,8,0,0,5,0,44,14,18,9,17,14,5,8,5,14,104,1160,2845,724,680,683,321,136,283,97,6935
POA3221,4,0,0,0,0,0,0,0,0,12,4,0,4,7,8,0,0,0,0,22,20,3,25,4,4,5,5,11,0,79,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,80,109,28,22,33,11,9,17,4,312
POA3222,74,106,41,63,64,12,11,20,10,400,93,104,83,182,106,23,18,44,9,671,226,88,878,369,211,141,154,236,32,2334,12,5,10,20,25,7,12,20,0,118,18,12,12,36,18,13,13,23,0,137,5,8,0,9,4,0,4,0,4,32,11,10,10,15,12,12,3,15,16,110,765,1480,1116,879,609,283,225,401,100,5856
POA3223,41,42,19,32,35,10,7,12,10,201,35,34,32,71,60,20,10,18,4,280,102,41,303,114,88,51,61,88,22,874,6,4,6,6,4,5,3,6,0,33,17,0,4,17,18,6,4,7,0,73,0,3,0,3,3,0,3,0,0,13,6,7,8,14,7,4,5,7,9,65,382,621,410,326,293,124,106,158,53,2471
POA3224,50,81,25,61,41,11,14,16,7,297,79,78,65,169,112,32,14,38,5,588,173,79,762,318,203,135,157,193,33,2044,10,5,10,21,22,12,7,19,0,105,10,9,11,22,20,12,7,8,0,107,0,6,0,3,4,4,0,4,0,26,8,14,8,12,18,14,9,10,26,114,554,1190,948,753,553,261,223,311,80,4873
POA3225,27,41,14,14,20,9,0,3,4,132,21,20,17,19,24,12,4,7,0,116,49,23,123,35,24,21,8,18,8,304,0,3,0,3,0,4,0,0,0,11,4,3,8,3,4,3,0,7,0,37,0,0,0,0,5,0,0,0,0,12,12,3,0,6,5,5,0,5,8,39,309,607,202,161,170,78,18,62,40,1645
POA3226,95,111,48,74,75,18,3,16,9,448,107,115,88,175,101,45,9,20,7,682,222,83,706,230,153,94,78,125,24,1722,13,5,11,11,13,12,0,10,0,74,17,9,14,21,25,9,5,13,0,119,0,12,3,9,8,4,0,0,0,36,20,31,18,15,20,11,3,8,13,137,988,2257,984,782,659,276,122,241,91,6393
POA3227,39,40,13,16,16,7,0,0,0,143,23,40,23,27,17,14,4,6,0,156,74,12,154,56,39,17,13,20,7,396,0,0,0,0,0,0,0,0,0,12,8,7,0,6,0,0,0,0,0,26,4,4,0,0,3,0,0,0,0,20,4,8,5,10,3,6,3,4,5,44,416,749,237,161,200,95,22,48,27,1956
POA3228,136,178,57,103,85,38,14,15,9,634,161,174,107,183,145,63,6,35,9,886,322,111,903,237,219,129,69,149,29,2177,3,12,11,11,20,19,0,8,3,79,25,20,13,27,32,29,11,12,3,178,6,18,3,8,3,4,4,0,0,59,22,29,10,25,14,18,4,14,24,169,1742,3476,1270,998,901,472,132,315,118,9429
POA3230,9,16,4,8,8,4,0,3,0,62,19,20,13,26,11,0,6,6,5,102,37,8,103,29,12,16,8,15,6,227,0,0,0,0,3,0,0,0,0,15,3,0,0,0,7,3,0,0,0,16,5,0,0,0,0,0,0,0,0,9,5,0,0,4,0,3,0,0,0,14,218,426,155,125,97,46,18,45,21,1154
POA3231,7,6,0,6,7,5,0,0,0,46,5,8,0,6,6,0,0,0,0,35,22,3,41,6,6,8,3,9,0,103,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,13,130,230,63,52,53,38,3,29,5,602
POA3232,10,0,8,0,9,0,0,3,0,40,6,3,8,7,0,3,0,3,0,29,22,6,43,16,8,8,5,24,0,117,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,4,4,3,0,0,3,0,0,0,18,105,98,74,50,43,35,8,36,4,456
POA3233,7,9,3,9,8,9,0,3,0,47,16,10,20,12,9,4,3,8,0,76,53,9,71,13,10,22,10,29,9,225,0,4,0,3,0,0,0,3,0,17,0,0,0,0,7,0,0,6,0,11,0,0,0,0,0,0,0,0,0,4,4,0,6,0,0,6,0,6,5,22,156,151,116,66,76,59,15,73,15,723
POA3234,0,0,0,0,3,0,0,0,0,9,7,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,14,3,3,4,0,15,0,84
POA3235,7,7,9,3,0,0,0,0,0,22,4,5,8,4,0,0,0,0,0,17,5,6,9,6,0,3,9,9,3,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,57,35,21,13,10,6,11,3,191
POA3236,5,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,10,6,6,3,9,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,29,8,12,10,0,0,7,0,86
POA3237,7,0,0,0,0,0,0,0,0,9,3,5,0,0,0,0,0,0,0,8,12,0,9,3,0,0,8,4,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,11,10,14,3,4,8,3,0,83
POA3238,5,0,0,0,0,0,0,0,0,7,7,0,5,0,0,0,0,0,0,7,8,0,5,3,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10,4,3,10,6,4,0,101
POA3239,9,0,0,0,0,0,0,0,0,14,4,0,0,5,0,0,0,0,0,9,11,0,18,9,3,0,5,13,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,32,20,15,10,0,5,11,0,129
POA3240,12,17,6,8,12,0,0,0,0,65,26,17,11,17,13,4,5,0,0,86,63,10,126,33,15,12,13,23,0,298,5,6,0,0,0,0,3,0,0,13,5,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,3,0,6,4,3,5,0,0,0,24,178,235,164,89,73,31,27,40,7,846
POA3241,28,14,11,8,7,3,5,8,0,79,14,17,21,31,18,9,4,3,0,112,61,17,159,45,28,24,43,36,5,422,5,0,4,4,3,3,0,0,0,16,7,0,5,6,4,0,0,8,0,26,0,0,0,0,5,0,0,0,0,3,0,3,5,5,0,0,4,6,0,29,176,237,206,133,83,43,52,72,13,1021
POA3242,8,5,3,3,7,0,0,0,0,22,9,4,3,8,4,0,0,0,0,29,23,8,52,11,9,6,8,12,0,124,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,10,68,94,61,36,33,12,17,13,6,339
POA3243,6,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,11,15,3,12,9,0,7,5,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,13,52,32,14,8,10,8,6,17,0,149
POA3249,33,13,0,17,11,3,0,7,0,93,28,19,9,17,11,7,0,8,0,96,112,19,108,68,30,20,64,60,13,487,10,0,0,3,6,3,0,5,0,20,8,4,0,8,6,3,3,0,0,33,0,0,0,0,0,0,0,0,0,4,9,3,4,8,3,7,5,9,3,49,262,204,124,140,93,47,76,99,15,1071
POA3250,35,28,16,63,27,10,3,19,10,204,51,35,27,96,45,21,8,34,0,331,163,63,495,304,125,90,135,262,29,1668,10,0,4,11,15,11,6,24,0,82,16,0,9,22,11,6,8,15,0,89,0,3,4,9,0,0,0,8,0,25,7,8,11,21,12,9,15,29,18,120,379,615,606,598,293,171,195,478,60,3389
POA3251,3,7,0,0,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,15,20,6,13,14,4,5,9,8,3,80,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,11,41,39,18,14,17,7,13,18,5,174
POA3254,6,0,0,0,0,0,0,4,0,8,4,0,0,0,0,0,3,0,0,7,6,0,20,8,6,5,5,9,0,65,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,16,26,14,14,6,9,9,0,115
POA3260,24,16,5,16,3,4,0,5,0,76,17,19,10,29,11,7,5,11,0,109,131,30,159,75,50,34,45,69,16,594,5,0,5,6,9,6,3,7,0,34,6,0,3,8,5,5,0,3,0,33,0,6,0,0,0,0,0,0,0,10,19,8,4,7,4,3,0,4,4,60,271,329,200,169,99,59,58,112,27,1324
POA3264,3,5,0,13,0,0,0,0,0,28,14,8,5,25,7,0,4,3,8,66,36,6,79,53,18,14,28,42,0,279,0,0,3,3,8,6,5,3,0,28,3,0,9,3,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,3,5,4,29,81,114,98,119,56,34,43,56,14,622
POA3265,37,9,10,6,6,0,0,9,0,75,28,7,3,18,7,0,3,13,3,92,128,9,91,39,30,5,24,53,7,388,3,0,7,3,6,4,0,4,0,25,8,0,4,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,3,25,0,0,7,4,4,0,3,0,46,301,166,122,100,68,22,26,96,12,921
POA3266,19,13,7,3,4,4,0,8,0,49,20,14,6,12,14,3,0,4,0,72,96,14,108,46,25,11,51,69,3,420,7,0,4,4,0,4,0,3,0,21,4,0,0,3,3,5,0,4,0,19,0,0,0,0,0,0,0,0,0,0,6,0,5,5,0,0,5,10,3,34,196,127,123,88,54,27,60,108,8,795
POA3267,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,7,0,3,0,3,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,18,5,6,3,0,3,7,0,62
POA3268,34,3,8,4,4,0,5,8,0,57,13,11,0,19,9,4,0,15,0,67,105,5,82,25,16,7,34,35,8,323,13,0,7,0,0,0,0,8,0,31,5,0,0,0,0,3,0,3,0,15,4,0,0,0,0,0,0,0,0,8,16,0,6,4,0,4,0,8,4,40,240,121,110,71,50,21,46,100,13,784
