POA_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
POA3166,490,150,567,165,21,1615,1092,1558,435,10,777,519,106,155,1553,79,1430,15899,616,22193,3,8,5,0,4,5,0,0,4,3,6,98,810,940,1658,1731,609,261,1099,885,201,280,2054,233,2006,16155,1448,24753,0,0,0,0,0,0,0,0,0,0,0,13,0,12,39,12,13,7,17,28,8,6,24,3,28,102,8,210,39,16,13,7,17,31,8,6,24,3,28,118,6,227,1609,1472,586,256,1065,835,192,264,1972,220,1821,12782,521,19900,11,12,5,0,10,10,3,5,12,0,12,78,689,812,1656,1503,609,261,1088,875,198,274,2004,230,1856,12979,1216,20938
POA3167,147,57,228,68,6,643,524,600,177,10,452,251,66,73,487,39,519,6279,246,8834,5,3,0,0,4,0,0,0,7,0,6,40,310,376,749,660,223,53,600,376,103,113,638,105,755,6387,567,9851,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,5,0,4,7,13,0,4,10,0,3,37,3,71,8,5,4,4,7,13,0,4,10,0,3,45,3,77,731,578,214,51,587,357,102,109,610,97,702,4927,221,7854,5,4,0,0,0,0,0,0,3,0,3,25,248,277,740,583,221,53,600,371,100,111,619,104,713,4991,466,8214
POA3168,272,58,357,76,24,933,530,984,199,15,497,260,65,77,1086,41,837,15326,380,19145,9,4,5,7,12,3,4,5,6,0,4,92,1668,1800,800,1102,288,182,684,426,126,130,1363,103,1195,15492,2079,21880,0,0,0,0,0,0,0,0,0,0,0,13,0,18,16,9,9,0,14,14,3,4,9,5,11,38,0,80,14,9,9,0,14,14,3,4,11,5,9,48,0,98,770,997,272,177,660,404,119,116,1328,94,1130,13695,359,18134,11,5,4,0,4,3,0,8,10,4,3,120,1554,1717,799,1017,283,182,684,422,123,130,1350,107,1140,13868,1921,19946
POA3169,475,116,651,177,23,1656,963,1085,303,18,939,452,82,131,915,94,1036,13430,506,18252,15,9,4,0,6,5,0,4,9,0,8,87,781,915,1563,1268,486,250,1338,821,231,247,1404,211,1696,13701,1311,20820,0,0,0,0,0,0,0,0,0,0,0,8,0,7,21,8,8,6,13,26,5,6,17,0,21,44,4,106,21,8,8,6,19,26,5,6,17,0,21,50,4,119,1482,1103,465,191,1278,752,210,228,1289,206,1493,10976,464,16804,54,11,11,51,45,35,12,11,74,5,81,98,691,911,1559,1122,484,250,1336,816,228,247,1382,207,1591,11129,1154,17832
POA3170,264,103,412,118,21,1224,1056,1243,349,31,841,521,100,140,880,80,1095,12914,502,17933,12,6,0,0,9,19,0,4,9,0,7,98,572,725,1415,1366,474,197,1082,759,178,232,1152,186,1510,13136,1097,19889,4,4,0,0,0,0,0,0,3,0,0,5,0,10,49,12,18,3,21,31,3,13,17,11,20,67,5,170,46,8,18,3,21,31,3,13,20,11,20,68,5,181,1331,1135,440,157,1030,692,158,200,1041,165,1380,9997,437,15519,33,11,13,38,19,30,12,15,50,9,9,83,481,666,1410,1158,473,198,1074,748,173,230,1111,186,1411,10145,917,16370
POA3171,351,130,606,204,21,1657,714,1171,254,33,909,374,116,100,681,87,962,14751,549,19280,16,12,0,0,9,3,0,6,5,0,7,134,1051,1233,1164,1379,377,187,1345,628,237,211,1037,208,1573,15092,1626,22174,0,0,0,0,0,0,0,0,0,0,0,18,0,20,17,9,18,0,11,21,4,9,12,0,24,40,6,109,24,9,18,0,11,21,4,9,14,0,22,58,6,128,1105,1163,352,168,1316,591,215,200,969,203,1434,12199,463,17685,36,10,8,13,8,7,7,0,37,5,46,160,896,1148,1165,1185,375,184,1338,625,231,210,1027,210,1499,12414,1356,18954
POA3172,272,106,497,198,61,1457,1124,1513,505,15,1023,658,124,215,1005,99,1239,14849,625,20915,19,18,4,0,13,10,5,7,7,4,11,136,695,895,1537,1700,656,147,1326,928,193,321,1283,209,1741,15179,1384,23261,0,6,0,0,0,0,0,0,0,0,0,13,0,14,50,20,24,12,25,40,8,20,28,9,29,98,7,241,52,26,24,12,25,40,8,26,28,9,29,108,7,249,1463,1424,626,135,1278,871,183,291,1180,196,1581,11708,524,18317,26,10,11,3,12,10,0,11,16,7,5,90,604,757,1537,1458,656,147,1316,926,193,321,1219,209,1615,11903,1131,19326
POA3173,417,140,585,185,25,1582,1069,1817,386,24,1373,576,146,142,999,114,1356,20558,765,27382,20,12,8,4,17,6,0,3,11,0,16,168,816,1049,1522,2005,526,177,1728,816,235,235,1424,259,1961,20912,1614,30018,0,3,0,0,4,0,0,0,0,0,0,7,0,18,35,10,21,3,18,27,4,8,14,4,19,70,0,167,34,16,21,3,21,27,4,8,16,4,21,84,5,185,1472,1622,501,169,1681,768,221,224,1341,249,1750,15766,635,23161,16,6,3,4,14,12,0,0,6,0,7,95,633,775,1518,1648,519,177,1722,808,230,234,1367,259,1774,15943,1267,24118
POA3174,834,205,1029,356,56,2988,1692,2288,564,38,1801,830,203,299,1689,173,1769,25291,996,34370,37,26,8,0,33,15,9,4,30,3,26,248,1961,2334,2602,2672,815,426,2448,1333,371,523,2549,381,2827,25900,3007,39693,0,0,0,0,0,0,0,0,3,0,3,13,0,23,66,21,26,11,50,50,10,22,49,15,43,104,10,291,67,25,26,11,48,50,10,22,57,15,42,118,15,322,2490,2235,775,405,2355,1255,343,495,2408,357,2569,20211,852,30925,42,23,10,10,35,25,5,0,29,8,32,198,1613,1929,2603,2282,814,426,2436,1328,363,516,2487,385,2645,20526,2475,33176
POA3175,1386,341,1593,467,85,4347,2266,2651,687,52,2328,1156,297,407,2486,217,2273,33207,1423,44941,40,29,8,0,29,19,3,11,47,4,32,344,3777,4257,3631,3232,1028,455,3346,1928,551,707,3911,558,3897,34021,5289,53545,0,6,0,0,0,0,0,0,4,0,0,21,0,32,81,35,44,14,68,77,16,36,53,15,46,126,15,374,80,42,44,14,65,82,24,36,56,15,51,142,15,405,3485,2718,960,434,3227,1801,516,649,3682,533,3535,25654,1211,39874,63,42,19,12,49,38,5,22,72,10,47,298,3067,3585,3628,2806,1024,455,3343,1926,545,702,3812,560,3633,26096,4293,43865
POA3177,297,74,316,92,37,924,575,665,143,14,566,253,54,118,626,48,554,7194,329,9925,7,8,0,0,0,0,0,7,23,6,0,83,916,1042,866,804,224,61,777,414,115,182,947,121,871,7373,1284,11889,0,0,0,0,0,0,0,0,0,0,0,12,0,12,24,3,9,0,19,7,4,8,10,0,9,31,0,79,24,3,9,0,19,7,4,8,16,0,9,39,0,95,815,667,208,51,749,387,112,170,874,116,796,5367,301,8584,25,8,0,0,7,10,0,0,30,3,6,82,729,887,862,678,218,54,774,406,113,177,918,123,815,5491,1027,9564
POA3178,397,115,590,170,31,1597,1970,2584,763,30,1476,935,169,246,1899,156,2057,21176,955,31120,18,11,5,4,12,10,0,6,18,0,16,136,649,855,2497,2789,934,184,1791,1244,266,373,2317,273,2665,21481,1635,33571,4,0,0,0,0,0,0,0,4,0,0,15,0,25,83,32,43,10,47,66,12,19,49,24,50,151,8,402,83,32,46,10,51,66,12,19,52,24,54,166,11,422,2374,2392,872,168,1715,1163,244,346,2156,249,2383,16554,824,26872,31,13,11,0,10,10,4,3,8,4,0,63,538,657,2493,2432,925,184,1776,1237,259,369,2216,275,2434,16777,1372,27949
POA3179,60,17,98,39,8,269,319,465,118,3,264,163,29,54,358,21,374,3865,143,5580,3,12,0,0,0,0,0,0,0,0,4,36,169,218,393,511,140,14,322,201,45,78,416,37,475,3939,323,6066,0,0,0,0,0,0,0,0,0,0,0,5,0,6,20,3,3,0,4,11,0,5,11,0,13,20,0,59,20,3,3,0,4,11,0,5,9,0,13,23,0,65,370,434,138,14,316,188,44,68,380,37,420,3015,126,4781,4,5,0,0,0,4,0,4,3,0,0,19,136,166,394,440,140,14,318,201,44,78,395,37,431,3065,259,5006
POA3180,99,29,119,42,7,362,560,641,196,11,338,228,46,81,521,41,484,4676,190,7033,3,8,0,0,0,0,0,0,4,0,5,44,192,247,673,702,243,29,407,282,61,115,622,71,606,4765,382,7645,0,0,0,0,0,0,0,0,0,0,0,3,0,4,16,12,18,5,20,25,5,12,19,7,17,39,0,121,16,12,18,5,20,25,5,12,19,7,17,38,0,121,646,617,221,28,380,255,58,98,572,68,545,3627,165,6062,5,3,0,0,0,0,0,0,0,0,0,11,161,185,671,631,241,29,403,283,61,115,597,71,559,3678,329,6368
POA3181,211,55,293,81,111,875,694,1532,369,11,389,328,67,115,1888,52,1160,12024,480,17517,13,22,0,0,8,5,0,0,17,3,15,75,1110,1240,963,1648,453,92,556,474,119,177,2116,113,1470,12174,1703,19636,0,0,3,0,0,0,0,0,0,0,0,24,0,28,27,11,13,0,13,28,8,6,27,3,24,74,10,186,32,11,16,0,13,28,8,6,27,3,25,97,10,215,913,1563,434,93,536,432,108,168,2056,103,1381,10736,495,16722,12,6,4,0,9,9,4,4,17,3,6,40,1097,1181,963,1579,454,92,556,470,112,176,2098,113,1415,10879,1598,18112
POA3182,320,64,293,65,4,802,944,1696,438,16,410,380,95,176,2397,83,1414,13469,493,19816,22,18,0,0,4,6,0,3,23,0,12,85,1675,1822,1176,1820,520,51,523,498,137,255,2737,146,1723,13612,2167,22438,0,0,0,0,0,0,0,0,0,0,0,18,0,20,32,21,21,0,21,23,3,10,35,3,30,113,0,229,32,21,21,0,21,23,3,10,33,3,30,127,0,244,1125,1720,498,48,493,466,126,242,2658,131,1627,12021,449,18811,12,11,4,0,8,5,6,5,22,5,3,71,1590,1708,1172,1753,522,51,523,495,133,255,2718,148,1664,12219,2037,20762
POA3183,223,33,229,69,13,632,678,1315,296,17,397,313,72,85,1733,49,1146,11303,407,16270,4,11,4,0,0,3,0,0,14,0,6,73,955,1063,854,1399,354,48,499,403,105,131,1967,83,1381,11449,1375,17964,0,0,0,0,0,0,0,0,0,0,0,3,0,6,24,10,13,0,10,15,0,3,24,0,17,57,4,124,21,10,13,0,10,15,0,3,24,0,17,63,4,137,822,1276,339,48,480,379,96,126,1879,84,1286,9007,350,14166,12,3,3,0,6,7,0,0,5,4,3,66,810,909,854,1289,353,48,495,396,97,130,1909,83,1307,9140,1164,15208
POA3184,99,23,141,41,6,377,585,1121,305,13,229,264,58,97,1364,48,922,9665,375,13824,9,6,0,0,0,6,0,0,12,0,7,68,856,948,699,1172,355,34,286,322,78,127,1478,76,1077,9779,1246,15153,0,0,0,0,0,0,0,0,3,0,0,6,0,18,21,12,4,0,16,8,7,6,11,0,21,85,3,144,25,16,4,0,16,8,7,6,16,0,16,91,3,158,670,1093,343,34,270,307,69,123,1433,72,1007,7982,329,12216,3,0,0,0,3,0,0,0,0,0,3,36,754,800,691,1100,354,34,283,317,77,124,1453,70,1024,8107,1086,13172
POA3185,141,30,212,57,11,562,637,938,292,15,317,306,54,84,1024,36,816,8682,337,12374,12,8,4,0,3,0,0,0,8,0,6,61,414,495,822,1007,368,97,408,408,87,119,1173,71,1033,8800,755,13433,0,0,0,0,0,0,0,0,0,0,0,13,0,12,12,6,4,0,5,13,4,3,18,0,16,61,0,112,15,8,4,0,5,13,4,3,16,0,16,71,0,132,795,903,362,91,398,388,85,108,1114,69,944,6730,283,10622,3,4,0,0,0,0,0,0,3,0,3,42,333,393,815,910,369,97,405,404,83,113,1132,71,958,6843,621,11144
POA3186,224,94,335,102,7,988,1459,1523,798,38,523,834,135,195,1187,131,1309,14642,644,21285,50,17,24,39,17,33,12,8,51,14,65,116,738,979,1833,1609,944,304,636,1047,191,286,1467,234,1713,14852,1391,23252,0,3,0,0,0,0,0,0,0,0,0,22,0,26,87,20,58,12,36,87,15,18,18,21,56,155,11,397,87,24,58,12,36,87,15,18,18,21,56,173,11,422,1668,1405,847,208,568,902,155,255,1319,190,1420,11507,573,18356,76,19,32,86,22,51,20,17,94,17,126,60,598,851,1830,1453,941,304,627,1044,189,289,1432,236,1601,11742,1188,19635
POA3187,269,94,393,106,24,1020,1054,1068,519,24,436,539,104,147,890,86,980,10421,453,15080,28,19,19,28,17,17,3,3,31,8,18,71,504,661,1413,1173,684,264,583,815,167,231,1190,180,1391,10598,981,16757,0,0,0,0,0,0,0,0,0,0,0,6,0,8,65,16,30,28,25,64,11,13,19,19,41,110,11,290,65,16,30,28,28,64,11,13,19,19,42,117,11,299,1302,992,633,188,526,691,146,203,1046,148,1202,7776,362,12743,40,21,19,50,19,59,9,15,76,15,42,24,409,547,1408,1029,677,264,572,810,170,229,1145,186,1286,7917,780,13592
POA3188,257,47,315,73,39,874,1121,1366,534,9,477,506,89,187,1148,67,1139,11517,524,16949,15,15,4,0,9,8,4,0,11,0,10,86,632,767,1404,1491,628,81,595,649,131,282,1414,117,1464,11671,1192,18587,0,0,0,0,0,0,0,0,5,0,0,10,0,15,41,18,39,10,12,39,3,13,18,3,29,114,6,256,44,18,36,10,12,39,3,13,22,3,34,125,6,277,1343,1272,575,76,569,598,127,254,1342,111,1323,8793,455,14443,16,6,7,0,8,13,0,6,10,0,4,31,520,602,1404,1298,623,81,590,652,131,283,1374,118,1364,8952,976,15323
POA3189,95,24,124,41,9,366,377,417,140,3,230,167,38,75,408,22,325,3900,174,5660,6,0,0,0,5,0,0,0,9,0,0,19,229,266,476,456,175,23,274,220,49,105,511,51,451,3966,416,6287,0,0,0,0,0,0,0,0,3,0,0,0,0,8,10,5,8,0,7,13,0,0,5,0,7,24,0,61,14,5,8,0,7,13,0,0,8,0,7,26,0,67,456,395,170,23,261,203,47,97,481,47,393,2937,145,4824,12,0,0,3,5,6,0,0,6,0,0,16,204,238,477,404,175,23,274,217,50,103,490,51,404,2978,351,5121
POA3190,177,45,237,74,9,654,648,949,294,10,341,307,57,121,860,32,724,7387,360,10896,22,13,0,8,9,23,5,3,16,0,20,54,362,460,850,1034,363,102,441,430,95,164,1052,84,983,7509,734,12007,0,0,0,0,0,0,0,0,0,0,0,7,0,12,34,15,15,3,14,31,0,6,18,3,21,52,4,161,31,15,15,3,14,31,0,6,20,3,21,63,4,170,811,885,343,87,421,392,85,150,977,79,860,5582,293,9287,6,4,4,3,3,4,3,0,10,3,10,27,295,346,852,902,361,103,440,426,93,159,1009,84,898,5674,591,9797
POA3191,189,38,296,56,16,655,714,760,347,12,256,336,52,73,638,62,653,6621,303,9803,9,4,0,4,0,0,0,0,0,0,3,50,395,467,933,810,434,178,317,467,78,117,828,105,958,6720,715,10926,0,0,0,0,0,0,0,0,0,0,0,10,3,13,37,7,23,11,13,42,9,5,18,12,21,81,0,192,37,13,23,11,13,42,9,5,18,12,23,86,9,200,887,675,397,163,291,413,65,108,772,94,851,5187,251,8595,11,0,6,7,3,9,4,0,15,0,16,15,348,394,933,688,426,178,311,463,76,116,805,105,886,5293,613,9192
POA3192,451,118,551,159,38,1558,1385,1813,564,30,770,678,102,241,1612,117,1424,14701,673,21682,23,9,11,0,15,12,0,5,8,7,9,98,731,896,1883,2025,736,215,1044,969,168,384,2072,239,1994,14962,1440,24129,0,0,0,0,0,0,0,0,0,0,0,24,0,22,85,33,50,16,51,76,15,35,46,20,45,142,15,385,87,33,50,16,51,76,15,35,46,20,46,159,14,407,1761,1743,677,191,970,852,149,329,1941,213,1775,11093,535,18606,33,16,19,0,11,32,8,11,10,5,16,56,620,766,1881,1796,734,215,1037,959,168,375,2000,239,1828,11315,1165,19783
POA3193,129,56,203,95,11,695,1431,1402,723,35,524,729,113,185,1048,109,1216,12746,619,18873,17,14,15,0,4,13,0,8,13,0,15,94,484,640,1662,1485,818,110,615,884,156,249,1184,167,1432,12934,1109,20207,0,0,0,0,0,0,0,0,0,0,0,12,0,13,78,20,59,9,41,80,11,22,33,23,43,187,12,435,78,20,59,9,41,80,11,22,35,23,39,196,12,448,1560,1263,749,95,570,784,135,224,1080,143,1275,9771,514,15815,20,4,3,3,5,10,0,5,6,5,10,53,384,482,1659,1293,812,110,610,875,148,251,1124,167,1322,10023,913,16744
POA3194,183,46,268,78,51,733,802,1065,376,17,397,425,85,155,994,87,821,7955,354,12081,10,7,0,0,5,3,0,0,11,0,10,47,325,410,1021,1132,453,104,504,550,112,201,1184,132,1101,8080,728,13221,0,0,0,0,0,0,0,0,0,0,5,10,0,22,41,19,25,10,15,31,5,14,26,10,27,85,3,212,42,19,29,10,15,34,5,14,26,10,29,92,4,224,961,993,424,92,485,502,107,183,1102,122,981,6223,353,10601,11,3,0,4,3,11,0,4,7,3,6,20,278,317,1021,1015,454,104,502,545,117,198,1136,129,1021,6334,631,11144
POA3195,432,106,667,196,25,1771,2114,2835,921,35,1122,1001,181,323,2336,201,2306,23539,1119,34470,25,11,10,0,7,13,3,9,13,5,9,162,891,1122,2648,3055,1147,288,1405,1337,276,452,2782,307,2980,23893,2036,37364,0,0,0,0,0,0,3,0,8,0,5,33,8,49,99,34,41,18,49,77,8,25,43,18,55,238,22,528,96,37,41,18,48,76,15,25,49,18,59,268,29,577,2501,2610,1090,221,1325,1216,251,402,2586,276,2568,17690,922,28896,44,14,13,49,23,30,9,14,40,13,78,59,718,915,2641,2660,1140,288,1398,1328,273,444,2670,309,2711,18024,1666,30392
POA3196,511,124,702,125,23,1610,1796,2286,676,31,878,763,168,277,2136,154,1652,15702,812,24122,14,24,5,0,20,17,3,4,14,6,13,88,975,1141,2301,2534,861,261,1114,1092,264,421,2662,282,2366,15915,1809,26876,0,7,0,0,0,0,0,0,6,0,9,19,0,33,99,47,41,21,58,96,19,31,54,15,68,173,18,471,98,48,41,21,58,100,19,31,58,15,75,194,18,503,2165,2165,801,233,1028,955,242,381,2486,261,2083,11678,653,20553,35,26,12,9,14,31,7,12,33,8,24,63,826,981,2296,2237,859,261,1106,1080,259,421,2573,282,2185,11927,1492,22036
POA3197,142,46,202,56,15,573,806,906,330,15,462,408,86,125,829,81,739,7267,399,11052,15,4,3,0,4,4,0,0,11,0,6,56,317,408,978,980,398,50,559,508,129,178,981,128,949,7378,730,12032,0,0,0,0,0,0,0,0,0,0,0,12,0,19,32,14,19,3,22,32,7,3,22,9,20,79,7,195,30,14,18,3,26,32,7,3,22,9,23,95,7,214,934,845,375,48,526,464,119,175,922,117,838,5603,335,9497,15,5,0,0,3,10,0,3,8,0,8,34,256,323,978,864,395,50,554,507,124,178,950,126,870,5733,599,10036
POA3198,346,84,383,132,19,1105,1320,1624,417,17,692,560,132,295,1626,122,1128,9207,534,15064,34,15,6,3,4,17,0,10,23,0,15,60,919,1056,1703,1819,537,79,894,755,197,430,1991,210,1533,9399,1473,17215,0,4,0,0,0,0,0,0,0,0,0,17,0,25,77,32,35,5,56,64,14,26,52,18,43,133,10,358,80,31,40,5,56,64,14,26,55,18,43,148,16,380,1597,1543,481,69,822,664,170,380,1840,182,1359,6839,446,12952,21,22,11,7,17,22,9,15,10,9,14,38,740,848,1702,1597,533,79,894,752,193,424,1905,209,1420,7026,1196,14187
POA3199,1351,312,1531,337,86,3782,4225,4957,1546,63,2139,1860,403,827,5311,355,3604,30122,1654,48903,159,48,39,83,43,73,18,23,138,25,164,197,2920,3443,5542,5601,1974,526,2748,2564,637,1221,6800,694,5296,30660,4658,56127,3,10,0,0,5,0,0,0,10,0,12,56,0,81,247,83,139,20,139,232,34,84,173,47,156,412,36,1129,252,89,142,20,144,234,41,84,182,47,167,468,40,1210,5047,4685,1753,326,2507,2206,546,1083,6085,592,4386,22585,1344,42138,237,53,61,181,81,107,40,38,217,54,284,135,2408,3012,5536,4827,1961,526,2733,2542,623,1200,6480,692,4839,23182,3786,46362
POA3200,325,67,268,56,13,725,405,571,107,7,241,187,61,121,674,42,349,2443,161,4347,7,8,0,4,4,6,0,0,3,0,6,23,585,634,658,710,193,137,391,327,114,214,1010,109,617,2520,758,5711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,13,16,13,26,20,6,8,21,9,23,27,3,112,34,13,16,13,26,20,6,8,21,9,23,28,3,116,615,589,173,126,365,297,107,198,930,87,526,1769,147,4061,10,14,0,0,5,3,3,3,8,4,4,35,445,514,658,620,193,137,391,328,117,214,958,102,554,1835,594,4692
POA3201,493,126,561,150,77,1521,1455,2156,416,21,1088,562,145,290,2056,112,1342,12213,712,19455,23,13,6,0,18,11,4,9,15,6,14,85,848,1005,1876,2402,563,181,1372,840,236,434,2576,245,1919,12444,1638,21976,0,0,0,0,0,0,0,0,0,0,0,17,0,19,71,36,30,3,61,49,11,20,55,18,47,121,14,336,71,38,30,3,61,49,11,20,55,18,47,136,14,355,1770,1988,515,164,1277,773,210,397,2361,210,1617,9065,533,16559,24,5,14,11,19,10,4,3,23,14,19,54,720,850,1873,2026,562,181,1366,841,230,430,2446,236,1684,9252,1265,17764
POA3202,29,12,46,9,7,111,136,193,61,0,106,73,16,24,159,18,162,1830,46,2569,0,0,0,0,0,0,0,0,4,0,0,7,130,139,154,208,79,11,135,88,24,30,192,30,211,1846,182,2826,0,0,0,0,0,0,0,0,0,0,0,9,0,9,3,0,0,0,8,3,0,0,5,4,4,16,0,30,3,0,0,0,8,3,0,0,5,4,4,20,0,36,145,172,71,5,120,77,22,28,182,26,178,1339,41,2083,4,0,0,0,0,4,0,0,0,0,0,3,115,128,154,174,79,11,132,86,20,30,186,25,187,1365,156,2250
POA3204,289,90,464,177,27,1397,1497,2194,726,30,934,778,151,205,2106,127,2021,21728,800,30607,11,20,9,0,16,8,0,3,10,3,4,142,933,1127,1928,2365,867,160,1162,1022,215,291,2402,214,2487,22042,1758,33130,0,4,0,0,0,0,0,0,0,0,4,28,0,36,45,28,21,0,40,44,3,11,26,4,31,136,12,308,49,27,27,0,40,44,3,11,21,4,37,166,12,344,1847,2019,823,154,1106,957,201,276,2288,201,2228,16652,693,25842,19,4,6,0,6,9,3,3,0,3,5,78,756,877,1915,2049,854,157,1150,1010,210,289,2320,210,2275,16895,1459,27069
POA3205,177,39,232,50,37,616,476,817,253,19,260,272,59,95,949,51,649,7142,254,10252,7,11,3,0,3,4,0,3,14,0,13,50,602,681,679,900,313,96,343,396,98,142,1137,90,893,7242,890,11548,0,0,0,0,0,0,0,0,0,0,0,24,0,29,26,9,6,0,12,23,3,3,16,4,16,62,0,129,26,10,6,0,12,23,3,3,16,4,14,86,0,159,624,808,295,57,321,346,93,129,1066,84,773,6042,222,9371,31,9,3,39,9,34,0,3,33,0,51,26,566,684,679,829,309,96,338,399,95,141,1111,90,843,6154,790,10211
POA3206,92,38,150,48,3,418,588,669,323,7,212,278,57,90,609,46,575,6421,290,9273,4,14,0,0,3,4,0,5,3,0,5,41,284,354,718,733,369,59,294,366,85,124,700,77,737,6509,585,10043,0,0,0,0,0,0,0,0,0,0,0,11,0,13,25,9,17,3,16,18,8,8,11,4,24,53,0,145,29,9,17,3,16,18,8,8,18,4,24,62,0,151,679,651,346,47,272,332,76,117,666,73,668,4948,242,7903,3,3,0,12,5,4,0,0,7,0,7,27,240,295,718,662,365,59,289,362,78,127,682,81,699,5037,488,8353
POA3207,212,48,253,85,13,729,877,1199,445,12,377,439,86,130,1161,82,1045,11022,455,15746,8,13,7,0,6,10,0,3,5,3,9,70,1051,1152,1105,1304,515,70,492,572,123,206,1375,132,1304,11171,1519,17633,6,0,0,0,0,0,0,0,3,0,5,19,0,24,34,12,29,6,28,34,4,10,22,7,26,127,3,250,41,16,29,6,28,34,4,10,27,7,27,145,3,275,1045,1184,472,61,455,531,113,189,1322,124,1185,8922,401,13896,17,11,12,3,10,7,5,4,11,0,8,48,946,1035,1101,1209,506,70,484,567,122,201,1351,134,1221,9107,1350,15199
