POA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
POA3207,105,164,272,558,694,1254,0,0,0,46,52,97,0,0,0,1656,1978,3635,5,3,3,605,666,1272,3,17,22,3,5,3,20,42,64,32,24,57,22,21,42,34,28,62,84,91,171,0,3,3,0,4,4,130,160,287,141,199,341,8,0,12,3338,3989,7324,79,81,164,172,189,361,72,81,148,0,0,0,3,5,12,16,28,39,20,29,54,3910,3903,7814,41,33,75,16,28,38,3965,3969,7931,689,692,1384,8439,9196,17633
POA3211,9,9,24,60,54,108,0,0,0,12,10,25,0,0,0,147,147,294,0,0,0,23,13,35,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,4,6,14,17,26,0,0,0,0,0,3,11,15,30,10,13,26,0,0,0,279,274,555,9,3,16,60,52,106,0,0,0,0,0,0,9,4,15,0,0,0,9,4,15,246,236,476,0,0,0,0,0,0,247,233,481,87,79,162,693,659,1353
POA3212,79,108,192,649,857,1510,0,0,0,152,183,333,0,0,0,2102,2237,4338,13,3,17,123,137,266,30,32,60,21,18,40,47,86,136,0,0,0,19,23,45,47,57,109,165,195,359,8,14,19,9,7,18,242,307,546,184,227,416,11,9,14,3814,4403,8224,107,92,197,137,108,248,3,7,10,0,3,3,134,107,242,13,25,38,152,138,289,4135,3886,8022,19,11,30,0,14,19,4159,3913,8071,1591,454,2047,10048,9221,19272
POA3213,28,33,54,116,143,261,0,0,0,55,58,114,14,16,28,647,664,1309,0,4,9,87,95,178,3,3,9,0,5,4,18,15,31,0,0,0,9,10,13,16,20,35,52,59,112,3,3,9,11,6,22,52,58,110,88,79,172,4,4,12,1169,1242,2417,27,18,50,84,69,148,0,0,0,0,0,0,18,13,30,9,11,20,27,20,48,891,824,1716,10,0,8,0,3,5,899,831,1729,165,130,300,2401,2352,4753
POA3214,182,228,408,767,901,1670,0,0,0,365,426,786,13,13,21,1909,2283,4191,16,18,35,258,258,513,33,58,90,28,28,58,41,48,88,5,7,8,29,39,69,67,76,151,200,250,447,24,32,53,18,36,57,135,237,377,292,357,646,6,13,17,4203,5072,9283,226,130,354,742,581,1321,7,12,12,0,0,0,178,143,321,42,58,98,225,199,424,5100,4905,10008,39,35,73,19,17,40,5166,4961,10123,1304,1278,2580,12046,12452,24500
POA3215,98,142,239,450,627,1074,0,0,0,114,148,253,10,10,19,3065,3708,6769,16,19,31,483,479,958,25,42,73,5,8,14,59,98,158,9,8,12,20,28,50,63,80,141,213,268,481,8,15,20,17,13,34,231,340,567,377,457,834,6,10,12,5177,6337,11514,191,147,335,246,196,445,4,4,9,0,0,0,131,107,242,37,38,73,165,147,311,3994,3765,7762,36,30,70,19,23,45,4055,3822,7878,627,632,1256,10565,11423,21994
POA3216,320,381,700,2166,2821,4986,0,0,0,541,632,1172,53,52,97,5742,6692,12435,38,58,94,270,298,566,55,72,127,23,26,52,214,277,491,34,26,57,75,87,165,171,219,389,514,670,1192,59,85,142,17,21,35,1159,1710,2870,688,865,1553,19,20,31,11822,14627,26448,752,425,1184,498,331,827,18,11,32,0,0,5,169,143,308,81,122,205,253,269,520,13734,13199,26927,105,83,184,32,84,120,13872,13362,27235,1661,1517,3176,29203,30920,60123
POA3217,112,117,230,469,620,1096,0,0,0,164,194,358,0,0,0,1801,2233,4041,20,23,32,83,88,170,45,57,98,8,12,27,65,69,136,16,19,36,13,24,36,96,113,209,97,115,217,17,20,38,11,10,24,186,265,447,292,329,623,12,15,18,3407,4207,7617,305,248,549,136,110,248,5,4,12,0,0,0,215,184,400,30,31,60,247,213,458,5111,5071,10187,37,22,57,13,21,36,5161,5122,10280,563,540,1104,9931,10562,20499
POA3218,59,76,128,421,500,919,0,0,0,79,104,183,0,0,0,1858,2075,3934,4,12,19,110,133,246,9,9,17,6,15,24,43,37,81,3,6,5,17,18,27,20,35,54,122,149,274,0,8,12,4,4,9,182,259,446,138,153,291,10,7,18,3034,3527,6558,136,75,213,97,92,189,14,8,19,0,0,0,38,32,67,16,28,47,56,63,117,3389,3463,6848,35,18,56,3,23,25,3427,3511,6929,406,384,794,7219,7724,14942
POA3219,67,134,200,700,970,1667,0,0,0,110,149,262,0,0,0,1897,2280,4178,14,9,22,105,114,220,33,48,80,13,14,27,56,63,120,4,6,11,28,28,58,58,74,132,168,246,409,19,31,55,11,9,18,252,387,641,207,296,505,8,9,13,3677,4741,8423,163,110,266,107,75,187,7,9,13,0,0,0,42,42,85,22,48,72,69,88,155,4745,4651,9396,39,25,60,13,20,35,4798,4697,9496,811,762,1574,9695,10617,20309
POA3220,67,123,194,651,812,1460,0,0,0,74,75,144,0,0,0,2164,2406,4576,0,16,20,134,146,279,15,22,37,3,4,4,40,48,91,4,3,4,11,14,30,14,33,48,133,161,295,7,5,9,4,4,7,287,416,707,147,175,317,8,11,16,3693,4351,8042,165,122,286,105,59,163,14,5,20,3,0,5,35,27,63,25,27,48,60,52,112,3663,3700,7362,33,19,59,10,19,26,3707,3739,7446,536,472,1007,8349,8922,17270
POA3221,5,0,5,28,50,77,0,0,0,12,11,25,0,0,0,108,94,200,0,6,6,5,3,7,0,0,0,0,0,0,4,9,8,0,0,0,0,0,0,4,0,8,9,7,17,0,0,0,0,0,0,30,37,66,13,11,19,0,0,0,211,223,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,299,0,0,0,0,0,0,153,150,299,36,31,67,400,399,801
POA3222,39,90,123,851,1121,1975,0,0,0,164,205,366,0,0,0,1898,2161,4061,8,11,19,89,82,174,24,24,53,3,3,6,41,46,89,0,0,0,23,22,46,62,68,131,170,211,383,18,21,36,7,3,12,342,506,851,180,231,413,3,7,9,3891,4733,8622,22,25,47,33,24,56,3,0,6,3,0,3,4,5,13,18,24,42,27,26,52,4449,4189,8633,36,26,56,13,28,37,4492,4240,8728,460,478,941,8968,9612,18576
POA3223,16,40,54,475,554,1029,0,0,0,59,61,121,0,0,0,1097,1160,2260,6,0,3,145,129,276,4,8,14,9,6,8,12,32,42,0,0,0,14,17,29,10,13,23,105,104,211,6,3,10,0,4,4,210,279,486,77,96,175,3,3,6,2224,2464,4691,0,7,6,5,7,17,3,5,3,0,0,0,0,0,3,13,19,32,11,23,31,1916,1890,3806,10,14,25,6,14,25,1930,1924,3854,432,446,876,4632,4901,9536
POA3224,28,60,90,669,843,1517,0,0,0,123,147,268,0,0,0,1502,1731,3233,7,10,17,53,67,130,24,22,45,0,0,3,39,54,90,0,0,0,15,13,31,63,80,147,151,188,340,29,40,64,6,6,15,336,466,805,173,194,371,8,5,10,3200,3891,7090,51,43,95,39,37,72,0,0,3,0,0,0,26,24,46,9,16,26,36,42,75,3475,3098,6572,27,12,42,4,27,32,3505,3140,6646,480,545,1028,7335,7759,15101
POA3225,14,24,37,323,435,765,0,0,0,21,21,41,0,0,0,463,558,1021,0,0,4,11,13,28,8,4,13,0,0,0,7,17,24,0,0,0,5,0,7,22,23,44,72,54,127,6,0,6,0,0,4,145,222,368,36,49,87,0,0,0,1119,1406,2526,11,14,25,6,5,7,3,4,9,0,0,0,0,0,6,0,4,0,0,5,7,1149,1187,2333,6,3,16,6,6,10,1163,1194,2358,212,221,440,2539,2873,5408
POA3226,39,68,103,730,949,1677,0,0,0,132,159,290,0,0,0,1921,2198,4123,16,13,28,56,44,106,17,17,33,4,0,4,19,37,64,0,0,6,7,13,20,18,21,40,132,155,286,10,6,9,0,5,13,280,461,744,116,147,268,3,0,5,3465,4245,7710,14,6,23,19,20,30,11,5,19,0,0,0,13,6,15,10,19,32,20,28,47,4281,4310,8588,25,22,43,11,36,43,4317,4369,8686,516,585,1102,8394,9323,17714
POA3227,15,23,38,317,367,680,0,0,0,22,29,50,0,0,0,422,479,907,0,3,3,24,16,34,4,6,8,0,0,0,18,11,28,0,0,0,5,4,10,3,3,13,47,47,97,0,0,0,0,0,7,104,140,250,32,38,66,0,0,0,1000,1144,2148,0,5,11,8,0,9,5,6,9,0,0,0,0,0,0,0,7,7,0,7,7,1418,1384,2799,22,7,26,0,0,0,1437,1393,2832,201,213,409,2662,2799,5459
POA3228,59,106,162,829,999,1830,0,0,0,173,195,361,0,0,0,2289,2675,4959,0,9,7,78,78,153,37,54,90,6,7,8,36,66,102,0,0,0,19,20,34,29,37,62,149,189,339,11,15,21,0,4,6,340,478,816,197,231,429,0,8,7,4191,5044,9232,17,15,32,15,25,38,15,15,27,0,0,4,11,10,17,18,26,43,27,30,60,6692,6306,12997,46,31,77,13,46,60,6750,6381,13130,767,723,1492,11850,12330,24181
POA3230,4,8,12,133,169,301,0,0,0,28,37,71,0,0,0,230,286,514,0,0,0,13,4,11,0,0,3,4,0,6,7,8,16,0,0,0,0,3,3,0,3,3,24,34,50,0,0,0,0,3,3,63,96,151,24,23,49,5,0,4,517,660,1174,0,3,0,4,3,5,0,0,0,0,0,0,0,0,0,0,5,3,0,5,3,911,823,1734,7,8,14,3,6,9,920,834,1755,125,120,248,1574,1637,3208
POA3231,14,12,20,45,57,106,0,0,0,0,7,10,0,0,0,106,118,226,0,0,0,0,0,9,5,6,6,0,0,0,0,5,5,0,0,0,0,6,3,0,0,0,5,6,13,0,0,0,0,0,0,22,28,48,5,8,14,0,0,0,202,234,437,0,0,0,0,0,0,3,7,8,0,0,0,0,0,0,0,0,3,0,0,3,481,472,955,5,0,12,0,0,0,494,477,969,67,60,127,778,795,1571
POA3232,7,3,8,61,78,138,0,0,0,0,0,0,0,0,0,96,107,205,0,0,0,9,7,22,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,18,15,33,0,0,0,0,0,0,21,36,60,3,5,16,0,0,0,222,262,484,5,3,11,0,0,0,0,0,0,0,0,0,6,4,11,0,0,0,6,4,11,362,283,649,0,4,3,0,0,5,362,288,658,84,66,151,694,630,1327
POA3233,13,21,31,91,114,209,0,0,0,10,7,14,0,0,0,127,137,261,0,4,4,27,19,47,5,0,0,0,0,0,5,6,7,0,0,0,0,0,0,4,3,9,22,15,35,0,0,0,4,0,3,51,54,97,11,21,35,0,0,0,342,377,727,14,11,24,6,13,19,0,0,5,0,0,0,0,3,5,6,3,9,5,9,18,628,616,1242,0,0,0,0,6,6,631,618,1250,156,142,297,1177,1189,2363
POA3234,0,0,5,6,7,12,0,0,0,0,0,3,0,0,0,15,12,26,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,4,8,7,11,0,0,0,33,31,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,69,143,0,0,0,0,0,3,80,68,142,14,15,24,125,115,237
POA3235,4,0,6,14,23,42,0,0,0,0,0,0,0,0,0,15,20,31,0,0,0,0,0,3,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,7,11,15,3,3,3,0,0,0,50,67,117,0,0,0,4,0,4,6,0,6,0,0,0,0,0,0,0,3,3,0,3,0,165,146,309,0,0,0,0,6,6,159,147,310,34,38,72,254,254,515
POA3236,0,0,0,6,5,18,0,0,0,3,0,3,0,0,0,8,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,10,0,0,0,0,0,0,7,5,11,0,0,0,0,3,3,26,31,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,79,138,0,3,0,0,0,0,61,79,145,27,21,46,119,142,257
POA3237,0,4,6,9,15,19,0,0,0,0,0,0,0,0,0,19,9,32,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,72,60,138,0,0,0,0,0,0,72,60,138,35,22,57,148,132,276
POA3238,0,0,0,3,3,7,0,0,0,0,3,6,0,0,0,13,6,24,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,7,0,0,0,28,25,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,71,146,0,0,0,3,0,4,82,70,151,25,16,41,137,115,251
POA3239,5,6,7,26,16,39,0,0,0,3,0,3,0,0,0,42,28,64,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,4,0,0,0,0,0,0,4,6,13,0,6,5,0,0,0,82,60,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,146,276,0,0,0,0,0,0,132,148,276,34,29,62,247,241,491
POA3240,6,4,10,109,107,219,0,0,0,10,14,25,0,0,0,190,183,374,0,0,3,5,3,6,7,5,9,0,0,0,8,9,17,0,0,0,3,0,3,0,0,0,22,32,53,0,0,0,3,4,6,78,68,148,21,21,38,0,0,0,455,453,907,0,4,4,0,0,0,3,0,8,0,0,0,0,0,0,0,0,3,0,0,3,582,550,1125,3,3,7,0,0,0,582,551,1134,56,49,105,1105,1059,2169
POA3241,4,8,12,170,205,372,0,0,0,18,11,29,0,0,0,220,258,479,6,3,9,8,6,18,8,0,7,0,3,3,9,13,16,0,0,0,3,0,3,0,5,5,23,36,56,0,0,0,4,9,12,80,96,172,26,34,58,0,0,0,574,666,1241,10,12,19,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,7,4,12,770,705,1472,3,9,13,0,0,3,776,715,1486,150,152,304,1516,1556,3072
POA3242,0,3,3,30,38,69,0,0,0,3,0,5,0,0,0,93,87,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,0,0,0,0,0,0,13,17,30,7,3,14,0,0,0,163,164,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,259,550,0,0,0,0,0,0,282,266,553,28,33,57,479,462,942
POA3243,6,0,6,14,17,33,0,0,0,0,0,0,0,0,0,32,25,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,0,0,0,0,0,0,17,17,39,9,7,17,0,0,0,90,79,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,73,173,0,0,0,0,0,0,95,79,175,28,15,42,219,178,392
POA3249,6,4,11,133,145,275,0,0,0,13,20,37,0,0,0,452,410,863,0,0,3,0,3,3,8,6,21,0,0,0,6,3,5,0,0,0,3,0,3,14,25,42,42,48,89,0,3,4,0,0,0,97,105,202,48,51,99,0,0,0,829,828,1653,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,6,761,618,1380,0,3,9,0,4,4,768,622,1393,153,150,298,1757,1608,3368
POA3250,49,50,95,478,585,1057,0,0,0,48,62,106,0,0,0,1530,1656,3186,0,3,3,20,18,31,17,12,26,8,5,9,9,25,30,5,0,11,11,14,20,58,60,120,182,227,407,8,17,28,4,0,4,279,431,710,72,104,176,3,5,4,2719,3223,5939,23,18,45,44,22,71,3,0,5,0,0,0,12,6,21,8,15,24,23,22,41,2929,2737,5667,8,8,19,3,8,9,2943,2751,5696,455,413,867,6256,6503,12756
POA3251,0,0,4,34,20,55,0,0,0,3,5,3,0,0,0,53,54,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,11,4,5,4,0,0,0,27,33,61,3,4,11,0,0,0,131,127,253,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,123,89,214,0,4,4,0,0,0,121,95,212,25,22,53,282,246,524
POA3254,0,0,0,0,5,9,0,0,0,4,3,5,0,0,0,39,48,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,10,0,0,0,0,0,0,3,4,5,0,7,9,0,0,0,59,72,136,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,90,75,170,0,0,0,0,0,0,90,75,170,24,23,48,179,180,358
POA3260,8,9,14,234,279,515,0,0,0,21,17,38,0,0,0,607,658,1264,0,0,0,5,14,20,12,14,28,0,0,0,4,15,19,3,0,6,0,0,0,15,17,39,71,65,130,5,4,8,3,0,3,199,261,459,27,24,46,0,0,0,1205,1371,2580,3,4,8,3,6,12,0,4,4,0,0,0,4,0,5,3,0,4,4,5,10,957,799,1760,6,4,4,0,3,9,963,810,1775,207,194,399,2398,2402,4801
POA3264,0,4,4,62,84,139,0,0,0,6,3,4,0,0,0,341,411,751,0,0,0,3,0,7,0,0,0,0,0,0,8,12,11,0,0,0,0,0,0,4,0,5,72,101,176,0,5,13,0,0,0,47,60,107,9,12,17,0,0,0,545,689,1229,0,6,7,0,0,0,0,0,0,0,0,0,6,3,10,3,4,5,9,5,13,458,383,844,0,0,4,0,0,0,461,387,846,82,69,154,1094,1162,2254
POA3265,7,0,9,71,107,178,0,0,0,42,30,65,0,0,0,368,349,722,0,0,0,0,3,7,0,0,0,0,0,0,15,11,27,0,0,0,0,0,0,11,7,18,91,88,178,0,0,0,0,0,0,52,61,117,34,34,63,0,0,0,681,698,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,6,8,610,540,1155,0,0,0,0,4,5,616,546,1164,153,118,271,1460,1369,2827
POA3266,4,11,11,137,152,291,0,0,0,24,34,52,0,0,0,265,301,568,0,3,3,0,0,0,8,10,17,0,0,0,6,10,16,0,0,0,0,0,0,3,3,4,80,71,149,0,0,3,0,0,0,132,162,295,8,10,13,0,0,0,664,755,1417,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,720,605,1327,0,0,7,0,4,4,726,611,1335,132,143,271,1523,1521,3047
POA3267,0,0,0,11,9,14,0,0,0,0,0,8,0,0,0,19,23,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,5,12,10,0,0,9,0,0,0,45,38,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,52,104,0,0,0,0,0,0,58,47,109,5,7,15,109,99,214
POA3268,3,4,6,96,135,235,0,0,0,27,43,68,0,0,0,265,227,486,0,0,0,4,3,3,0,0,3,0,0,0,11,9,19,0,0,0,0,0,6,5,5,6,50,46,94,0,0,0,0,0,0,92,107,197,22,22,48,0,0,0,569,601,1170,0,0,0,3,3,8,0,0,0,0,0,0,4,0,4,0,0,0,7,0,8,624,515,1142,0,3,7,0,0,0,623,521,1145,122,91,213,1325,1222,2552
POA3269,7,5,7,25,20,47,0,0,0,9,8,19,0,0,0,41,56,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,14,11,20,0,0,0,0,0,3,21,17,45,9,8,17,0,0,0,125,123,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,8,183,179,361,0,0,0,0,0,0,186,180,360,32,24,50,341,330,676
POA3270,0,0,0,19,19,38,0,0,0,0,0,0,0,0,0,30,23,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,0,0,0,0,0,0,7,3,7,0,0,0,0,0,0,54,54,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,83,172,5,0,5,0,0,0,98,85,180,20,15,35,165,151,322
POA3271,0,0,4,11,13,29,0,0,0,0,0,0,0,0,0,10,5,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,5,3,3,13,0,0,0,0,0,0,6,4,12,0,0,0,0,0,0,36,33,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,37,81,0,0,5,0,0,0,49,35,85,15,15,37,106,81,188
POA3272,0,0,5,102,126,229,0,0,0,6,6,13,0,0,0,136,190,329,0,6,0,4,4,4,0,0,0,0,3,5,0,8,6,0,0,0,0,5,5,3,8,12,32,32,59,4,0,0,0,0,0,56,67,126,10,12,23,3,7,3,360,463,822,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,4,3,0,4,349,306,659,0,3,3,0,0,0,351,308,662,73,66,136,792,845,1641
POA3273,0,0,0,8,13,23,0,0,0,0,0,0,0,0,0,12,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,5,5,0,0,0,26,22,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,27,42,70,0,0,0,0,0,0,27,40,68,5,6,13,64,70,130
POA3274,0,0,0,14,21,39,0,0,0,0,4,0,0,0,0,23,26,50,0,0,0,0,0,0,0,0,0,0,0,0,6,4,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,13,9,20,0,0,0,0,0,0,61,67,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,43,105,0,0,0,0,0,0,55,43,105,6,12,20,133,125,256
POA3275,0,0,0,17,21,31,0,0,0,3,8,8,0,0,0,53,39,94,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,20,0,0,0,0,0,0,5,6,13,10,6,16,0,0,0,100,91,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,115,247,0,0,0,0,0,0,129,115,247,25,25,46,251,233,490
POA3276,0,0,0,15,20,30,0,0,0,8,4,19,0,0,0,41,41,82,0,0,4,0,0,0,0,0,0,0,0,0,12,7,13,0,0,0,0,0,0,0,0,0,24,15,40,0,0,0,0,0,0,12,12,19,3,3,6,0,0,0,112,101,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,99,189,0,0,0,0,0,0,92,98,194,8,18,27,219,217,437
POA3277,0,0,4,60,79,133,0,0,0,15,7,23,0,0,0,187,225,419,3,3,6,4,0,4,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,7,6,16,39,35,70,0,0,0,0,0,0,61,60,117,15,15,27,0,0,0,391,445,835,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,414,394,803,4,6,7,0,0,0,411,399,813,91,69,164,902,919,1820
POA3278,0,0,0,9,18,23,0,0,0,4,4,9,0,0,0,48,43,92,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,10,3,12,0,0,0,0,0,0,4,0,10,3,10,16,0,0,0,89,89,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,61,131,0,0,0,0,0,0,70,61,131,17,11,31,178,161,343
POA3279,0,0,0,4,11,18,0,0,0,0,6,9,0,0,0,46,39,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,19,0,0,0,0,0,0,11,14,27,7,0,7,0,0,0,83,85,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,57,106,0,0,0,0,0,0,53,58,111,6,15,30,140,162,300
POA3280,147,170,315,934,1259,2201,0,0,0,197,217,415,32,37,64,4108,4862,8968,52,46,93,47,37,89,17,32,55,10,11,23,111,139,243,11,10,11,22,25,43,102,114,220,596,783,1378,33,57,87,18,26,47,440,651,1094,343,422,757,10,4,15,7077,8734,15818,92,70,157,53,56,109,17,14,29,0,3,6,28,23,50,25,29,58,56,56,112,7284,7009,14295,40,34,71,11,31,39,7335,7067,14404,1209,1152,2361,15977,17323,33298
POA3281,5,5,5,58,72,130,0,0,0,18,18,37,0,0,0,213,213,428,6,9,12,4,0,5,0,5,5,0,0,0,9,20,35,0,0,0,0,0,0,6,10,15,40,50,86,0,0,0,0,0,0,50,44,90,20,19,38,0,0,0,420,458,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,450,410,865,0,0,3,0,0,0,450,412,867,59,41,102,936,921,1857
POA3282,3,5,8,84,102,180,0,0,0,13,12,27,0,0,0,368,375,744,3,0,4,3,0,3,4,3,3,0,0,0,16,15,35,5,0,5,0,0,0,7,0,10,38,52,88,5,0,6,0,0,0,29,39,72,9,17,29,0,0,0,579,629,1208,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,5,8,547,543,1095,3,0,3,0,0,0,549,550,1101,68,80,147,1205,1277,2488
