POA_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
POA3512,27,21,12,0,10,12,3,6,31,3,22,209,11,316,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,0,0,0,0,17,6,25,0,0,0,0,0,0,0,0,0,0,0,3,22,27,33,22,11,0,12,14,3,6,31,3,24,227,32,369,11,7,3,0
POA3515,199,228,60,9,81,68,25,37,221,19,167,1440,71,2243,0,0,0,0,0,0,0,0,0,0,4,10,0,17,12,4,0,0,4,6,5,4,5,0,3,29,0,46,0,0,4,0,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,32,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,6,19,5,5,4,9,10,5,6,14,3,14,110,3,161,10,0,4,0,3,0,0,0,0,0,0,17,88,114,223,235,71,11,96,78,24,40,241,20,180,1567,157,2516,86,135,30,3
POA3516,84,61,29,3,23,35,0,14,54,0,38,381,20,617,4,0,0,0,4,0,0,0,0,0,0,0,3,3,7,4,0,0,0,3,0,0,0,0,0,5,0,12,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,7,6,0,0,4,0,0,14,4,33,6,0,0,0,0,4,0,0,0,0,0,12,49,74,100,64,28,5,29,44,8,17,60,6,46,410,74,722,34,34,15,0
POA3517,198,135,55,24,87,91,20,48,198,24,147,605,51,1230,0,0,0,0,0,0,0,0,8,0,4,4,0,15,18,12,8,0,12,8,0,3,10,6,8,9,0,53,3,0,0,0,9,6,0,4,0,0,0,3,0,12,3,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,26,16,10,0,19,18,6,7,16,6,15,45,7,111,10,3,5,0,11,5,0,4,0,4,0,11,125,156,232,153,71,25,112,108,23,56,221,33,160,659,183,1497,59,48,16,0
POA3518,198,135,56,3,80,75,18,63,142,13,99,468,44,1010,9,0,0,0,0,3,0,0,4,0,3,4,0,16,20,9,6,0,10,7,0,8,4,0,8,12,3,65,9,0,0,0,3,0,0,0,0,0,0,3,0,14,3,0,0,0,4,6,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,4,0,0,3,0,9,0,0,0,0,0,0,0,0,3,0,0,3,0,10,33,16,11,0,23,22,5,5,17,3,15,50,3,140,4,0,0,0,10,6,4,0,4,0,7,9,146,179,238,158,66,4,109,98,22,69,160,12,119,533,199,1321,70,56,10,0
POA3520,38,20,8,0,16,12,3,6,25,0,15,47,5,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,5,0,0,0,0,5,0,0,7,4,0,0,0,0,0,0,0,0,0,0,5,16,27,43,23,7,0,24,17,3,7,24,0,10,53,23,156,5,3,0,0
POA3521,70,57,19,0,34,21,5,11,55,11,62,390,35,646,8,5,3,0,3,0,0,0,4,0,0,3,0,12,12,4,5,0,0,0,0,3,3,0,0,11,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,9,0,8,8,0,5,6,0,9,30,0,68,0,3,0,0,6,3,0,0,0,0,0,4,51,56,90,67,28,0,47,31,9,17,62,16,69,424,86,772,35,42,12,0
POA3522,35,23,4,0,12,10,0,3,30,0,24,163,13,272,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,0,0,0,0,0,0,0,4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,5,0,0,0,0,5,11,0,32,0,0,0,0,0,4,0,0,0,0,0,0,32,38,38,28,3,3,19,20,0,4,32,0,30,174,48,338,16,18,6,0
POA3523,607,341,152,35,221,209,50,118,412,37,323,1409,108,2969,13,4,3,0,7,0,0,3,4,0,7,27,0,54,53,18,16,0,20,28,5,12,21,3,16,61,5,186,21,7,4,6,6,5,0,7,3,0,11,16,8,61,28,7,9,3,19,15,5,0,4,4,13,23,5,79,3,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,5,19,0,34,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,4,0,4,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,3,7,0,15,0,4,0,0,0,0,0,0,0,0,5,9,0,19,123,35,40,7,62,59,11,20,44,9,57,177,23,474,28,12,9,0,10,11,0,6,12,5,3,37,432,521,753,390,201,47,298,280,62,143,464,53,388,1628,561,3965,186,151,40,0
POA3525,176,118,59,18,94,86,18,46,119,29,78,604,46,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,0,0,10,4,0,8,4,0,6,7,0,30,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,4,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,5,15,0,19,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,6,0,3,13,9,3,7,8,0,19,46,0,86,9,0,0,0,3,7,0,0,0,0,0,7,131,159,201,126,55,23,110,92,17,55,129,33,90,655,180,1369,57,57,20,0
POA3527,96,55,24,5,39,37,7,17,74,9,65,333,20,616,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,0,0,0,0,0,0,7,3,8,8,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,5,4,0,4,7,3,9,24,0,45,3,3,0,0,5,0,0,0,0,0,0,9,64,78,107,64,26,4,52,39,9,26,82,9,76,359,82,741,31,29,10,0
POA3529,6,9,4,0,5,0,0,0,5,0,4,78,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,3,0,0,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,14,3,0,10,5,3,5,3,0,6,84,6,117,3,7,0,0
POA3530,19,7,8,0,7,0,0,4,17,0,14,53,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,3,0,0,0,7,12,16,10,8,0,10,3,4,4,13,0,15,54,13,114,6,6,6,0
POA3531,29,23,3,0,0,11,0,6,16,0,15,104,6,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,12,28,23,3,0,4,8,0,8,14,0,22,113,9,194,7,11,0,0
POA3533,102,88,31,6,46,43,17,20,79,13,64,324,30,635,0,4,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,3,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,7,0,3,0,7,4,0,0,5,0,5,22,0,46,8,0,3,0,0,3,0,6,0,0,3,9,42,57,116,91,31,7,57,52,13,23,84,13,72,360,74,744,21,38,10,0
POA3537,108,85,36,9,49,46,6,26,94,7,68,463,25,834,3,4,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,3,0,0,0,0,0,0,4,0,12,0,3,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,17,0,5,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,11,0,0,8,6,0,0,0,0,7,37,0,72,10,0,0,0,0,7,0,0,0,0,5,3,177,194,123,98,40,9,54,54,10,30,100,7,76,513,198,1094,31,43,10,0
POA3540,33,23,9,0,19,16,0,7,22,6,18,112,10,211,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,3,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,0,0,0,0,0,4,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,27,33,37,32,12,0,32,14,3,7,30,5,22,117,41,263,13,8,0,0
POA3542,21,9,3,0,4,3,0,7,9,0,8,67,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,14,3,0,7,3,0,7,11,0,7,71,19,139,0,6,0,0
POA3544,27,31,9,0,13,9,0,9,16,3,20,123,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,4,30,33,29,31,12,0,14,7,0,8,17,3,20,136,36,252,10,13,7,0
POA3546,39,37,10,3,13,17,7,9,35,3,26,157,9,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,20,0,26,0,0,0,0,0,0,0,0,0,0,0,4,10,18,46,37,10,3,20,25,7,14,37,3,22,178,20,346,17,21,3,0
POA3549,170,191,52,14,107,101,20,37,135,8,117,1321,100,2033,3,12,3,3,45,16,6,6,3,4,3,231,5,300,3,0,0,0,5,0,0,0,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,9,0,12,25,8,8,9,15,13,4,0,9,5,9,23,8,78,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,19,8,0,25,13,0,0,15,8,28,732,74,890,0,0,0,0,0,0,0,0,0,0,0,71,5,79,0,0,0,0,6,0,0,0,0,0,0,63,5,69,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,8,0,9,38,40,17,9,91,44,9,6,26,17,45,1159,90,1476,3,0,0,0,0,5,0,0,4,0,6,30,460,510,209,235,67,24,194,144,33,51,161,28,165,2515,652,4017,73,92,16,0
POA3550,4351,4117,1345,383,1719,1746,447,768,5418,462,3725,18307,1568,34882,52,41,16,0,16,19,0,8,45,7,38,203,24,378,198,84,67,17,81,96,11,47,124,20,114,341,34,856,67,26,21,14,32,50,4,14,40,6,42,130,8,309,57,14,18,11,30,21,10,9,26,10,24,85,4,208,9,15,0,0,7,4,0,0,11,0,18,134,4,180,30,39,17,0,44,21,0,0,35,4,65,821,22,1033,3,8,0,4,11,0,0,5,10,0,10,283,4,329,19,21,7,0,38,19,3,5,20,0,33,817,30,953,13,22,4,0,6,3,3,0,33,3,15,137,5,208,10,7,3,0,11,6,3,0,22,0,21,162,6,230,455,269,154,54,273,238,44,90,365,54,379,3117,137,4682,112,50,32,13,45,57,13,28,54,16,37,153,1892,2277,4917,4435,1530,444,2032,2042,502,884,5840,524,4145,21575,3597,41839,1336,2105,399,8
POA3551,2955,3262,941,74,1127,1097,214,434,3264,241,2536,19033,1195,31086,31,38,7,0,22,11,4,7,24,0,27,160,5,284,150,70,55,5,60,60,8,26,77,13,101,341,22,742,47,13,15,0,19,24,3,8,21,3,14,93,3,202,40,10,12,6,27,17,3,7,20,11,17,64,4,156,6,4,0,0,6,4,0,0,6,0,7,48,3,73,10,11,3,0,27,7,3,3,19,0,29,397,16,505,3,3,0,0,9,0,0,0,0,0,10,111,0,126,5,20,0,0,37,12,3,0,11,0,26,347,9,447,13,11,3,0,4,0,0,0,15,0,10,80,10,130,4,13,0,0,0,6,0,0,21,0,11,122,6,172,317,191,106,15,212,142,27,47,217,29,257,1765,83,2832,62,35,13,3,24,26,4,11,38,8,20,164,1380,1688,3331,3487,1066,92,1362,1267,246,497,3518,282,2814,20958,2658,35614,1252,1828,382,5
POA3555,2545,2142,740,210,1095,1053,250,464,2723,250,1919,8771,805,17614,26,20,0,0,9,13,5,8,23,5,18,75,7,160,114,60,31,14,53,53,17,37,56,14,58,119,23,403,35,7,17,8,11,20,0,6,15,0,10,54,8,143,27,10,7,0,26,21,6,4,16,8,13,42,4,116,0,3,0,0,0,0,0,0,5,0,8,39,0,51,26,20,12,0,37,8,6,0,20,0,39,564,25,719,4,0,0,0,4,0,0,0,4,0,3,81,3,101,3,6,0,0,9,0,0,0,0,3,8,344,3,382,3,8,0,0,0,6,0,0,8,0,5,42,0,69,3,8,0,0,5,3,0,0,3,0,6,47,0,62,248,139,76,22,164,129,40,57,141,32,166,1407,83,2206,67,30,24,10,27,30,11,17,30,11,21,90,998,1222,2851,2305,844,249,1290,1214,297,543,2892,287,2104,10266,1883,21043,727,1039,186,0
