POA_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
POA3224,15,0,15,31,30,55,6,0,0,0,0,0,9,0,11,2481,2077,4559,122,134,258,55,0,54,9,3,12,19,4,23,15,14,23,44,47,92,2796,2310,5107,3,0,3,0,0,0,0,0,0,6,3,12,0,0,0,0,0,0,10,3,12,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,5,18,9,28,25,19,47,5,4,5,0,6,6,0,0,0,5,3,7,403,628,1032,298,576,871,19,15,28,3540,3560,7093
POA3225,0,0,7,0,4,4,0,0,0,0,0,0,0,0,0,514,443,957,20,29,49,4,0,4,0,0,0,15,9,22,3,0,10,27,30,56,589,524,1112,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,5,8,9,10,16,0,0,0,0,0,0,0,0,0,0,0,0,300,343,643,122,189,312,13,3,19,1028,1076,2106
POA3226,9,3,16,9,18,23,0,0,0,0,0,0,5,3,6,2459,2155,4610,117,150,262,38,0,38,10,4,10,34,12,48,7,7,15,68,98,162,2748,2451,5200,0,0,0,0,0,0,0,0,0,6,3,12,0,0,0,0,0,0,8,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,33,27,20,43,6,0,6,0,0,0,0,0,0,6,0,6,937,1135,2078,349,732,1079,37,30,72,4109,4379,8481
POA3227,4,4,8,5,8,10,0,0,0,0,0,0,0,0,0,654,550,1203,26,29,55,15,0,16,3,0,8,18,9,29,8,0,7,26,30,53,761,634,1390,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11,14,6,18,0,0,0,0,0,0,0,0,0,0,0,0,380,396,783,131,181,311,6,9,21,1297,1229,2530
POA3228,10,13,26,12,11,24,0,0,0,0,0,4,0,0,3,3473,2730,6203,170,193,358,42,0,37,11,0,17,52,19,75,30,20,52,128,130,254,3935,3115,7048,0,0,0,0,0,0,4,0,4,19,11,23,0,0,0,0,0,0,21,8,33,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,34,17,55,61,32,90,8,0,14,0,0,0,3,0,3,16,4,20,1569,1966,3539,543,900,1443,11,19,28,6137,6024,12168
POA3230,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,368,305,675,23,14,36,3,0,3,0,0,5,6,3,14,6,3,9,23,26,50,446,347,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,12,0,0,0,0,0,0,0,0,0,0,0,0,204,238,441,77,115,192,9,14,20,736,724,1460
POA3231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,129,304,7,5,12,4,0,4,0,0,4,5,0,4,4,5,6,10,12,19,200,155,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,138,157,295,40,54,89,0,6,4,385,370,754
POA3232,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,149,125,279,11,5,17,6,0,6,0,0,0,0,0,3,5,4,6,37,26,60,213,165,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,126,44,53,98,0,0,4,322,280,602
POA3233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,199,475,20,19,39,7,0,7,0,0,0,8,4,16,0,4,11,65,54,122,378,285,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,83,113,200,68,99,163,9,4,6,533,504,1037
POA3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,45,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,8,7,19,41,29,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,30,6,5,14,0,0,0,65,51,116
POA3235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,51,113,0,7,6,0,0,0,0,0,0,0,0,0,3,0,3,3,0,9,71,56,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,49,85,13,17,27,0,3,3,120,126,249
POA3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,27,39,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,35,0,10,11,0,0,0,51,62,118
POA3237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,48,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,9,10,41,26,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,19,35,3,8,11,0,0,0,62,53,119
POA3238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,62,0,4,3,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,37,40,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,40,9,7,16,0,0,0,71,62,135
POA3239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,56,111,3,4,6,0,0,0,0,0,0,0,0,0,3,0,0,6,6,15,72,68,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,27,23,49,10,6,19,0,0,5,113,100,214
POA3240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,301,691,14,18,33,18,0,18,0,0,0,0,0,3,0,0,4,15,7,23,435,338,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,126,152,274,58,71,130,4,3,12,631,565,1196
POA3241,0,0,0,6,5,6,0,0,5,0,0,0,0,0,0,493,390,886,30,24,52,11,0,11,6,0,3,5,0,5,3,0,4,31,34,60,583,452,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,4,4,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,112,146,259,51,100,149,12,9,19,758,713,1468
POA3242,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,141,126,266,0,4,10,3,0,3,0,0,0,0,0,0,0,0,0,19,9,29,169,141,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,51,48,97,22,43,62,3,6,4,241,228,475
POA3243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,43,105,3,4,5,0,0,0,0,0,0,0,0,0,5,0,5,9,3,9,82,55,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,68,8,7,21,0,0,0,121,97,215
POA3249,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,534,460,993,47,30,81,14,0,14,8,4,12,4,0,7,10,3,16,41,24,68,665,524,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,172,170,339,71,100,174,9,8,12,918,803,1727
POA3250,0,5,4,4,3,7,0,0,0,0,0,0,19,4,27,2256,1763,4017,160,222,381,20,0,16,10,0,10,34,11,41,12,9,23,128,135,268,2643,2157,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,36,24,15,40,0,0,0,0,0,0,3,0,3,3,4,9,126,244,367,234,441,670,21,20,35,3057,2868,5923
POA3251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,75,154,8,3,12,7,0,7,0,0,0,0,0,0,0,0,0,15,0,18,111,81,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,24,61,14,14,27,5,0,5,157,117,283
POA3254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,60,123,6,4,7,3,0,3,0,0,0,0,0,0,0,0,0,4,5,7,80,68,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,8,10,0,0,0,90,86,172
POA3260,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,726,621,1347,41,44,79,23,0,20,11,0,11,3,6,8,8,0,13,77,71,146,892,742,1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,4,5,11,0,0,0,0,0,0,0,0,0,0,0,0,185,147,338,65,133,203,14,11,25,1168,1033,2203
POA3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,320,673,24,20,44,13,0,13,0,0,0,6,0,10,4,0,9,28,18,48,431,367,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,41,44,91,41,61,100,7,4,14,531,478,1008
POA3265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,380,848,29,30,59,9,0,9,19,11,26,0,0,0,9,8,19,67,43,108,614,457,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,8,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,163,151,311,40,71,106,14,8,25,834,695,1525
POA3266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,405,855,22,27,50,16,0,16,16,0,14,9,4,12,14,8,15,64,53,114,582,494,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,3,5,11,0,0,0,0,0,0,3,0,3,3,0,3,112,106,218,48,62,111,12,6,18,762,676,1441
POA3267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,32,59,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,16,42,38,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,8,26,4,4,5,0,0,6,64,54,120
POA3268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,297,669,15,32,48,13,3,11,33,9,39,9,0,9,16,9,21,65,45,114,515,392,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,160,116,278,39,80,120,16,8,25,733,598,1327
POA3269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,76,172,3,3,5,0,0,0,3,0,3,0,0,0,0,0,4,31,18,44,144,98,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,40,38,76,18,21,41,9,4,8,206,160,369
POA3270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,43,100,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,60,48,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,34,4,12,18,0,0,0,82,73,156
POA3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,31,22,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,31,0,0,5,0,0,0,55,34,89
POA3272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,195,410,12,19,31,12,0,11,3,0,3,3,0,5,0,0,6,19,16,33,262,240,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,54,58,114,23,34,62,5,5,7,339,330,677
POA3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,23,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,27,0,0,0,0,0,0,34,34,70
POA3274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,50,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,37,23,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,35,3,7,7,0,0,0,63,45,107
POA3275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,84,199,13,3,15,4,0,4,0,0,0,0,0,0,0,0,0,4,4,8,137,89,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,19,4,14,19,0,0,0,153,121,273
POA3276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,59,131,5,4,12,0,0,0,0,0,0,0,0,0,0,0,0,7,9,18,93,74,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,46,7,13,20,0,0,0,124,113,234
POA3277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,299,626,25,11,36,10,0,10,9,4,12,6,0,6,0,0,0,16,7,27,386,329,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,64,72,137,36,66,96,9,9,15,504,472,971
POA3278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,51,110,0,0,8,0,0,0,4,0,4,0,0,0,0,3,5,6,0,6,73,55,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,32,12,5,20,0,0,0,98,84,183
POA3279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,37,86,3,10,16,4,0,4,0,0,0,0,0,0,6,0,3,3,3,13,61,56,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,37,6,8,6,0,0,0,86,82,168
POA3280,4,3,8,38,25,66,6,0,6,0,0,3,16,22,39,5692,5089,10778,418,524,936,56,0,56,15,6,22,101,36,141,43,13,58,308,288,595,6702,6010,12712,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,5,7,57,31,84,65,33,102,0,0,0,3,0,3,0,0,0,3,4,4,600,888,1489,632,1165,1797,36,33,74,8034,8131,16169
POA3281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,310,672,22,17,39,13,0,13,0,0,3,0,0,0,4,0,0,15,9,25,416,345,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,76,83,162,36,56,93,3,5,5,534,485,1022
POA3282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,409,833,15,21,41,14,0,18,0,0,0,4,0,3,8,0,4,14,10,23,492,438,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,51,69,124,55,89,145,8,8,15,610,608,1213
POA3283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,208,438,16,3,22,3,0,3,0,0,0,0,0,0,8,0,4,21,12,36,285,230,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,69,69,132,36,54,88,4,3,6,390,359,745
POA3284,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,482,424,903,28,27,58,14,0,13,4,0,6,11,5,15,6,7,12,38,52,84,588,518,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,12,5,15,0,0,0,0,0,0,0,0,0,0,0,0,133,175,304,74,131,208,8,9,18,811,840,1646
POA3285,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,195,165,362,12,4,16,11,0,7,0,0,0,3,0,3,7,0,7,12,9,18,236,181,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,85,65,149,26,31,61,3,4,3,352,284,634
POA3286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,79,152,4,4,9,5,0,5,0,0,0,0,0,0,4,0,4,7,6,20,95,86,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,51,3,7,11,0,0,4,128,123,248
POA3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,52,126,3,3,4,0,0,0,6,0,4,0,0,0,5,0,5,6,6,12,91,66,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,26,58,8,12,17,3,3,0,141,104,241
POA3289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,78,155,5,4,11,4,0,4,0,0,0,0,0,0,3,0,3,16,7,23,106,93,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,56,39,101,17,23,39,0,0,6,185,155,340
POA3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,42,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,22,0,3,5,0,0,0,37,36,76
POA3293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,32,73,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,6,18,54,45,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,20,52,4,11,16,0,0,0,94,74,169
POA3294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,126,252,4,3,14,4,0,4,0,0,0,5,0,5,4,0,4,36,15,48,185,150,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,63,126,12,25,38,5,3,9,273,243,513
POA3300,0,0,0,7,4,3,0,0,0,0,0,0,6,3,14,1738,1498,3239,110,121,232,34,0,38,5,0,5,25,3,27,11,8,20,118,127,246,2045,1768,3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,13,13,25,18,15,27,0,0,0,0,0,0,0,0,0,0,0,3,161,213,379,164,312,482,18,13,29,2407,2324,4734
POA3301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,164,356,12,19,29,5,0,6,0,0,3,0,0,0,7,0,13,25,11,31,239,196,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,108,91,202,18,38,57,3,0,3,382,326,708
POA3302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,55,102,4,3,3,4,0,5,0,0,5,0,0,0,0,0,0,7,0,6,57,58,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,21,59,4,6,10,0,0,0,103,88,188
